station dans rayon,station atteintes
383,None
384,None
385,None
386,None
390,None
389,None
394,None
393,None
395,None
396,None
188,None
137,None
15,None
387,None
571,None
572,572
573,None
574,574
2243,2243
1243,None
1244,None
2249,None
2501,2501
2250,None
2505,None
2252,None
2509,2509
490,None
491,None
492,None
493,None
495,None
494,None
502,None
503,None
2560,None
2561,None
29,None
7,None
506,None
497,None
496,None
501,None
111,None
190,None
28,None
498,None
2260,None
549,None
550,None
829,None
830,None
551,None
552,None
554,None
553,None
539,None
37,None
538,None
546,None
545,None
2282,None
609,None
610,None
612,None
611,None
613,None
614,None
617,None
616,None
619,None
618,None
2284,None
2640,None
2459,None
849,None
45,None
622,None
623,None
650,None
649,None
624,None
625,None
640,None
639,None
627,None
626,None
638,None
637,None
628,None
629,None
647,None
648,None
631,None
641,None
642,None
633,None
634,None
644,None
645,None
635,None
636,None
2633,None
621,None
620,None
643,None
46,None
227,None
194,None
294,None
336,None
221,None
202,None
228,None
193,None
270,None
688,None
687,None
2611,None
2612,None
222,None
201,None
198,None
224,None
226,None
195,None
675,None
676,None
256,None
229,None
2566,None
2565,None
271,None
254,None
272,None
267,None
225,None
197,None
200,None
2564,None
295,None
335,None
681,None
682,None
266,None
273,None
265,None
274,None
382,None
269,None
1250,None
1251,None
52,None
53,None
2616,None
2618,None
2623,None
2620,None
2624,None
2625,None
2626,None
2627,None
2628,None
2631,None
2629,None
2630,None
1247,None
2658,None
2657,None
1246,None
268,None
55,None
674,None
231,None
255,None
689,None
196,None
2383,None
2311,None
2402,None
2321,None
2313,None
2387,None
2322,None
2405,None
2407,None
2316,None
2409,None
2394,None
2317,None
2318,None
702,None
701,None
2328,None
2604,None
2605,None
703,None
704,None
2601,None
2602,None
2649,None
2580,None
2581,None
2650,None
2583,None
2584,None
2586,None
2588,None
2589,None
2663,None
2664,None
576,None
577,None
2591,None
716,None
717,None
2593,None
2331,None
2490,None
2595,None
2596,None
2598,None
2599,None
2327,None
708,None
711,None
709,None
2578,None
712,None
714,714
715,None
185,None
63,None
720,None
719,None
724,None
725,None
726,726
727,None
64,None
2558,None
65,None
186,None
92,92
187,None
136,None
2348,None
2341,None
2424,None
2343,None
2342,None
2486,None
2345,None
2488,None
2430,None
2347,None
2340,None
2439,None
2336,None
2433,None
2338,None
2446,None
2339,None
2463,None
751,None
750,None
746,None
747,None
286,None
344,None
290,None
340,None
2554,None
2557,None
287,None
343,None
756,None
755,None
2555,None
2556,None
748,None
749,None
758,None
757,None
754,None
753,None
292,None
338,None
764,None
765,None
291,None
339,None
288,None
342,None
762,None
763,None
285,None
345,None
293,None
337,None
184,None
113,None
180,None
68,None
742,None
743,None
282,None
289,None
341,None
820,None
821,None
2614,None
2615,None
809,None
810,None
75,None
182,None
181,None
78,None
813,None
104,None
827,None
828,None
826,None
79,None
