destination,total_time,transport,correspondance,1st_station,time_to_1st_station,walking_time,drt_time,drt_waiting_time,direct_walk_time
383,None,None,None,None,None,None,None,None,2876.0772
384,None,None,None,None,None,None,None,None,2880.4572
385,None,None,None,None,None,None,None,None,2796.0443999999998
386,None,None,None,None,None,None,None,None,2800.1328
394,None,None,None,None,None,None,None,None,3163.8683999999994
393,None,None,None,None,None,None,None,None,3154.4183999999996
15,None,None,None,None,None,None,None,None,2981.7084
387,None,None,None,None,None,None,None,None,2975.7384
418,None,None,None,None,None,None,None,None,4941.5532
417,None,None,None,None,None,None,None,None,4920.9636
420,None,None,None,None,None,None,None,None,5825.981999999999
419,None,None,None,None,None,None,None,None,5830.8972
422,None,None,None,None,None,None,None,None,4011.6911999999998
421,None,None,None,None,None,None,None,None,4003.7124
424,None,None,None,None,None,None,None,None,4165.2504
423,None,None,None,None,None,None,None,None,4173.864
426,None,None,None,None,None,None,None,None,6161.8092
425,None,None,None,None,None,None,None,None,6154.1952
189,None,None,None,None,None,None,None,None,5575.6032000000005
20,None,None,None,None,None,None,None,None,5574.1164
466,None,None,None,None,None,None,None,None,8422.6392
467,None,None,None,None,None,None,None,None,8427.148799999999
468,None,None,None,None,None,None,None,None,11069.953199999998
469,None,None,None,None,None,None,None,None,11063.448
471,None,None,None,None,None,None,None,None,11601.8676
470,None,None,None,None,None,None,None,None,11602.1976
474,None,None,None,None,None,None,None,None,10845.8784
473,None,None,None,None,None,None,None,None,10836.3228
476,None,None,None,None,None,None,None,None,6740.1288
475,None,None,None,None,None,None,None,None,6738.245999999999
478,None,None,None,None,None,None,None,None,10544.6592
477,None,None,None,None,None,None,None,None,10541.364
481,None,None,None,None,None,None,None,None,9350.4996
482,None,None,None,None,None,None,None,None,9313.434
851,None,None,None,None,None,None,None,None,11627.3688
852,None,None,None,None,None,None,None,None,11596.722
570,None,None,None,None,None,None,None,None,10896.0228
2245,None,None,None,None,None,None,None,None,10941.9072
2494,None,None,None,None,None,None,None,None,10951.0188
1243,None,None,None,None,None,None,None,None,6938.718
1244,None,None,None,None,None,None,None,None,6933.9336
2248,None,None,None,None,None,None,None,None,11455.8396
2503,None,None,None,None,None,None,None,None,11466.744
2250,None,None,None,None,None,None,None,None,9585.4128
2505,None,None,None,None,None,None,None,None,9594.797999999999
2252,None,None,None,None,None,None,None,None,10296.99
2509,None,None,None,None,None,None,None,None,10293.0372
489,None,None,None,None,None,None,None,None,7693.4472
488,None,None,None,None,None,None,None,None,7688.322
490,None,None,None,None,None,None,None,None,6406.519199999999
491,None,None,None,None,None,None,None,None,6440.350799999999
492,None,None,None,None,None,None,None,None,4184.4996
493,None,None,None,None,None,None,None,None,4184.6808
