destination,total_time,transport,correspondance,1st_station,time_to_1st_station,walking_time,drt_time,drt_waiting_time,direct_walk_time
399,-2820.0,WALK,17,558,None,3134,None,None,7251.168
400,16140.0,WALK,33,558,None,3134,None,None,7268.092799999999
2637,15840.0,WALK,36,558,None,3134,None,None,7652.703599999999
2638,-2580.0,WALK,25,558,None,3134,None,None,7645.3524
2643,15240.0,WALK,41,558,None,3134,None,None,6501.6323999999995
2644,-1920.0,WALK,15,558,None,3134,None,None,6495.4728
407,-4740.0,WALK,19,558,None,3134,None,None,6931.5491999999995
408,-2340.0,WALK,47,558,None,3134,None,None,6919.302
410,-2400.0,WALK,31,558,None,3134,None,None,6974.0052
409,15720.0,WALK,35,558,None,3134,None,None,6977.5464
412,-2580.0,WALK,14,558,None,3134,None,None,6451.8636
411,15180.0,WALK,3,558,None,3134,None,None,6458.2656
413,-4080.0,WALK,22,558,None,3134,None,None,8000.9568
414,-1980.0,WALK,17,558,None,3134,None,None,8005.4028
415,15120.0,WALK,3,558,None,3134,None,None,5348.623199999999
416,-1800.0,WALK,11,558,None,3134,None,None,5351.906399999999
2608,-1860.0,WALK,7,558,None,3134,None,None,5969.4972
2609,15180.0,WALK,3,558,None,3134,None,None,5972.575199999999
155,-2640.0,WALK,31,558,None,3134,None,None,6613.2504
17,15540.0,WALK,23,558,None,3134,None,None,6624.637199999999
403,-1080.0,WALK,6,558,None,3134,None,None,5938.6092
404,-2520.0,WALK,31,558,None,3134,None,None,5904.3048
405,-1020.0,WALK,14,558,None,3134,None,None,6762.356399999999
406,-1200.0,WALK,19,558,None,3134,None,None,6785.5740000000005
1267,-960.0,WALK,8,558,None,3134,None,None,7250.5740000000005
1266,-1320.0,WALK,14,558,None,3134,None,None,7230.995999999999
159,-4680.0,WALK,22,558,None,3134,None,None,7244.2524
18,-2460.0,WALK,39,558,None,3134,None,None,7253.986799999999
2635,-600.0,WALK,31,558,None,3134,None,None,7322.2224
452,-4260.0,WALK,22,558,None,3134,None,None,10012.173599999998
454,-4080.0,WALK,33,558,None,3134,None,None,10784.499600000001
455,-2400.0,WALK,33,558,None,3134,None,None,10810.365600000001
456,-2520.0,WALK,6,558,None,3134,None,None,11353.0068
457,16140.0,WALK,35,558,None,3134,None,None,11362.4724
465,-4080.0,WALK,5,558,None,3134,None,None,10013.0568
464,-2040.0,WALK,7,558,None,3134,None,None,10001.97
458,-3960.0,WALK,12,558,None,3134,None,None,11938.4124
459,19620.0,WALK,38,558,None,3134,None,None,11946.882
461,-2640.0,WALK,36,558,None,3134,None,None,11972.2188
460,16380.0,WALK,47,558,None,3134,None,None,11969.5524
463,-4380.0,WALK,19,558,None,3134,None,None,10200.378
462,-1920.0,WALK,11,558,None,3134,None,None,10191.5496
451,-3780.0,WALK,5,558,None,3134,None,None,10867.4496
24,-1800.0,WALK,7,558,None,3134,None,None,10303.377599999998
169,15480.0,WALK,0,558,None,3134,None,None,10309.012799999999
526,-660.0,WALK,18,558,None,3134,None,None,9443.301599999999
527,-1800.0,WALK,14,558,None,3134,None,None,9440.7156
529,-720.0,WALK,16,558,None,3134,None,None,9026.5584
530,-2460.0,WALK,47,558,None,3134,None,None,9023.412
532,-3420.0,WALK,22,558,None,3134,None,None,11634.1524
531,4020.0,WALK,14,558,None,3134,None,None,11620.5
161,-2100.0,WALK,32,558,None,3134,None,None,10872.116399999999
97,-3660.0,WALK,12,558,None,3134,None,None,10862.9796
534,-3780.0,WALK,33,558,None,3134,None,None,10017.617999999999
35,-3120.0,WALK,33,558,None,3134,None,None,10141.9704
163,-780.0,WALK,13,558,None,3134,None,None,8665.6188
165,-2220.0,WALK,16,558,None,3134,None,None,8715.0924
607,4920.0,WALK,35,558,None,3134,None,None,3622.254
589,3180.0,WALK,10,558,None,3134,None,None,10978.9956
588,4800.0,WALK,39,558,None,3134,None,None,11014.1256
584,11040.0,WALK,1,558,None,3134,None,None,11013.241199999999
583,14940.0,WALK,4,558,None,3134,None,None,10993.131599999999
602,-1980.0,WALK,13,558,None,3134,None,None,11018.1408
603,12660.0,WALK,3,558,None,3134,None,None,10997.684399999998
1237,4500.0,WALK,10,558,None,3134,None,None,10478.072400000001
595,-1500.0,WALK,8,558,None,3134,None,None,9847.221599999999
594,-4380.0,WALK,36,558,None,3134,None,None,9845.904
582,-2040.0,WALK,7,558,None,3134,None,None,11487.3228
581,12720.0,WALK,2,558,None,3134,None,None,11477.94
591,3180.0,WALK,33,558,None,3134,None,None,10531.4352
590,4740.0,WALK,13,558,None,3134,None,None,10636.2468
592,3120.0,WALK,15,558,None,3134,None,None,11397.1656
593,4860.0,WALK,11,558,None,3134,None,None,11443.764
151,-1680.0,WALK,14,558,None,3134,None,None,10771.679999999998
156,12060.0,WALK,2,558,None,3134,None,None,10786.0416
154,13080.0,WALK,2,558,None,3134,None,None,10034.6148
42,14760.0,WALK,5,558,None,3134,None,None,10039.292399999998
568,12180.0,WALK,2,558,None,3134,None,None,3478.362
567,12120.0,WALK,1,558,None,3134,None,None,3285.9252
566,6600.0,WALK,2,558,None,3134,None,None,3303.9227999999994
560,12360.0,WALK,2,558,None,3134,None,None,3353.9267999999997
559,-1740.0,WALK,32,558,None,3134,None,None,3333.4752
565,-1560.0,WALK,14,558,None,3134,None,None,3409.0391999999997
564,-1680.0,WALK,7,558,None,3134,None,None,3437.6088
563,-1260.0,WALK,15,558,None,3134,None,None,4898.526
562,15000.0,WALK,0,558,None,3134,None,None,4916.938799999999
2660,-2220.0,WALK,46,558,None,3134,None,None,4511.322
2661,19920.0,WALK,7,558,None,3134,None,None,4513.3056
558,14400.0,WALK,0,558,None,3134,None,None,3134.484
157,14100.0,WALK,2,558,None,3134,None,None,3816.276
139,-2280.0,WALK,15,558,None,3134,None,None,3954.2567999999997
158,-1440.0,WALK,9,558,None,3134,None,None,4010.3484
