destination,total_time,transport,correspondance,1st_station,time_to_1st_station,walking_time,drt_time,drt_waiting_time,direct_walk_time
2637,15840.0,WALK,20,780,None,1568,None,None,11902.496399999998
2638,-2580.0,WALK,14,780,None,1568,None,None,11910.123599999999
413,-4080.0,WALK,9,780,None,1568,None,None,11976.511199999999
414,-1980.0,WALK,6,780,None,1568,None,None,11982.3
734,-2940.0,WALK,3,780,None,1568,None,None,5714.8572
733,-2940.0,WALK,19,780,None,1568,None,None,5715.534
739,-3180.0,WALK,19,780,None,1568,None,None,5309.814
740,-3660.0,WALK,10,780,None,1568,None,None,5290.2756
728,-3240.0,WALK,23,780,None,1568,None,None,5607.906
729,-2460.0,WALK,3,780,None,1568,None,None,5524.104
738,-3060.0,WALK,19,780,None,1568,None,None,5273.080800000001
737,-2760.0,WALK,10,780,None,1568,None,None,5277.1644
730,-3000.0,WALK,16,780,None,1568,None,None,5703.2808
731,-2820.0,WALK,6,780,None,1568,None,None,5717.825999999999
736,-3120.0,WALK,1,780,None,1568,None,None,5159.0076
735,-3780.0,WALK,5,780,None,1568,None,None,5155.374000000001
435,-3720.0,WALK,9,780,None,1568,None,None,8511.36
434,15840.0,WALK,21,780,None,1568,None,None,8515.975199999999
436,-3780.0,WALK,5,780,None,1568,None,None,11827.432799999999
437,19440.0,WALK,4,780,None,1568,None,None,11833.5312
438,-2220.0,WALK,16,780,None,1568,None,None,10170.812399999999
439,240.0,WALK,17,780,None,1568,None,None,10173.282000000001
440,15900.0,WALK,5,780,None,1568,None,None,8213.638799999999
441,-3840.0,WALK,5,780,None,1568,None,None,8216.929199999999
444,-240.0,WALK,4,780,None,1568,None,None,10300.872
445,-660.0,WALK,4,780,None,1568,None,None,10326.4956
442,-1920.0,WALK,4,780,None,1568,None,None,9140.2488
443,0.0,WALK,4,780,None,1568,None,None,9215.4324
447,-2040.0,WALK,3,780,None,1568,None,None,9673.8792
446,120.0,WALK,5,780,None,1568,None,None,9652.3728
448,-1800.0,WALK,3,780,None,1568,None,None,8311.422
22,16080.0,WALK,6,780,None,1568,None,None,10346.5116
177,-3000.0,WALK,19,780,None,1568,None,None,10353.792
172,15720.0,WALK,3,780,None,1568,None,None,9384.7452
105,-3600.0,WALK,21,780,None,1568,None,None,9385.091999999999
456,-2520.0,WALK,10,780,None,1568,None,None,11963.1684
457,16140.0,WALK,20,780,None,1568,None,None,11954.8272
461,-2640.0,WALK,21,780,None,1568,None,None,11746.178399999999
460,16380.0,WALK,2,780,None,1568,None,None,11738.2764
171,16500.0,WALK,20,780,None,1568,None,None,10918.05
23,-2700.0,WALK,19,780,None,1568,None,None,10914.511199999999
451,-420.0,WALK,12,780,None,1568,None,None,11056.5648
24,-1800.0,WALK,4,780,None,1568,None,None,11970.7344
169,15480.0,WALK,4,780,None,1568,None,None,11980.986
526,-660.0,WALK,5,780,None,1568,None,None,11357.2416
527,-1800.0,WALK,3,780,None,1568,None,None,11373.895199999999
529,-720.0,WALK,4,780,None,1568,None,None,11484.5028
530,-2460.0,WALK,25,780,None,1568,None,None,11494.3428
532,-3420.0,WALK,10,780,None,1568,None,None,8265.352799999999
531,4020.0,WALK,13,780,None,1568,None,None,8276.706
161,-2100.0,WALK,17,780,None,1568,None,None,9222.5124
97,-3660.0,WALK,6,780,None,1568,None,None,9231.8892
534,-3780.0,WALK,18,780,None,1568,None,None,10249.9368
35,-3120.0,WALK,18,780,None,1568,None,None,10097.7348
163,-780.0,WALK,3,780,None,1568,None,None,11673.3108
165,-2220.0,WALK,2,780,None,1568,None,None,11651.1984
589,3180.0,WALK,5,780,None,1568,None,None,9926.4708
588,4800.0,WALK,21,780,None,1568,None,None,9878.5656
600,15900.0,WALK,20,780,None,1568,None,None,8220.552
601,-2160.0,WALK,4,780,None,1568,None,None,8215.149599999999
584,-3540.0,WALK,5,780,None,1568,None,None,8555.157599999999
583,-1800.0,WALK,4,780,None,1568,None,None,8577.1284
602,-1980.0,WALK,3,780,None,1568,None,None,8894.451599999999
603,-3300.0,WALK,14,780,None,1568,None,None,8911.0152
586,900.0,WALK,6,780,None,1568,None,None,4846.8552
585,1920.0,WALK,5,780,None,1568,None,None,4823.8596
1237,4500.0,WALK,4,780,None,1568,None,None,11364.858
595,-1500.0,WALK,3,780,None,1568,None,None,9835.014
594,-4380.0,WALK,21,780,None,1568,None,None,9838.261199999999
597,-2220.0,WALK,3,780,None,1568,None,None,7270.998
596,4920.0,WALK,4,780,None,1568,None,None,7282.842
582,-2040.0,WALK,4,780,None,1568,None,None,8708.8704
581,-4080.0,WALK,5,780,None,1568,None,None,8722.7976
591,3180.0,WALK,17,780,None,1568,None,None,10612.9524
590,4740.0,WALK,3,780,None,1568,None,None,10494.769199999999
592,3120.0,WALK,4,780,None,1568,None,None,9080.864399999999
593,4860.0,WALK,4,780,None,1568,None,None,9013.5492
151,-1680.0,WALK,3,780,None,1568,None,None,8950.134
156,-4200.0,WALK,18,780,None,1568,None,None,8935.0932
154,4680.0,WALK,4,780,None,1568,None,None,11239.8552
42,14760.0,WALK,6,780,None,1568,None,None,11242.271999999999
130,-2400.0,WALK,15,780,None,1568,None,None,6420.586799999999
153,-3840.0,WALK,8,780,None,1568,None,None,6395.2872
598,1860.0,WALK,5,780,None,1568,None,None,5404.9464
599,-2520.0,WALK,2,780,None,1568,None,None,5326.546799999999
787,-2940.0,WALK,6,780,None,1568,None,None,5748.4872
786,-3600.0,WALK,19,780,None,1568,None,None,5713.17
788,-2580.0,WALK,16,780,None,1568,None,None,5990.0556
235,240.0,WALK,2,780,None,1568,None,None,10725.8064
278,-2340.0,WALK,4,780,None,1568,None,None,10771.5228
261,-3000.0,WALK,3,780,None,1568,None,None,10780.74
352,-900.0,WALK,4,780,None,1568,None,None,10573.3152
379,-2040.0,WALK,3,780,None,1568,None,None,10436.5308
350,-1020.0,WALK,4,780,None,1568,None,None,10420.7352
221,-1920.0,WALK,4,780,None,1568,None,None,11333.316
202,3000.0,WALK,1,780,None,1568,None,None,11338.236
303,-540.0,WALK,3,780,None,1568,None,None,9029.91
328,-2580.0,WALK,2,780,None,1568,None,None,9026.254799999999
204,660.0,WALK,15,780,None,1568,None,None,10657.3416
219,-2040.0,WALK,3,780,None,1568,None,None,10670.7528
333,-840.0,WALK,5,780,None,1568,None,None,10729.334399999998
298,-2280.0,WALK,5,780,None,1568,None,None,10744.135199999999
377,-2160.0,WALK,3,780,None,1568,None,None,10453.8732
249,240.0,WALK,20,780,None,1568,None,None,10541.7888
236,-2160.0,WALK,4,780,None,1568,None,None,10544.3028
304,-360.0,WALK,20,780,None,1568,None,None,8552.9688
327,-2100.0,WALK,3,780,None,1568,None,None,8597.9136
205,840.0,WALK,5,780,None,1568,None,None,10555.8972
218,-2160.0,WALK,3,780,None,1568,None,None,10574.043599999999
222,-1920.0,WALK,4,780,None,1568,None,None,11743.7976
201,-3540.0,WALK,10,780,None,1568,None,None,11764.4556
276,-2160.0,WALK,4,780,None,1568,None,None,10665.6216
263,-3180.0,WALK,19,780,None,1568,None,None,10681.6608
247,-2220.0,WALK,1,780,None,1568,None,None,10076.807999999999
238,360.0,WALK,4,780,None,1568,None,None,10064.73
198,-180.0,WALK,5,780,None,1568,None,None,11889.9024
224,-1140.0,WALK,5,780,None,1568,None,None,11881.507199999998
299,-4440.0,WALK,18,780,None,1568,None,None,10760.0352
332,-2280.0,WALK,3,780,None,1568,None,None,10790.472
380,-1980.0,WALK,5,780,None,1568,None,None,10768.494
349,-1080.0,WALK,5,780,None,1568,None,None,10779.966
1258,2580.0,WALK,0,780,None,1568,None,None,10974.0144
1259,-1980.0,WALK,3,780,None,1568,None,None,10982.290799999999
242,-2520.0,WALK,15,780,None,1568,None,None,9733.5888
243,600.0,WALK,5,780,None,1568,None,None,9721.4052
359,-420.0,WALK,4,780,None,1568,None,None,9100.3932
370,-2640.0,WALK,16,780,None,1568,None,None,9197.58
216,900.0,WALK,11,780,None,1568,None,None,10436.496
207,-2220.0,WALK,1,780,None,1568,None,None,10408.0152
215,-900.0,WALK,3,780,None,1568,None,None,10286.6268
208,-2340.0,WALK,4,780,None,1568,None,None,10280.0484
355,-540.0,WALK,21,780,None,1568,None,None,10089.230399999999
