destination,total_time,transport,correspondance,1st_station,time_to_1st_station,walking_time,drt_time,drt_waiting_time,direct_walk_time
383,None,None,None,None,None,None,None,None,7712.767199999999
384,None,None,None,None,None,None,None,None,7707.286799999999
385,None,None,None,None,None,None,None,None,5906.467199999999
386,None,None,None,None,None,None,None,None,5909.0232
390,None,None,None,None,None,None,None,None,7137.1248
389,None,None,None,None,None,None,None,None,7143.1464
394,None,None,None,None,None,None,None,None,8086.5072
393,None,None,None,None,None,None,None,None,8089.5851999999995
395,None,None,None,None,None,None,None,None,6630.5952
396,None,None,None,None,None,None,None,None,6633.162
188,None,None,None,None,None,None,None,None,6461.4324
137,None,None,None,None,None,None,None,None,6471.6467999999995
15,None,None,None,None,None,None,None,None,7816.8336
387,None,None,None,None,None,None,None,None,7822.416
418,None,None,None,None,None,None,None,None,11803.9368
417,None,None,None,None,None,None,None,None,11784.2256
422,None,None,None,None,None,None,None,None,9781.314
421,None,None,None,None,None,None,None,None,9778.7736
424,None,None,None,None,None,None,None,None,11433.1884
423,None,None,None,None,None,None,None,None,11443.4556
189,None,None,None,None,None,None,None,None,11662.647599999998
20,None,None,None,None,None,None,None,None,11653.5552
851,None,None,None,None,None,None,None,None,5379.3096
852,None,None,None,None,None,None,None,None,5345.604
570,None,None,None,None,None,None,None,None,4576.0968
571,None,None,None,None,None,None,None,None,7728.4668
572,None,None,None,None,None,None,None,None,7735.3236
573,None,None,None,None,None,None,None,None,6904.670399999999
574,None,None,None,None,None,None,None,None,6906.798
2243,None,None,None,None,None,None,None,None,7168.146
2245,None,None,None,None,None,None,None,None,4616.898
2494,None,None,None,None,None,None,None,None,4623.0804
2249,None,None,None,None,None,None,None,None,5228.28
2501,20460.0,WALK,0,1244,None,1795.562,None,None,5235.8808
2248,None,None,None,None,None,None,None,None,4066.1531999999997
2503,20340.0,WALK,0,1244,None,1795.562,None,None,4075.8995999999997
2252,19920.0,WALK,0,1244,None,1795.562,None,None,2599.4364
2509,None,None,None,None,None,None,None,None,2594.6712
489,None,None,None,None,None,None,None,None,8811.27
488,None,None,None,None,None,None,None,None,8805.931199999999
490,None,None,None,None,None,None,None,None,4877.3027999999995
