station dans rayon,station atteintes
383,None
384,None
394,None
393,None
15,None
387,None
418,None
417,None
420,None
419,None
422,None
421,None
424,None
423,None
426,None
425,None
189,None
20,None
2568,2568
431,None
466,None
467,None
468,None
469,None
474,None
473,None
476,None
475,None
478,None
477,None
481,None
482,None
489,None
488,None
499,None
500,None
504,None
505,None
1272,None
1270,None
501,None
111,None
508,None
509,None
1264,None
1265,None
512,None
513,None
514,None
515,None
520,None
521,None
522,None
523,None
524,None
525,None
191,None
93,None
430,None
666,None
665,None
1262,None
1263,None
