station dans rayon,station atteintes
407,None
408,None
415,None
416,None
2608,None
2609,None
155,None
17,None
403,403
404,404
734,None
733,None
739,None
740,None
728,None
729,None
738,None
737,None
730,None
731,None
736,None
735,None
435,None
434,None
436,None
437,None
438,None
439,None
440,None
441,None
444,None
445,None
442,None
443,None
447,None
446,None
448,None
22,None
177,None
172,None
105,None
452,None
454,None
455,None
456,None
457,None
465,None
464,None
458,None
459,None
461,None
460,None
463,None
462,None
171,None
23,None
451,None
24,None
169,None
526,None
527,None
529,529
530,None
532,None
531,None
161,None
97,None
534,534
35,None
607,None
589,None
588,None
600,None
601,None
584,None
583,None
602,None
603,None
586,None
585,None
1237,None
597,None
596,None
582,None
581,None
591,None
590,None
592,None
593,None
151,None
156,None
154,None
42,None
130,None
153,None
598,None
599,None
653,None
654,None
656,None
657,None
660,None
659,None
178,None
95,None
568,568
313,None
318,None
772,None
773,None
769,None
768,None
312,None
319,None
781,None
780,None
779,None
778,None
776,None
777,None
315,None
316,None
791,None
790,None
771,None
106,None
86,None
784,None
69,None
70,None
785,None
71,None
170,None
795,None
72,None
162,None
90,None
167,None
147,None
806,None
807,None
567,567
566,None
560,560
559,559
565,565
564,564
563,563
562,562
2660,None
2661,None
558,None
157,None
139,139
158,158
173,None
