station dans rayon,station atteintes
383,None
384,384
385,None
386,386
390,None
389,389
394,None
393,None
395,None
396,396
188,188
137,None
15,None
387,None
418,None
417,None
420,None
419,None
422,None
421,None
424,None
423,None
189,None
20,None
851,None
852,852
570,570
571,None
572,572
573,None
574,574
2243,2243
2245,None
2494,None
1243,None
1244,None
2249,None
2501,2501
2248,None
2503,2503
2250,None
2505,None
2252,None
2509,2509
490,None
491,None
492,None
493,493
495,None
494,494
2560,None
2561,None
29,None
7,None
506,None
501,None
111,None
190,190
28,None
498,None
539,539
37,None
538,None
546,546
545,None
2282,2282
609,None
610,610
612,None
611,None
613,None
614,None
617,None
616,616
619,None
618,618
2284,None
2640,None
2459,None
849,849
45,None
650,None
649,None
624,None
625,625
640,None
639,None
628,None
629,None
647,None
648,None
641,None
642,None
633,633
634,None
644,None
645,None
2633,None
621,None
620,None
643,None
46,None
227,None
194,None
235,None
278,None
261,None
352,None
294,None
336,None
379,None
350,None
221,None
202,None
228,None
193,None
303,None
328,None
204,None
219,None
270,None
333,None
298,None
377,None
249,None
236,None
304,None
327,None
688,None
687,None
2611,None
2612,None
205,None
218,None
222,None
201,None
276,None
263,None
247,None
238,None
198,None
224,None
299,None
332,None
380,None
349,None
1258,None
1259,None
242,None
243,None
216,None
207,None
215,None
208,None
355,None
374,None
226,None
195,None
251,None
234,None
690,None
691,None
1260,None
1261,None
241,None
244,None
277,None
262,None
675,None
676,None
256,None
229,None
245,None
240,None
356,None
373,None
684,None
685,None
354,None
375,None
2566,None
2565,None
214,None
209,None
250,None
297,None
252,None
233,None
271,None
353,None
376,None
351,None
378,None
275,None
264,None
371,None
254,None
357,None
372,None
272,None
267,None
225,None
197,None
302,None
329,None
213,None
210,None
200,None
2564,None
206,None
217,None
212,None
211,None
295,None
335,None
681,None
682,None
203,None
220,None
266,None
273,None
301,None
330,None
381,None
348,None
300,None
331,None
265,None
274,None
296,None
334,None
382,None
269,None
1250,None
1251,None
52,None
53,None
2616,None
2618,None
2623,None
2620,None
2624,None
2625,None
2626,None
2627,None
2628,None
2631,None
2629,None
2630,None
1247,None
2658,None
2657,None
1246,None
268,None
55,None
674,None
231,None
255,None
176,None
56,None
689,None
196,None
2328,None
2604,None
2605,None
703,None
704,None
2580,None
2581,None
2583,None
2584,None
2663,None
2664,None
716,None
717,None
2331,None
2490,None
708,None
711,None
709,None
712,None
714,714
715,None
720,None
719,719
724,None
725,None
726,726
727,727
64,None
2558,None
65,None
186,None
92,92
187,None
136,None
751,None
750,None
746,None
747,None
286,None
344,None
290,None
340,None
2554,None
2557,None
287,None
343,None
756,None
755,None
2555,None
2556,None
748,None
749,None
758,None
757,None
754,None
753,None
292,None
338,None
764,None
765,None
291,None
339,None
288,None
342,None
762,None
763,None
285,None
345,None
293,None
337,None
184,184
113,None
180,None
68,None
742,None
743,None
282,None
289,None
341,None
260,None
279,None
75,None
182,None
813,None
104,None
140,None
305,None
326,None
842,None
843,None
