destination,total_time,transport,correspondance,1st_station,time_to_1st_station,walking_time,drt_time,drt_waiting_time,direct_walk_time
383,None,None,None,None,None,None,None,None,5769.6588
384,34380.0,WALK,7,425,None,1014.39,None,None,5774.6916
385,None,None,None,None,None,None,None,None,7608.839999999999
386,34500.0,WALK,7,425,None,1014.39,None,None,7605.321599999999
390,38580.0,WALK,1,425,None,1014.39,None,None,6733.632
389,34320.0,WALK,7,425,None,1014.39,None,None,6731.162399999999
394,38400.0,WALK,1,425,None,1014.39,None,None,5386.29
393,None,None,None,None,None,None,None,None,5383.4676
395,None,None,None,None,None,None,None,None,6977.7804
396,34440.0,WALK,7,425,None,1014.39,None,None,6973.637999999999
188,34260.0,WALK,7,425,None,1014.39,None,None,8416.0668
137,38700.0,WALK,1,425,None,1014.39,None,None,8330.3496
15,None,None,None,None,None,None,None,None,5660.0832
387,None,None,None,None,None,None,None,None,5654.923199999999
422,None,None,None,None,None,None,None,None,3692.8979999999997
421,None,None,None,None,None,None,None,None,3695.7875999999997
424,14220.0,WALK,0,425,None,1014.39,None,None,3309.0672
423,18960.0,WALK,1,425,None,1014.39,None,None,3305.886
2568,20640.0,WALK,1,475,None,419.213,None,None,9139.7424
431,None,None,None,None,None,None,None,None,9112.698
466,37920.0,WALK,5,425,None,1014.39,None,None,2693.2416
467,19800.0,WALK,0,475,None,419.213,None,None,2702.6844
468,19860.0,WALK,1,475,None,419.213,None,None,4205.546399999999
469,None,None,None,None,None,None,None,None,4201.7436
471,None,None,None,None,None,None,None,None,4812.4092
470,33300.0,WALK,2,475,None,419.213,None,None,4809.0887999999995
474,None,None,None,None,None,None,None,None,5848.412399999999
473,33540.0,WALK,1,475,None,419.213,None,None,5835.865199999999
478,None,None,None,None,None,None,None,None,5800.3116
477,33480.0,WALK,1,475,None,419.213,None,None,5792.4108
479,None,None,None,None,None,None,None,None,5505.8135999999995
480,33360.0,WALK,2,475,None,419.213,None,None,5534.264399999999
489,None,None,None,None,None,None,None,None,7542.407999999999
488,None,None,None,None,None,None,None,None,7541.9316
490,33780.0,WALK,5,425,None,1014.39,None,None,9715.7628
491,29700.0,WALK,3,425,None,1014.39,None,None,9729.6936
492,None,None,None,None,None,None,None,None,8483.5632
493,34560.0,WALK,7,425,None,1014.39,None,None,8478.886799999998
495,None,None,None,None,None,None,None,None,8893.482
