destination,total_time,transport,correspondance,1st_station,time_to_1st_station,walking_time,drt_time,drt_waiting_time,direct_walk_time
734,26580.0,WALK,5,257,None,684.767,None,None,7033.0188
733,22260.0,WALK,5,257,None,684.767,None,None,7046.3964
739,26340.0,WALK,5,257,None,684.767,None,None,9193.0332
740,22500.0,WALK,5,257,None,684.767,None,None,9135.9
728,26280.0,WALK,5,257,None,684.767,None,None,9681.898799999999
729,22560.0,WALK,5,257,None,684.767,None,None,9619.0008
738,26460.0,WALK,5,257,None,684.767,None,None,8051.4576
737,22380.0,WALK,5,257,None,684.767,None,None,8058.742799999999
730,26520.0,WALK,5,257,None,684.767,None,None,7222.0872
731,22320.0,WALK,5,257,None,684.767,None,None,7220.4108
736,26400.0,WALK,5,257,None,684.767,None,None,8463.3264
735,22440.0,WALK,5,257,None,684.767,None,None,8418.536399999999
435,35760.0,WALK,4,257,None,684.767,None,None,5995.4652
434,32220.0,WALK,5,257,None,684.767,None,None,6003.227999999999
436,None,None,None,None,None,None,None,None,6136.1328
437,19440.0,WALK,1,817,None,916.93,None,None,6134.6388
438,25920.0,WALK,3,817,None,916.93,None,None,4620.3084
439,22440.0,WALK,4,257,None,684.767,None,None,4601.4528
440,32340.0,WALK,5,257,None,684.767,None,None,5813.202
441,35640.0,WALK,4,257,None,684.767,None,None,5812.1148
444,23760.0,WALK,2,817,None,916.93,None,None,4847.0256
445,22500.0,WALK,4,257,None,684.767,None,None,4832.2212
442,26160.0,WALK,3,817,None,916.93,None,None,4696.4016
443,22200.0,WALK,4,257,None,684.767,None,None,4685.748
447,26040.0,WALK,3,817,None,916.93,None,None,4549.392
446,22320.0,WALK,4,257,None,684.767,None,None,4545.2316
448,22080.0,WALK,4,257,None,684.767,None,None,4450.2684
22,32520.0,WALK,5,257,None,684.767,None,None,2742.1487999999995
177,None,None,None,None,None,None,None,None,2738.8464
172,32160.0,WALK,5,257,None,684.767,None,None,5822.1035999999995
105,35880.0,WALK,4,257,None,684.767,None,None,5814.8904
452,19920.0,WALK,1,817,None,916.93,None,None,9236.0916
454,21060.0,WALK,2,817,None,916.93,None,None,8430.366
455,19740.0,WALK,1,817,None,916.93,None,None,8405.2536
456,None,None,None,None,None,None,None,None,7927.495199999999
457,21180.0,WALK,2,817,None,916.93,None,None,7918.9932
465,19860.0,WALK,1,817,None,916.93,None,None,9204.39
464,28200.0,WALK,5,257,None,684.767,None,None,9217.623599999999
458,None,None,None,None,None,None,None,None,7289.7155999999995
459,19620.0,WALK,1,817,None,916.93,None,None,7280.2464
461,None,None,None,None,None,None,None,None,7313.7864
460,32700.0,WALK,3,817,None,916.93,None,None,7318.1004
463,35820.0,WALK,6,257,None,684.767,None,None,9104.232
462,20100.0,WALK,1,817,None,916.93,None,None,9113.8608
171,32760.0,WALK,3,817,None,916.93,None,None,7322.445599999999
23,None,None,None,None,None,None,None,None,7315.7663999999995
