destination,total_time,direct_walk_time
734,11640.0,4030.6692
733,3540.0,4062.8891999999996
739,11400.0,5706.956399999999
740,3780.0,5642.61
728,11340.0,6350.995199999999
729,3840.0,6226.659599999999
738,11520.0,4647.7968
737,3660.0,4662.5064
730,11580.0,4353.7068
731,3600.0,4382.184
736,11460.0,4909.7844
735,3720.0,4860.3804
435,35760.0,7375.1376
434,15840.0,7384.4484
436,None,10741.150800000001
437,19440.0,10746.1932
438,11040.0,8599.8624
439,4080.0,8595.1008
440,15900.0,6920.6687999999995
441,15540.0,6924.111599999999
444,8580.0,8825.166
445,4140.0,8846.276399999999
442,11280.0,7453.738799999999
443,3840.0,7540.6944
447,11160.0,8018.8188
446,3960.0,7992.1716
448,3720.0,6032.2716
22,16080.0,8003.2548
177,None,8011.401599999999
172,15720.0,8256.0504
105,15660.0,8253.3048
456,None,11446.773599999999
457,16140.0,11436.744
458,None,11427.9864
459,19620.0,11433.6084
461,None,11054.238
460,16380.0,11048.689199999999
171,16500.0,10316.3592
23,None,10310.804399999999
451,4320.0,10950.1308
24,16320.0,11832.1188
169,20760.0,11837.6556
526,7860.0,11789.769600000001
527,4560.0,11800.4364
532,11160.0,9248.308799999999
531,4020.0,9262.1184
161,19200.0,10019.301599999999
97,15840.0,10028.6148
534,16500.0,10939.3608
35,19320.0,10801.908
600,15900.0,10903.863599999999
601,None,10897.497599999999
584,11040.0,10368.0888
583,4140.0,10396.659599999999
602,3660.0,11171.2224
603,12660.0,11182.8444
586,2580.0,8028.9276
585,14040.0,8008.3704
595,4320.0,11790.678
594,11760.0,11796.2208
597,2880.0,10306.5108
596,13320.0,10319.4684
582,3600.0,11201.997599999999
581,12720.0,11216.9628
592,3120.0,11677.9908
593,13260.0,11608.9908
151,4260.0,11033.6484
156,3720.0,11019.186
130,2820.0,9740.706
153,13500.0,9720.083999999999
598,13980.0,8629.2492
599,2700.0,8540.9664
613,None,11667.287999999999
614,18000.0,11671.008
2640,3180.0,11610.372
2459,None,11261.115600000001
653,None,11335.9428
654,16980.0,11342.7564
656,None,10908.4476
657,17340.0,10916.4744
660,28500.0,11135.2944
659,17100.0,11139.509999999998
178,17220.0,11176.226400000001
95,15960.0,11168.8932
788,16620.0,2403.9756
227,6300.0,9693.994799999999
194,6660.0,9595.7808
235,3660.0,6903.5316
278,20160.0,7342.343999999999
261,6600.0,7335.4572
352,21420.0,6754.1208
294,12360.0,8984.9748
336,6180.0,8937.6228
379,5340.0,6629.2848
350,21300.0,6614.0796
221,5700.0,7554.534
202,4140.0,7560.4776
228,6300.0,9675.6648
193,6480.0,9656.7276
303,5460.0,5216.035199999999
328,2940.0,5212.722000000001
204,4260.0,6908.949599999999
219,5580.0,6927.213599999999
270,12300.0,9951.594000000001
333,6360.0,6911.2932
298,3240.0,6926.0412
377,5220.0,6633.1092
249,3660.0,6719.987999999999
236,5220.0,6722.636399999999
304,5580.0,4733.6208
327,2880.0,4779.5436
688,6780.0,8985.6588
687,None,8934.336
2611,14460.0,8488.8516
2612,2520.0,8501.8632
205,4440.0,6770.868
218,5460.0,6790.272
222,5760.0,7940.2848
201,4020.0,7961.473199999999
276,20340.0,6985.160399999999
263,6420.0,7002.9612
247,5160.0,6257.237999999999
238,3780.0,6245.4216
198,6840.0,8068.5336
224,6060.0,8060.089199999999
299,6480.0,6949.1436
332,3240.0,6980.0808
380,1800.0,6963.016799999999
349,18360.0,6975.227999999999
1258,4200.0,7206.1308
1259,5640.0,7213.0764
242,None,5918.7192
243,4020.0,5905.069199999999
359,6780.0,5587.1388
370,4740.0,5675.5008
216,4500.0,6665.3892
207,5400.0,6636.941999999999
215,4500.0,6536.0436
208,5280.0,6528.208799999999
355,6660.0,6414.3024000000005
374,4860.0,6371.1539999999995
226,6300.0,9417.5424
195,6660.0,9399.2892
251,3540.0,7316.151599999999
234,5400.0,7294.164
690,1500.0,5169.4439999999995
691,13680.0,5137.3823999999995
1260,4740.0,5567.418000000001
1261,5100.0,5565.111599999999
241,None,5650.0452
244,3960.0,5665.9356
277,20220.0,7090.1052
262,6480.0,7113.561599999999
675,6720.0,9011.5764
676,6180.0,9023.2536
256,None,9336.2436
229,4740.0,9333.5484
245,3840.0,5785.1975999999995
240,3000.0,5862.8148
356,6660.0,6349.2108
373,4860.0,6358.1268
684,1620.0,5934.872399999999
685,4680.0,5936.6892
354,21540.0,6442.1544
375,5100.0,6413.8992
2566,None,9285.0336
2565,4680.0,9292.7616
214,4560.0,6214.6308
209,5280.0,6229.911599999999
250,6300.0,7014.105599999999
297,3420.0,7033.5444
252,3420.0,7579.1052
233,5520.0,7586.2824
271,12360.0,9778.3308
353,21480.0,6507.1668
376,5160.0,6486.9984
351,21360.0,6838.0896
378,5280.0,6853.546799999999
275,12180.0,6831.1068
264,6300.0,6804.0504
371,4800.0,6192.768
254,2580.0,8611.608
357,18120.0,6631.9223999999995
372,15120.0,6648.534
272,None,9239.262
267,12480.0,9217.3236
686,18300.0,5506.889999999999
225,6120.0,8638.356
197,6780.0,8641.0908
302,5460.0,5491.5828
329,2940.0,5445.281999999999
213,None,6482.2332
210,15060.0,6487.998
200,3960.0,7843.749599999999
2564,2760.0,9803.4528
206,4440.0,6600.2688
217,5400.0,6583.6752
