station dans rayon,station atteintes
383,None
384,None
385,None
386,None
390,None
389,None
394,None
393,None
395,None
396,None
188,None
137,None
15,None
387,None
418,None
417,None
420,None
419,None
422,None
421,None
424,None
423,None
426,None
425,None
189,None
20,None
2568,2568
431,None
468,None
469,None
471,None
470,None
474,None
473,473
476,None
475,None
478,None
477,477
479,None
480,None
481,None
482,None
489,None
488,None
490,None
491,None
492,None
493,None
495,None
494,None
499,None
500,None
502,None
503,None
504,504
505,None
1272,None
1270,None
2560,None
2561,None
29,None
7,None
506,None
497,497
496,None
501,None
111,None
190,None
28,None
498,None
508,None
509,509
512,512
513,None
520,520
521,None
524,None
525,525
549,None
550,None
829,None
830,None
551,None
552,None
554,None
553,None
539,None
37,None
538,None
546,None
545,None
430,430
666,None
665,665
1262,None
1263,1263
47,None
131,None
720,None
719,None
140,None
827,None
828,None
