destination,total_time,direct_walk_time
413,7680.0,11695.798799999999
414,4800.0,11694.1824
734,11640.0,2935.2408
733,3540.0,2961.7355999999995
739,11400.0,4499.2728
740,3780.0,4433.4732
728,11340.0,5155.5563999999995
729,3840.0,5030.2392
738,11520.0,3434.1252
737,3660.0,3448.554
730,11580.0,3205.7304
731,3600.0,3232.9547999999995
736,11460.0,3689.9867999999997
735,3720.0,3640.6043999999997
435,35760.0,6262.006799999999
434,15840.0,6270.6876
436,None,9655.0068
437,19440.0,9660.266399999999
438,11040.0,7589.2008
439,4080.0,7586.0532
440,15900.0,5827.4964
441,15540.0,5830.9716
444,8580.0,7795.910399999999
445,4140.0,7818.2484
442,11280.0,6454.3704
443,3840.0,6539.822399999999
447,11160.0,7020.3444
446,3960.0,6994.568399999999
448,3720.0,5185.5563999999995
22,16080.0,7214.093999999999
177,None,7222.0235999999995
172,15720.0,7153.4028
105,15660.0,7151.142
454,16020.0,11309.553600000001
455,19740.0,11322.486
456,None,10286.2656
457,16140.0,10276.367999999999
465,8040.0,11578.6188
464,8580.0,11547.9504
458,None,10295.97
459,19620.0,10302.2028
461,None,9912.093599999998
460,16380.0,9906.216
463,20820.0,10914.7428
462,20100.0,10917.8424
171,16500.0,9158.8656
23,None,9153.503999999999
451,4320.0,9751.9836
24,16320.0,10639.301999999998
169,20760.0,10645.1976
526,7860.0,10571.553600000001
527,4560.0,10582.335599999999
529,7800.0,10855.9908
530,4620.0,10862.684399999998
532,11160.0,8042.6088
531,4020.0,8056.4796
161,19200.0,8803.5648
97,15840.0,8812.856399999999
534,16500.0,9720.252
35,19320.0,9583.0968
163,7740.0,11149.967999999999
165,4680.0,11111.154
589,3180.0,11585.2668
588,13200.0,11539.1652
600,15900.0,9911.4792
601,None,9904.9596
584,11040.0,9227.1216
583,4140.0,9256.264799999999
602,3660.0,10092.050399999998
603,12660.0,10102.690799999998
586,2580.0,7239.6720000000005
585,14040.0,7220.5884
595,4320.0,10656.8688
594,11760.0,10662.6804
597,2880.0,9419.8188
596,13320.0,9432.936
582,3600.0,10163.822400000001
581,12720.0,10178.8428
592,3120.0,10657.1544
593,13260.0,10588.475999999999
151,4260.0,9924.1188
156,3720.0,9909.8748
130,2820.0,8967.6132
153,13500.0,8949.336
598,13980.0,7840.164
599,2700.0,7750.2516
613,None,11574.0096
614,18000.0,11578.1916
2640,3180.0,11773.0788
2459,None,11196.0384
653,None,10525.647599999998
654,16980.0,10532.510400000001
656,None,9909.536399999999
657,17340.0,9917.2704
660,28500.0,10253.899199999998
659,17100.0,10257.7752
178,17220.0,10226.566799999999
95,15960.0,10216.3848
787,1920.0,2417.3892
788,16620.0,2419.9404
227,6300.0,10175.7192
194,6660.0,10073.3316
235,3660.0,7379.1924
278,20160.0,7155.3348000000005
261,6600.0,7162.706399999999
352,21420.0,7181.514
294,12360.0,9532.644
336,6180.0,9483.4452
379,5340.0,6990.2447999999995
350,21300.0,6972.762
221,5700.0,7818.3588
202,4140.0,7821.7296
228,6300.0,10109.137200000001
193,6480.0,10095.5016
303,5460.0,5813.4348
328,2940.0,5811.954
204,4260.0,7110.8856
219,5580.0,7119.6323999999995
270,12300.0,10215.2244
333,6360.0,7454.440799999999
298,3240.0,7468.6212
377,5220.0,7078.4796
249,3660.0,7224.6323999999995
236,5220.0,7229.955599999999
304,5580.0,5306.2128
327,2880.0,5359.1676
688,6780.0,9425.364
687,None,9371.9424
2611,14460.0,8808.0816
2612,2520.0,8819.4432
205,4440.0,7057.3416
218,5460.0,7073.1816
222,5760.0,8274.485999999999
201,4020.0,8293.5684
