destination,total_time,direct_walk_time
614,18000.0,10371.1872
2284,None,11510.886
2640,3180.0,10588.7316
2459,None,9988.6572
653,None,9620.1084
654,16980.0,9626.9256
656,None,9233.3244
657,17340.0,9241.497599999999
660,28500.0,9422.0592
659,17100.0,9426.3168
178,17220.0,9478.777199999999
95,15960.0,9472.4496
227,2700.0,9110.7192
194,6660.0,9006.6744
235,3660.0,6331.6188
278,20160.0,5951.515199999999
261,6600.0,5957.777999999999
352,21420.0,6110.1539999999995
294,12360.0,8508.57
336,2580.0,8458.5888
379,5340.0,5888.754
350,21300.0,5870.412
221,5700.0,6672.366
202,4140.0,6674.8464
228,2700.0,9020.3724
193,6480.0,9009.331199999999
303,5460.0,4869.8316
328,1200.0,4869.7332
204,4260.0,5949.1512
219,5580.0,5955.079199999999
270,12300.0,9059.7504
333,6360.0,6446.140799999999
298,1500.0,6459.7955999999995
377,5220.0,6017.655599999999
249,3660.0,6195.518399999999
236,1620.0,6202.3668
304,5580.0,4357.7699999999995
327,1200.0,4414.3272
688,6780.0,8343.0756
687,None,8288.928
2611,14460.0,7676.892
2612,2520.0,7687.5779999999995
205,4440.0,5924.406
218,5460.0,5938.786799999999
222,5760.0,7151.9592
201,4020.0,7170.0887999999995
276,20340.0,5884.5996
263,6420.0,5899.2408
247,1560.0,5795.8656
238,3780.0,5788.330800000001
198,6840.0,7430.2188
224,2460.0,7423.1304
299,6480.0,6546.442799999999
332,1500.0,6579.8676
380,1800.0,6204.137999999999
349,18360.0,6211.970399999999
1258,4200.0,6295.1196
1259,5640.0,6305.9376
242,None,5255.0232
243,4020.0,5255.7384
359,6780.0,4271.73
370,4740.0,4369.4352
216,4500.0,5773.568399999999
207,5400.0,5745.5616
215,4500.0,5587.9212
208,5280.0,5583.5304
355,6660.0,5309.815199999999
374,4860.0,5261.0364
226,2700.0,8857.655999999999
195,6660.0,8835.797999999999
251,3540.0,6693.524399999999
234,1800.0,6676.9092
690,1500.0,4145.1816
691,13680.0,4091.0831999999996
1260,4740.0,4611.4223999999995
1261,5100.0,4614.4776
241,None,5105.496
244,3960.0,5119.8096
277,20220.0,5811.8243999999995
262,6480.0,5831.9148
675,6720.0,8463.594
676,2580.0,8476.8144
256,None,8601.1332
229,4740.0,8593.914
245,3840.0,5417.592
240,1320.0,5497.572
356,6660.0,5193.513599999999
373,4860.0,5198.2248
684,1620.0,5074.792799999999
685,4680.0,5072.231999999999
354,21540.0,5697.6528
375,5100.0,5658.9096
2566,None,8527.0608
2565,4680.0,8536.4544
214,4560.0,5261.466
209,5280.0,5275.846799999999
250,6300.0,6438.158399999999
297,1740.0,6461.2308
252,3420.0,6931.509599999999
233,1920.0,6940.568399999999
271,12360.0,8923.8336
353,21480.0,5828.0832
376,5160.0,5805.961200000001
351,21360.0,6183.9348
378,5280.0,6203.016
275,12180.0,5908.254
264,6300.0,5875.851599999999
371,4800.0,4917.2532
254,2580.0,7808.4876
357,18120.0,5293.2492
372,15120.0,5310.737999999999
272,None,8506.518
267,12480.0,8485.8756
686,18300.0,4105.0488
225,2520.0,8073.539999999999
197,6780.0,8072.3676
302,5460.0,5130.1056
329,1260.0,5088.396
213,None,5555.5716
210,15060.0,5557.8288
200,3960.0,7098.8196
2564,2760.0,8866.05
206,4440.0,5767.7028
217,5400.0,5748.0336
212,18420.0,5466.470399999999
211,1680.0,5471.8056
295,12480.0,7985.126399999999
335,2580.0,7941.256799999999
681,4680.0,8354.9676
682,None,8360.8836
203,4260.0,6268.0235999999995
220,5580.0,6280.767599999999
266,12540.0,8028.8568
273,None,8042.681999999999
301,3840.0,5787.2244
330,1320.0,5767.0344
381,1860.0,6463.6236
348,18300.0,6456.818399999999
300,6480.0,6204.8472
331,1380.0,6195.517199999999
265,6840.0,7777.8612
274,None,7775.3052
296,12540.0,6979.0776
334,2460.0,6998.622
382,2880.0,9246.516
269,12180.0,9227.088
1250,14280.0,8508.1548
1251,2700.0,8527.461599999999
52,17820.0,6731.4348
53,16500.0,8584.246799999999
54,2700.0,3744.3816
2616,2400.0,7212.6768
2618,4440.0,7232.987999999999
2623,None,7242.2555999999995
2620,2400.0,7223.0592
2624,None,7312.2288
2625,None,7331.4132
2626,None,7301.0904
2627,None,7320.6132
2628,None,7337.887199999999
2631,16500.0,7371.564
2629,None,7356.3852
2630,None,7371.564
1247,1980.0,7556.6244
2658,6000.0,7257.6708
2657,2400.0,7243.6428
1246,None,7120.3236
268,12120.0,9625.995599999998
55,2760.0,8800.658399999998
674,None,8754.2316
231,4620.0,8019.4872
255,None,8014.5635999999995
176,18480.0,5173.3944
56,4080.0,5157.7284
689,15600.0,8816.4216
196,16200.0,8323.3548
286,19560.0,11056.104
344,3180.0,11080.248000000001
290,12000.0,10523.9556
340,2940.0,10573.296
2554,8520.0,11119.954800000001
2557,12420.0,11094.994799999999
287,19740.0,10725.4752
343,3120.0,10727.2644
2555,8640.0,11826.159599999999
2556,12300.0,11790.177599999999
748,12000.0,11662.1868
749,13680.0,11683.3392
758,None,11023.335599999999
757,17820.0,11023.98
292,12180.0,9553.9524
338,2700.0,9585.7968
764,6600.0,10388.9784
765,8340.0,10401.1536
291,12120.0,10001.1216
339,2880.0,10121.7012
288,8460.0,10733.4708
342,3120.0,10737.678
762,None,11840.0868
763,17880.0,11846.3904
285,None,10982.510400000001
345,3300.0,10974.4512
293,12300.0,9063.1896
337,2700.0,9087.186
184,16200.0,11903.6004
113,None,11943.658800000001
180,3360.0,10208.0652
68,None,10217.3388
742,13620.0,11216.6664
743,12120.0,11211.370799999999
282,3480.0,10180.831199999999
289,12000.0,10898.6004
341,2940.0,10930.1328
781,2160.0,3287.2884
780,14400.0,3302.7144
776,2400.0,5460.1356000000005
777,14340.0,5442.9839999999995
86,15720.0,2586.1608
800,15540.0,6821.6844
801,None,6824.9532
816,None,7329.8544
817,15660.0,7335.377999999999
802,None,4401.4896
803,15060.0,4405.3236
818,28620.0,9711.1848
819,16920.0,9716.8224
804,16080.0,7030.2264
805,15600.0,7036.851599999999
820,37440.0,10356.6684
821,16560.0,10370.4876
281,19920.0,7372.5876
258,6660.0,7408.4028
822,None,5893.2432
823,15420.0,5901.3972
806,None,4951.025999999999
807,15120.0,4955.917199999999
2614,6660.0,7210.6188
2615,19980.0,7205.547599999999
809,37320.0,9971.0376
810,16620.0,9980.2212
260,6600.0,6146.5848000000005
279,20040.0,6090.351599999999
812,None,6472.808399999999
811,15480.0,6470.4792
75,16200.0,9775.122
182,37500.0,9779.9304
179,15600.0,8641.3236
76,None,8637.618
2606,15420.0,7703.76
257,6720.0,7690.9068
181,28800.0,9925.7472
78,16380.0,9945.9744
109,8880.0,9880.2624
813,37560.0,9072.954
104,16020.0,9118.625999999998
662,16920.0,9689.1492
661,28560.0,9684.2604
369,4560.0,3755.0544
361,6900.0,3750.5723999999996
307,2220.0,3217.1904
324,960.0,3214.2419999999997
306,6900.0,3691.8360000000002
325,960.0,3727.8396
834,14940.0,4033.008
833,None,4028.0328
835,2040.0,2743.8635999999997
836,5760.0,2747.1624
366,15120.0,2478.9384
364,14340.0,2469.8855999999996
305,6840.0,4095.1272
326,1020.0,4108.746
837,2700.0,3652.8683999999994
838,5640.0,3653.2439999999997
363,14340.0,3020.6508
367,15180.0,2995.7124
842,5580.0,4081.9668
843,2700.0,4100.3928
847,2640.0,3193.9512
846,5700.0,3162.7019999999998
845,1320.0,3465.2628
844,3060.0,3452.9291999999996
309,2340.0,2568.048
322,720.0,2553.1752
173,19080.0,2593.6043999999997
365,14580.0,2717.3376
174,780.0,2796.8831999999998
103,3420.0,2819.3831999999998
175,3180.0,3224.0027999999998
124,1200.0,3242.8763999999996
1254,4860.0,3462.1259999999997
