destination,total_time,direct_walk_time
413,7680.0,11848.9944
414,4800.0,11844.9156
734,11640.0,2535.7655999999997
733,3540.0,2576.0063999999998
739,11400.0,4839.5088
740,3780.0,4765.1064
728,11340.0,5548.331999999999
729,3840.0,5421.538799999999
738,11520.0,3504.8891999999996
737,3660.0,3521.6892
730,11580.0,2947.6404
731,3600.0,2977.7351999999996
736,11460.0,3887.298
735,3720.0,3826.35
435,35760.0,5827.743600000001
434,15840.0,5837.9316
436,None,9137.1384
437,19440.0,9141.916799999999
438,11040.0,6938.237999999999
439,4080.0,6932.4396
440,15900.0,5349.651599999999
441,15540.0,5353.014
444,8580.0,7175.7732
445,4140.0,7195.8744
442,11280.0,5790.014399999999
443,3840.0,5877.474
447,11160.0,6351.8315999999995
446,3960.0,6324.7656
448,3720.0,4319.1756
22,16080.0,6287.698799999999
177,None,6295.8348000000005
172,15720.0,6685.548
105,15660.0,6682.1592
452,15780.0,11861.036399999999
454,16020.0,10967.8596
455,19740.0,10976.4648
456,None,9959.620799999999
457,16140.0,9949.332
465,8040.0,11315.2128
464,8580.0,11289.007199999998
458,None,9884.73
459,19620.0,9889.3008
461,None,9530.6076
460,16380.0,9525.702
463,20820.0,10695.8712
462,20100.0,10700.0124
171,16500.0,8828.146799999999
23,None,8822.1888
451,4320.0,9585.1968
24,16320.0,10439.5008
169,20760.0,10443.5928
526,7860.0,10575.327599999999
527,4560.0,10583.736
529,7800.0,10908.471599999999
530,4620.0,10913.899199999998
532,11160.0,8324.52
531,4020.0,8338.6296
161,19200.0,8989.4208
97,15840.0,8998.3464
534,16500.0,9837.725999999999
35,19320.0,9709.953599999999
163,7740.0,11232.217200000001
165,4680.0,11188.5024
600,15900.0,10690.292399999998
601,None,10683.6192
584,11040.0,9744.0852
583,4140.0,9774.453599999999
602,3660.0,10735.6008
603,12660.0,10744.362
586,2580.0,8238.983999999999
585,14040.0,8221.134
595,4320.0,11180.6112
594,11760.0,11187.0444
597,2880.0,10320.5688
596,13320.0,10333.751999999999
582,3600.0,10875.693599999999
581,12720.0,10890.692399999998
592,3120.0,11391.670799999998
593,13260.0,11323.900800000001
151,4260.0,10509.0432
156,3720.0,10495.38
130,2820.0,9965.427599999999
153,13500.0,9948.929999999998
598,13980.0,8834.429999999998
599,2700.0,8744.061599999999
609,None,11842.5276
610,18060.0,11850.843599999998
612,3300.0,11450.656799999999
611,11820.0,11440.7424
613,None,10367.0172
