destination,total_time,transport,correspondance,1st_station,time_to_1st_station,walking_time,drt_time,drt_waiting_time,direct_walk_time
383,None,None,None,None,None,None,None,None,5623.5408
384,19380.0,WALK,5,546,None,1078.469,None,None,5616.3
385,None,None,None,None,None,None,None,None,4229.664
386,19500.0,WALK,5,546,None,1078.469,None,None,4228.2
390,38580.0,WALK,6,546,None,1078.469,None,None,5761.889999999999
389,19320.0,WALK,5,546,None,1078.469,None,None,5770.128
394,38400.0,WALK,6,546,None,1078.469,None,None,5889.688799999999
393,None,None,None,None,None,None,None,None,5896.658399999999
395,None,None,None,None,None,None,None,None,5023.390799999999
396,19440.0,WALK,5,546,None,1078.469,None,None,5022.5544
188,19260.0,WALK,5,546,None,1078.469,None,None,6104.7072
137,38700.0,WALK,6,546,None,1078.469,None,None,6059.3243999999995
15,None,None,None,None,None,None,None,None,5684.5464
387,None,None,None,None,None,None,None,None,5692.6140000000005
418,None,None,None,None,None,None,None,None,9756.223199999999
417,None,None,None,None,None,None,None,None,9738.8532
420,None,None,None,None,None,None,None,None,10096.528799999998
419,19140.0,WALK,5,546,None,1078.469,None,None,10106.8824
422,None,None,None,None,None,None,None,None,7494.564
421,None,None,None,None,None,None,None,None,7494.6359999999995
424,None,None,None,None,None,None,None,None,9683.929199999999
423,18960.0,WALK,5,546,None,1078.469,None,None,9694.5144
426,None,None,None,None,None,None,None,None,10079.946
425,None,None,None,None,None,None,None,None,10078.5816
189,None,None,None,None,None,None,None,None,9254.9064
20,37980.0,WALK,6,546,None,1078.469,None,None,9243.5484
466,37920.0,WALK,3,545,None,1088.869,None,None,10592.448
467,19800.0,WALK,5,546,None,1078.469,None,None,10590.4092
474,None,None,None,None,None,None,None,None,11220.528
473,33540.0,WALK,6,546,None,1078.469,None,None,11217.650399999999
476,None,None,None,None,None,None,None,None,10623.105599999999
475,19260.0,WALK,5,546,None,1078.469,None,None,10628.3496
478,None,None,None,None,None,None,None,None,10796.311199999998
477,33480.0,WALK,6,546,None,1078.469,None,None,10798.8336
851,None,None,None,None,None,None,None,None,8795.6736
852,14580.0,WALK,1,546,None,1078.469,None,None,8762.236799999999
570,18660.0,WALK,4,546,None,1078.469,None,None,7999.376399999999
571,13500.0,WALK,1,546,None,1078.469,None,None,11093.5632
572,19020.0,WALK,2,546,None,1078.469,None,None,11099.7312
573,13560.0,WALK,1,546,None,1078.469,None,None,10239.4728
574,18960.0,WALK,2,546,None,1078.469,None,None,10240.8648
2243,14700.0,WALK,1,546,None,1078.469,None,None,10576.9956
2245,29640.0,WALK,2,546,None,1078.469,None,None,8039.1336
2494,5160.0,WALK,0,546,None,1078.469,None,None,8044.981199999999
1243,13860.0,WALK,0,545,None,1088.869,None,None,4635.7584
1244,19680.0,WALK,5,546,None,1078.469,None,None,4628.6268
2249,13740.0,WALK,1,546,None,1078.469,None,None,8493.5016
2501,20460.0,WALK,5,546,None,1078.469,None,None,8500.026
2248,13860.0,WALK,1,546,None,1078.469,None,None,7156.8852
2503,20340.0,WALK,5,546,None,1078.469,None,None,7164.816
2250,19860.0,WALK,5,546,None,1078.469,None,None,4976.8715999999995
2505,14220.0,WALK,1,546,None,1078.469,None,None,4993.7184
2252,19920.0,WALK,5,546,None,1078.469,None,None,4998.1524
2509,14100.0,WALK,1,546,None,1078.469,None,None,5001.3336
489,None,None,None,None,None,None,None,None,5431.8072
488,None,None,None,None,None,None,None,None,5426.712
492,None,None,None,None,None,None,None,None,2860.4688
493,19560.0,WALK,5,546,None,1078.469,None,None,2862.8316
499,37560.0,WALK,3,545,None,1088.869,None,None,5404.4832
500,None,None,None,None,None,None,None,None,5411.2368
502,None,None,None,None,None,None,None,None,3161.4276
503,None,None,None,None,None,None,None,None,3216.2747999999997
504,20400.0,WALK,5,546,None,1078.469,None,None,5341.5588
505,None,None,None,None,None,None,None,None,5386.025999999999
1272,None,None,None,None,None,None,None,None,6074.3640000000005
1270,None,None,None,None,None,None,None,None,6062.1107999999995
497,20580.0,WALK,5,546,None,1078.469,None,None,3392.1732
496,37440.0,WALK,3,545,None,1088.869,None,None,3367.6428
501,None,None,None,None,None,None,None,None,4467.6564
111,None,None,None,None,None,None,None,None,4525.0608
508,None,None,None,None,None,None,None,None,8354.5476
509,32880.0,WALK,6,546,None,1078.469,None,None,8424.083999999999
1264,None,None,None,None,None,None,None,None,7040.657999999999
1265,None,None,None,None,None,None,None,None,7054.272
512,33000.0,WALK,6,546,None,1078.469,None,None,9250.1004
513,None,None,None,None,None,None,None,None,9264.2088
514,37680.0,WALK,3,545,None,1088.869,None,None,7970.2332
515,20100.0,WALK,5,546,None,1078.469,None,None,7974.1392
