destination,total_time,direct_walk_time
755,8880.0,11705.6772
2555,8640.0,10112.7564
2556,12300.0,10069.0296
748,12000.0,9772.3716
749,13680.0,9794.676
758,None,9055.6356
757,17820.0,9057.3444
754,11880.0,10660.0512
753,8760.0,10659.1248
292,12180.0,7786.702799999999
338,2700.0,7828.6392
764,6600.0,8458.5396
765,8340.0,8473.0584
291,12120.0,8254.3032
339,2880.0,8382.8208
288,8460.0,8883.388799999999
342,3120.0,8885.022
762,None,9814.4328
763,17880.0,9821.7828
285,None,8964.3276
345,3300.0,8955.0552
293,12300.0,7263.9348
337,2700.0,7294.771199999999
184,16200.0,9639.144
113,None,9684.1116
180,3360.0,8170.4796
68,None,8189.002799999999
742,13620.0,9300.8004
743,12120.0,9294.3516
282,3480.0,8102.25
289,12000.0,9117.2148
341,2940.0,9152.6532
769,2040.0,4610.874
768,14700.0,4631.9352
781,2160.0,5697.7224
780,14400.0,5711.788799999999
774,5880.0,2591.7551999999996
775,1860.0,2583.8028
776,2400.0,7734.289199999999
777,14340.0,7719.1176
315,1980.0,3552.2508
316,14880.0,3527.4791999999998
70,19800.0,3916.1711999999998
785,16080.0,3917.76
795,14820.0,4202.578799999999
72,2040.0,4223.6484
162,16140.0,3323.3651999999997
90,19680.0,3331.9908
166,14940.0,2918.406
89,1680.0,2923.83
800,15540.0,4666.150799999999
801,None,4668.7068
816,None,5199.7344
817,15660.0,5204.37
818,28620.0,7864.716
819,16920.0,7870.263599999999
804,16080.0,4815.6996
805,15600.0,4820.2464
820,37440.0,8094.162
821,16560.0,8108.3304
281,19920.0,5146.4916
258,6660.0,5185.3236
822,None,3648.5112
823,15420.0,3656.7648
806,None,3093.2868
807,15120.0,3096.7799999999997
2614,6660.0,4927.0632000000005
2615,19980.0,4923.6576
809,37320.0,7917.785999999999
810,16620.0,7927.2828
260,6600.0,3785.5943999999995
279,20040.0,3726.2639999999997
812,None,4400.8992
811,15480.0,4394.9016
75,16200.0,7446.48
182,37500.0,7451.752799999999
179,15600.0,6546.7955999999995
76,None,6544.3512
2606,15420.0,5559.2268
257,6720.0,5547.1296
181,28800.0,7812.27
78,16380.0,7829.2944
109,8880.0,7918.1964
813,37560.0,6745.7796
104,16020.0,6790.8024000000005
662,16920.0,7965.5328
661,28560.0,7960.851599999999
306,6900.0,2459.8164
325,960.0,2502.5412
305,6840.0,2819.1504
326,1020.0,2846.2632
837,2700.0,2696.5715999999998
838,5640.0,2690.1996
842,5580.0,2882.2104
843,2700.0,2908.0884
847,2640.0,2406.1367999999998
