destination,total_time,transport,correspondance,1st_station,time_to_1st_station,walking_time,drt_time,drt_waiting_time,direct_walk_time
734,11640.0,WALK,1,786,None,1214.809,None,None,4966.5408
733,14340.0,DRT,2,124,1200,None,1024.829131652661,30.0,5008.1268
739,11400.0,WALK,1,786,None,1214.809,None,None,7144.8936
740,14580.0,DRT,2,124,1200,None,1024.829131652661,30.0,7074.588
728,11340.0,WALK,1,786,None,1214.809,None,None,7827.6384
729,14640.0,DRT,2,124,1200,None,1024.829131652661,30.0,7701.051599999999
738,11520.0,WALK,1,786,None,1214.809,None,None,5905.7472
737,14460.0,DRT,2,124,1200,None,1024.829131652661,30.0,5922.0912
730,11580.0,WALK,1,786,None,1214.809,None,None,5387.0232
731,14400.0,DRT,2,124,1200,None,1024.829131652661,30.0,5417.1312
736,11460.0,WALK,1,786,None,1214.809,None,None,6250.3884
735,14520.0,DRT,2,124,1200,None,1024.829131652661,30.0,6193.2083999999995
435,35760.0,DRT,5,124,1200,None,1024.829131652661,30.0,8203.4472
434,15840.0,DRT,4,124,1200,None,1024.829131652661,30.0,8214.1752
436,None,None,None,None,None,None,None,None,11435.3088
437,19440.0,DRT,5,124,1200,None,1024.829131652661,30.0,11439.7176
438,18720.0,DRT,6,124,1200,None,1024.829131652661,30.0,9156.1572
439,14700.0,DRT,3,124,1200,None,1024.829131652661,30.0,9148.0356
440,15900.0,DRT,4,124,1200,None,1024.829131652661,30.0,7711.338
441,15540.0,DRT,4,124,1200,None,1024.829131652661,30.0,7714.5996
444,18600.0,DRT,6,124,1200,None,1024.829131652661,30.0,9416.961599999999
445,14760.0,DRT,3,124,1200,None,1024.829131652661,30.0,9434.8596
442,18960.0,DRT,6,124,1200,None,1024.829131652661,30.0,8018.485199999999
443,14460.0,DRT,3,124,1200,None,1024.829131652661,30.0,8105.7648
447,18840.0,DRT,6,124,1200,None,1024.829131652661,30.0,8564.527199999999
446,14580.0,DRT,3,124,1200,None,1024.829131652661,30.0,8536.8156
448,14340.0,DRT,3,124,1200,None,1024.829131652661,30.0,6373.775999999999
22,16080.0,DRT,4,124,1200,None,1024.829131652661,30.0,8156.2728
177,None,None,None,None,None,None,None,None,8164.5048
172,15720.0,DRT,4,124,1200,None,1024.829131652661,30.0,9036.1836
105,15660.0,DRT,4,124,1200,None,1024.829131652661,30.0,9032.2404
461,None,None,None,None,None,None,None,None,11903.7408
460,32700.0,DRT,7,124,1200,None,1024.829131652661,30.0,11899.296
171,32760.0,DRT,7,124,1200,None,1024.829131652661,30.0,11224.7472
23,None,None,None,None,None,None,None,None,11218.6008
532,11160.0,WALK,1,786,None,1214.809,None,None,10675.6848
531,14820.0,DRT,2,124,1200,None,1024.829131652661,30.0,10689.715199999999
161,19200.0,DRT,3,124,1200,None,1024.829131652661,30.0,11382.1728
97,20880.0,DRT,4,124,1200,None,1024.829131652661,30.0,11391.244799999999
584,11040.0,WALK,1,786,None,1214.809,None,None,11943.2484
583,14940.0,DRT,2,124,1200,None,1024.829131652661,30.0,11972.598
586,2580.0,WALK,0,786,None,1214.809,None,None,9744.9144
585,21000.0,WALK,3,786,None,1214.809,None,None,9724.3032
130,2820.0,WALK,0,786,None,1214.809,None,None,11455.053600000001
153,16200.0,WALK,2,786,None,1214.809,None,None,11434.248000000001
598,16320.0,WALK,2,786,None,1214.809,None,None,10345.044
599,2700.0,WALK,0,786,None,1214.809,None,None,10256.8596
609,None,None,None,None,None,None,None,None,11403.823199999999
610,18060.0,DRT,7,124,1200,None,1024.829131652661,30.0,11411.934
612,3300.0,DRT,2,124,1200,None,1024.829131652661,30.0,11528.020799999998
611,11820.0,DRT,4,124,1200,None,1024.829131652661,30.0,11519.394
613,None,None,None,None,None,None,None,None,10713.454800000001
614,18000.0,DRT,4,124,1200,None,1024.829131652661,30.0,10716.5556
2284,None,None,None,None,None,None,None,None,11652.8316
2640,3180.0,DRT,1,124,1200,None,1024.829131652661,30.0,10367.2164
2459,None,None,None,None,None,None,None,None,10279.286399999999
653,None,None,None,None,None,None,None,None,11443.1232
654,16980.0,DRT,4,124,1200,None,1024.829131652661,30.0,11449.728000000001
656,None,None,None,None,None,None,None,None,11393.704800000001
657,17340.0,DRT,4,124,1200,None,1024.829131652661,30.0,11402.2452
660,28500.0,DRT,5,124,1200,None,1024.829131652661,30.0,11377.625999999998
659,17100.0,DRT,4,124,1200,None,1024.829131652661,30.0,11382.4164
178,17220.0,DRT,4,124,1200,None,1024.829131652661,30.0,11552.878799999999
95,15960.0,DRT,4,124,1200,None,1024.829131652661,30.0,11551.5228
227,6300.0,DRT,1,124,1200,None,1024.829131652661,30.0,8175.019199999999
194,6660.0,DRT,3,124,1200,None,1024.829131652661,30.0,8081.0544
235,3660.0,DRT,1,124,1200,None,1024.829131652661,30.0,5428.911599999999
278,20160.0,DRT,4,124,1200,None,1024.829131652661,30.0,6619.1892
261,6600.0,DRT,2,124,1200,None,1024.829131652661,30.0,6593.5512
352,21420.0,DRT,5,124,1200,None,1024.829131652661,30.0,5328.526800000001
294,12360.0,DRT,5,124,1200,None,1024.829131652661,30.0,7421.76
336,6180.0,DRT,1,124,1200,None,1024.829131652661,30.0,7376.199599999999
379,5340.0,DRT,1,124,1200,None,1024.829131652661,30.0,5274.132
350,21300.0,DRT,5,124,1200,None,1024.829131652661,30.0,5261.774399999999
221,5700.0,DRT,1,124,1200,None,1024.829131652661,30.0,6275.301599999999
202,4140.0,DRT,1,124,1200,None,1024.829131652661,30.0,6283.848
228,6300.0,DRT,1,124,1200,None,1024.829131652661,30.0,8196.5736
193,6480.0,DRT,3,124,1200,None,1024.829131652661,30.0,8173.347599999999
303,5460.0,DRT,2,124,1200,None,1024.829131652661,30.0,3675.5723999999996
328,15600.0,DRT,3,124,1200,None,1024.829131652661,30.0,3670.7232
204,4260.0,DRT,1,124,1200,None,1024.829131652661,30.0,5718.486
219,5580.0,DRT,1,124,1200,None,1024.829131652661,30.0,5747.0112
270,12300.0,DRT,4,124,1200,None,1024.829131652661,30.0,8626.3848
333,6360.0,DRT,2,124,1200,None,1024.829131652661,30.0,5377.6032000000005
298,15900.0,DRT,3,124,1200,None,1024.829131652661,30.0,5392.5648
377,5220.0,DRT,1,124,1200,None,1024.829131652661,30.0,5193.2688
249,3660.0,DRT,1,124,1200,None,1024.829131652661,30.0,5223.1848
236,16020.0,DRT,4,124,1200,None,1024.829131652661,30.0,5223.3984
304,5580.0,DRT,2,124,1200,None,1024.829131652661,30.0,3235.0499999999997
327,15600.0,DRT,3,124,1200,None,1024.829131652661,30.0,3271.98
688,6780.0,DRT,2,124,1200,None,1024.829131652661,30.0,7509.0396
687,None,None,None,None,None,None,None,None,7460.166
2611,14460.0,DRT,5,124,1200,None,1024.829131652661,30.0,7131.696
2612,2520.0,DRT,1,124,1200,None,1024.829131652661,30.0,7146.1044
205,4440.0,DRT,1,124,1200,None,1024.829131652661,30.0,5490.612
218,5460.0,DRT,1,124,1200,None,1024.829131652661,30.0,5513.259599999999
222,5760.0,DRT,1,124,1200,None,1024.829131652661,30.0,6578.9592
201,4020.0,DRT,1,124,1200,None,1024.829131652661,30.0,6601.812
276,20340.0,DRT,4,124,1200,None,1024.829131652661,30.0,5925.5112
263,6420.0,DRT,2,124,1200,None,1024.829131652661,30.0,5945.7696
247,15960.0,DRT,4,124,1200,None,1024.829131652661,30.0,4739.350799999999
238,3780.0,DRT,1,124,1200,None,1024.829131652661,30.0,4725.596399999999
198,6840.0,DRT,3,124,1200,None,1024.829131652661,30.0,6605.647199999999
224,6060.0,DRT,1,124,1200,None,1024.829131652661,30.0,6596.562
299,6480.0,DRT,2,124,1200,None,1024.829131652661,30.0,5383.9367999999995
332,15900.0,DRT,3,124,1200,None,1024.829131652661,30.0,5413.069199999999
380,1800.0,DRT,0,124,1200,None,1024.829131652661,30.0,5609.0988
349,18360.0,DRT,4,124,1200,None,1024.829131652661,30.0,5624.0688
1258,4200.0,DRT,1,124,1200,None,1024.829131652661,30.0,5962.1784
1259,5640.0,DRT,1,124,1200,None,1024.829131652661,30.0,5965.6428
242,None,None,None,None,None,None,None,None,4539.2712
243,4020.0,DRT,1,124,1200,None,1024.829131652661,30.0,4516.3056
359,6780.0,DRT,2,124,1200,None,1024.829131652661,30.0,4859.894399999999
370,15540.0,DRT,3,124,1200,None,1024.829131652661,30.0,4929.2616
216,4500.0,DRT,1,124,1200,None,1024.829131652661,30.0,5426.568
207,5400.0,DRT,1,124,1200,None,1024.829131652661,30.0,5398.9788
215,4500.0,DRT,1,124,1200,None,1024.829131652661,30.0,5351.6172
208,5280.0,DRT,1,124,1200,None,1024.829131652661,30.0,5341.0956
355,6660.0,DRT,2,124,1200,None,1024.829131652661,30.0,5386.309200000001
374,15300.0,DRT,3,124,1200,None,1024.829131652661,30.0,5351.3640000000005
226,6300.0,DRT,1,124,1200,None,1024.829131652661,30.0,7889.7552
195,6660.0,DRT,3,124,1200,None,1024.829131652661,30.0,7873.5779999999995
251,3540.0,DRT,1,124,1200,None,1024.829131652661,30.0,5860.9128
234,16200.0,DRT,3,124,1200,None,1024.829131652661,30.0,5836.2168
690,1500.0,DRT,0,124,1200,None,1024.829131652661,30.0,4145.61
691,13680.0,DRT,2,124,1200,None,1024.829131652661,30.0,4138.6788
1260,4740.0,DRT,1,124,1200,None,1024.829131652661,30.0,4446.1032
1261,15900.0,DRT,3,124,1200,None,1024.829131652661,30.0,4438.986
241,None,None,None,None,None,None,None,None,4204.1856
244,3960.0,DRT,1,124,1200,None,1024.829131652661,30.0,4220.3279999999995
277,20220.0,DRT,4,124,1200,None,1024.829131652661,30.0,6226.1484
262,6480.0,DRT,2,124,1200,None,1024.829131652661,30.0,6252.7716
675,6720.0,DRT,3,124,1200,None,1024.829131652661,30.0,7482.883199999999
676,6180.0,DRT,1,124,1200,None,1024.829131652661,30.0,7493.616
256,None,None,None,None,None,None,None,None,7910.7936
229,4740.0,DRT,2,124,1200,None,1024.829131652661,30.0,7911.0648
245,3840.0,DRT,1,124,1200,None,1024.829131652661,30.0,4233.8316
240,15720.0,DRT,3,124,1200,None,1024.829131652661,30.0,4307.736
356,6660.0,DRT,2,124,1200,None,1024.829131652661,30.0,5379.402
