stop_id,longitude,latitude
2009,236.03481,26.07147
2008,236.0351475,26.0645175
2007,236.035215,26.05689
2006,236.03463,26.048565
2005,236.03634,26.04312
2004,236.044485,26.00127
2003,236.04313500000004,26.009595
2002,236.0412,26.0200125
2001,236.04003,26.0277525
2000,236.0377125,26.0330625
1009,235.98495,26.0292825
1008,235.9985625,26.0309025
1007,236.009205,26.031735000000005
1006,236.022615,26.0317575
1005,236.0309175,26.0328825
1004,236.0423025,26.033737500000004
1003,236.0534625,26.034952500000003
1002,236.06586,26.0363025
1000,236.0892375,26.03997
1001,236.078325,26.0382825
