centroid,nb_destinations,trajets,trajets_ok,nb_station_DRT,DRT,DRT_ok,WALK_to_station_DRT,WALK,somme,inaccessibilite,accessibilite
329,141,32,0,0,0,0,0,32,1089122.07,7724.27,0.00012946207214403432
330,160,30,0,0,0,0,0,30,1239113.5908000006,7744.459942500003,0.0001291245622580092
331,193,165,2,0,0,0,0,165,1575470.7204,8163.06072746114,0.00012250307003547407
332,233,206,5,0,0,0,0,206,2020288.1544000013,8670.764611158804,0.00011533008273723107
333,262,236,14,0,0,0,0,236,2168200.8384000002,8275.57571908397,0.00012083751438512494
334,315,286,12,0,0,0,0,286,2597090.684399999,8244.73233142857,0.00012128956524010397
335,376,328,0,0,0,0,0,328,3129904.1196000003,8324.213084042554,0.00012013147548048614
336,407,349,0,0,0,0,0,349,3295058.6616,8095.967227518428,0.00012351828656135993
337,422,363,0,0,0,0,0,363,3249257.3327999976,7699.661926066346,0.00012987583216019028
338,420,366,12,0,0,0,0,366,3045687.653999999,7251.63727142857,0.00013789989247531688
339,420,365,119,0,0,0,0,365,2680928.813999999,6383.1638428571405,0.0001566621231443112
340,408,353,151,0,0,0,0,353,2489639.7107999995,6102.058114705881,0.00016387913408920393
341,379,327,122,0,0,0,0,327,2262837.678000001,5970.547963060688,0.00016748881445839169
342,359,309,80,0,0,0,0,309,2289859.8564000004,6378.439711420614,0.0001567781534737245
343,368,322,70,0,0,0,0,322,2226783.5207999996,6051.042176086956,0.0001652607882906334
344,365,323,47,0,0,0,0,323,2316587.1587999966,6346.814133698621,0.00015755936426284595
345,376,335,47,0,0,0,0,335,2432142.066,6468.462941489362,0.00015459623237321202
346,370,329,42,0,0,0,0,329,2616302.7984000025,7071.088644324331,0.0001414209395893599
347,348,311,43,0,0,0,0,311,2622614.4060000004,7536.248293103449,0.00013269201877479504
348,331,299,6,0,0,0,0,299,2731081.8336,8251.002518429003,0.00012119739362173904
349,319,290,17,0,0,0,0,290,2858967.861599999,8962.28169780564,0.00011157872891284414
350,305,None,None,None,None,None,None,None,2987629.566000001,9795.506773770496,0.00010208762273307878
351,255,None,None,None,None,None,None,None,2653010.976,10403.964611764704,9.61172050575037e-05
352,193,None,None,None,None,None,None,None,2122115.7456000005,10995.418370984458,9.094697138936301e-05
353,89,None,None,None,None,None,None,None,1000452.8952,11241.043766292136,8.895971057408761e-05
354,33,None,None,None,None,None,None,None,371863.0512,11268.577309090908,8.874234719881199e-05
355,14,None,None,None,None,None,None,None,160884.45239999998,11491.746599999999,8.701897412182758e-05
356,2,None,None,None,None,None,None,None,23937.5676,11968.7838,8.355067788926057e-05
357,0,None,None,None,None,None,None,None,0.0,0.0,0.0
358,0,None,None,None,None,None,None,None,0.0,0.0,0.0
359,0,None,None,None,None,None,None,None,0.0,0.0,0.0
360,10,9,0,0,0,0,0,9,108063.89880000001,10806.38988,9.253784206423615e-05
361,15,1,0,0,0,0,0,1,159526.28999999998,10635.086,9.402838867499521e-05
362,28,1,0,0,0,0,0,1,299425.9392,10693.783542857143,9.351227243307582e-05
363,58,1,0,0,0,0,0,1,623072.3795999999,10742.627234482756,9.308709854420902e-05
364,69,1,0,0,0,0,0,1,697135.5191999999,10103.413321739128,9.897645163623448e-05
365,77,61,0,0,0,0,0,61,728446.9632,9460.350171428572,0.00010570433249079128
366,89,73,0,0,0,0,0,73,803461.9835999997,9027.662737078648,0.00011077064231617496
367,105,32,0,0,0,0,0,32,914420.9232000003,8708.77069714286,0.00011482676887199202
368,122,32,0,0,0,0,0,32,1026927.5855999998,8417.439226229506,0.00011880097653499049
369,144,32,0,0,0,0,0,32,1190031.7248000007,8264.109200000004,0.00012100517742432535
370,169,30,0,0,0,0,0,30,1406692.8528000007,8323.626347928997,0.00012013994360148206
371,191,162,1,0,0,0,0,162,1608122.8992000008,8419.491618848171,0.00011877201679984628
372,234,206,6,0,0,0,0,206,2041372.651199999,8723.814748717945,0.00011462875230666269
373,272,241,0,0,0,0,0,241,2368272.9864000003,8706.885979411765,0.00011485162460661506
374,324,289,0,0,0,0,0,289,2793596.538,8622.211537037037,0.00011597952517222084
375,392,340,0,0,0,0,0,340,3379592.9615999963,8621.41061632652,0.0001159902995579728
376,426,370,12,0,0,0,0,370,3415997.188799997,8018.772743661964,0.00012470736258118797
377,424,368,142,0,0,0,0,368,2605021.7544000004,6143.919232075473,0.0001627625563141055
378,439,380,12,0,0,0,0,380,3143435.8512,7160.446130296127,0.00013965610267898824
379,435,378,13,0,0,0,0,378,2946210.6132000014,6772.8979613793135,0.0001476472856526467
380,400,346,105,0,0,0,0,346,2442792.7848000014,6106.9819620000035,0.0001637470040393742
381,376,322,133,0,0,0,0,322,2076040.6572000005,5521.384726595746,0.00018111398671118468
382,360,305,105,0,0,0,0,305,2066657.1444000008,5740.714290000003,0.00017419435099599767
383,349,300,81,0,0,0,0,300,1931528.5464000017,5534.46574899714,0.00018068591357371807
384,368,325,68,0,0,0,0,325,2101459.2096000016,5710.4869826087,0.00017511641354677843
385,380,336,23,0,0,0,0,336,2395813.4100000006,6304.772131578949,0.00015861001462547114
386,387,343,14,0,0,0,0,343,2591681.0903999987,6696.850362790694,0.00014932392779092686
387,372,330,16,0,0,0,0,330,2707934.8451999975,7279.394745161284,0.0001373740585595683
388,355,316,3,0,0,0,0,316,2814804.121199998,7929.025693521121,0.0001261189001843075
389,331,298,9,0,0,0,0,298,2828074.4615999986,8544.031606042292,0.00011704076554361123
390,312,274,0,0,0,0,0,274,2906978.262000002,9317.238019230776,0.0001073279439610752
391,266,232,5,0,0,0,0,232,2633606.234399998,9900.775317293226,0.00010100219103582184
392,210,None,None,None,None,None,None,None,2204873.9735999997,10499.399874285713,9.524353886636128e-05
393,127,None,None,None,None,None,None,None,1383926.3892000006,10897.05818267717,9.176788663840297e-05
394,51,None,None,None,None,None,None,None,548784.4956000001,10760.480305882356,9.293265463748278e-05
395,30,None,None,None,None,None,None,None,331020.138,11034.004599999998,9.062892723463249e-05
396,18,None,None,None,None,None,None,None,206228.89440000005,11457.160800000003,8.728165882074378e-05
397,2,None,None,None,None,None,None,None,23624.3076,11812.1538,8.465856582395667e-05
398,0,None,None,None,None,None,None,None,0.0,0.0,0.0
399,0,None,None,None,None,None,None,None,0.0,0.0,0.0
400,2,1,0,0,0,0,0,1,16493.3532,8246.6766,0.00012126096954014178
401,8,7,0,0,0,0,0,7,87369.54,10921.1925,9.156509236514237e-05
402,16,13,0,0,0,0,0,13,175849.6188,10990.601175,9.098683357509786e-05
403,44,36,0,0,0,0,0,36,489731.7984,11130.268145454545,8.984509509848482e-05
404,65,52,0,0,0,0,0,52,694306.5803999999,10681.639698461537,9.36185855570497e-05
405,76,61,0,0,0,0,0,61,766164.3372000001,10081.1097,9.919542885244072e-05
406,82,32,0,0,0,0,0,32,773161.2840000001,9428.796146341465,0.00010605807830387946
407,105,32,0,0,0,0,0,32,972485.1960000003,9261.763771428574,0.00010797079526956621
408,117,32,0,0,0,0,0,32,1027188.9251999992,8779.392523076916,0.00011390309720991148
409,133,32,0,0,0,0,0,32,1127376.7248,8476.51672781955,0.00011797298726705095
410,169,30,0,0,0,0,0,30,1457707.2563999994,8625.48672426035,0.00011593548653751497
411,188,27,0,0,0,0,0,27,1599676.692,8508.918574468085,0.0001175237477298944
412,225,193,0,0,0,0,0,193,1971282.9023999989,8761.257343999994,0.00011413886851352835
413,280,247,0,0,0,0,0,247,2493398.0903999982,8904.993179999994,0.0001122965486650716
414,339,302,0,0,0,0,0,302,2986934.2199999983,8811.015398230084,0.00011349429717270446
415,405,351,12,0,0,0,0,351,3494902.646399999,8629.389250370368,0.00011588305626114624
416,427,371,14,0,0,0,0,371,3447561.080399997,8073.913537236527,0.00012385567363188186
417,448,384,13,0,0,0,0,384,3402489.832800001,7594.843376785716,0.00013166828470177343
418,468,407,14,0,0,0,0,407,3318356.0604000017,7090.504402564106,0.00014103369002046944
419,448,393,13,0,0,0,0,393,2942136.3612000025,6567.268663392862,0.00015227030463580392
420,421,360,0,0,0,0,0,360,2752249.7579999985,6537.410351543939,0.00015296576874110864
421,398,340,115,0,0,0,0,340,2217305.6124000014,5571.119629145732,0.000179497132814816
422,348,292,84,0,0,0,0,292,2032100.8464000009,5839.3702482758645,0.0001712513434638368
423,320,266,71,0,0,0,0,266,1883744.5943999996,5886.701857499998,0.0001698744091695322
424,351,303,58,0,0,0,0,303,2049967.7519999996,5840.363965811965,0.00017122220564570132
425,380,335,34,0,0,0,0,335,2284033.1124,6010.61345368421,0.00016637236909438074
426,397,352,19,0,0,0,0,352,2497435.9428000017,6290.770636775823,0.00015896303612692594
427,376,331,19,0,0,0,0,331,2546356.3931999984,6772.224449999996,0.00014766196947296994
428,363,320,18,0,0,0,0,320,2723202.2976000006,7501.9347041322335,0.0001332989474634027
429,337,294,4,0,0,0,0,294,2749427.2452000002,8158.537819584571,0.0001225709829523006
430,311,273,0,0,0,0,0,273,2754516.4128000005,8856.965957556271,0.00011290548081500251
431,270,234,0,0,0,0,0,234,2555452.725599997,9464.639724444434,0.00010565642529607213
432,232,198,1,0,0,0,0,198,2356349.4852000005,10156.678815517243,9.845738141017247e-05
433,164,135,0,0,0,0,0,135,1745530.8431999998,10643.480751219511,9.395422638270115e-05
434,76,None,None,None,None,None,None,None,800274.6072000002,10529.929042105266,9.496740158469941e-05
435,43,None,None,None,None,None,None,None,454674.1368000001,10573.817134883722,9.457322622886429e-05
436,31,None,None,None,None,None,None,None,341417.88600000006,11013.480193548388,9.079782070936961e-05
437,18,None,None,None,None,None,None,None,206878.24440000003,11493.235800000002,8.700769891104121e-05
438,2,None,None,None,None,None,None,None,23807.4528,11903.7264,8.400730715719407e-05
439,0,None,None,None,None,None,None,None,0.0,0.0,0.0
440,2,1,0,0,0,0,0,1,18790.119599999998,9395.059799999999,0.00010643891803647701
441,2,1,0,0,0,0,0,1,18546.5844,9273.2922,0.00010783656747061201
442,3,2,0,0,0,0,0,2,30440.615999999995,10146.871999999998,9.855253914703962e-05
443,18,15,0,0,0,0,0,15,203131.9344,11285.107466666666,8.861235951485135e-05
444,54,44,0,0,0,0,0,44,605414.5703999999,11211.38093333333,8.91950782821794e-05
445,72,57,0,0,0,0,0,57,770778.0815999999,10705.251133333331,9.341210099091122e-05
446,83,32,0,0,0,0,0,32,842941.7592000003,10155.924809638558,9.846469117720745e-05
447,103,31,0,0,0,0,0,31,1009861.8804,9804.484275728155,0.00010199414593132513
448,117,31,0,0,0,0,0,31,1094162.2379999994,9351.813999999995,0.00010693112587568578
449,131,30,0,0,0,0,0,30,1172766.9804,8952.419697709924,0.0001117016442220426
450,160,28,0,0,0,0,0,28,1412610.4019999998,8828.8150125,0.00011326548337281749
451,179,27,0,0,0,0,0,27,1525723.044,8523.592424581006,0.00011732142390057523
452,227,191,0,0,0,0,0,191,1973367.6276000007,8693.249460792955,0.00011503178466349739
453,277,239,0,0,0,0,0,239,2438732.180399999,8804.087293862813,0.00011358360800182932
454,376,324,0,0,0,0,0,324,3404542.7976,9054.635100000001,0.00011044067363907354
455,421,359,0,0,0,0,0,359,3667393.0092,8711.147290261282,0.00011479544159676422
456,439,377,13,0,0,0,0,377,3570430.268400001,8133.0985612756285,0.00012295436880125008
457,456,None,None,None,None,None,None,None,3440598.5796,7545.17232368421,0.00013253507767622635
458,454,None,None,None,None,None,None,None,3211431.055199999,7073.636685462553,0.00014136999742369563
459,441,384,0,0,0,0,0,384,2916597.7992000016,6613.600451700684,0.0001512035701737698
460,435,377,0,0,0,0,0,377,2717028.219600001,6246.041884137933,0.00016010139197746
461,407,348,66,0,0,0,0,348,2405214.1884000013,5909.617170515974,0.00016921569894394516
462,367,307,79,0,0,0,0,307,2136460.026000001,5821.416964577659,0.00017177948360078506
463,337,288,75,0,0,0,0,288,2130689.456400002,6322.520642136504,0.00015816476633314405
464,331,289,58,0,0,0,0,289,2094272.557200001,6327.107423564958,0.0001580501061631348
465,359,314,54,0,0,0,0,314,2120011.8131999993,5905.325384958215,0.0001693386790416589
466,391,344,12,0,0,0,0,344,2351399.265599999,6013.808863427108,0.00016628396789952632
467,384,330,0,0,0,0,0,330,2515989.411600002,6552.055759375005,0.00015262385375294625
468,375,323,0,0,0,0,0,323,2744387.0544000017,7318.365478400005,0.0001366425334935073
469,347,301,0,0,0,0,0,301,2750559.511200001,7926.684470317005,0.0001261561506257367
470,304,263,0,0,0,0,0,263,2562551.3040000005,8429.44507894737,0.0001186317712060917
471,268,232,0,0,0,0,0,232,2429041.198800001,9063.58656268657,0.00011033159920564453
472,236,201,0,0,0,0,0,201,2311122.4056,9792.891549152542,0.0001021148855760113
473,176,144,0,0,0,0,0,144,1812902.2668,10300.581061363637,9.708190188909746e-05
474,89,77,0,0,0,0,0,77,900982.7759999997,10123.401977528087,9.878102264631974e-05
475,58,None,None,None,None,None,None,None,598496.1192,10318.898606896551,9.69095673962392e-05
476,31,None,None,None,None,None,None,None,317458.5768,10240.599251612903,9.765053542569779e-05
477,27,None,None,None,None,None,None,None,298015.9704,11037.628533333333,9.059917145970511e-05
478,10,None,None,None,None,None,None,None,114864.1944,11486.41944,8.705933169370663e-05
479,0,None,None,None,None,None,None,None,0.0,0.0,0.0
480,1,None,None,None,None,None,None,None,8544.1836,8544.1836,0.0001170386834852191
481,1,None,None,None,None,None,None,None,8221.1868,8221.1868,0.00012163693932851642
482,1,None,None,None,None,None,None,None,8071.481999999999,8071.481999999999,0.00012389298520395635
483,6,None,None,None,None,None,None,None,65827.7688,10971.294800000001,9.114694466144505e-05
484,18,None,None,None,None,None,None,None,198945.9552,11052.553066666667,9.047683317765689e-05
485,49,None,None,None,None,None,None,None,538161.4008000001,10982.885730612246,9.105075155364059e-05
486,71,28,0,0,0,0,0,28,752378.6280000001,10596.882084507044,9.436738014307338e-05
487,89,28,0,0,0,0,0,28,902391.7559999999,10139.233213483145,9.862678754348018e-05
488,109,28,0,0,0,0,0,28,1064180.9604,9763.12807706422,0.00010242618883073188
489,120,28,0,0,0,0,0,28,1109594.2368,9246.61864,0.00010814764174160858
490,146,26,0,0,0,0,0,26,1320822.1752000004,9046.727227397263,0.00011053721139856886
491,168,26,0,0,0,0,0,26,1462220.9052000004,8703.695864285717,0.00011489372050594585
492,223,183,0,0,0,0,0,183,1975486.1999999995,8858.68251121076,0.0001128836030340278
493,276,235,0,0,0,0,0,235,2458159.286399999,8906.374226086953,0.0001122791356634195
494,372,316,0,0,0,0,0,316,3401440.0607999973,9143.656077419348,0.00010936544326831617
495,432,365,0,0,0,0,0,365,3812382.3791999985,8824.959211111107,0.0001133149713305128
496,435,370,0,0,0,0,0,370,3548858.7587999976,8158.295997241374,0.00012257461611323462
497,449,None,None,None,None,None,None,None,3449639.305200001,7682.93831893096,0.00013015853550925612
498,452,392,0,0,0,0,0,392,3213910.1316000014,7110.420645132746,0.00014063865556034635
499,448,392,101,0,0,0,0,392,2805795.651599999,6262.936722321427,0.00015966950399418038
500,447,390,68,0,0,0,0,390,2745143.4516000017,6141.260518120809,0.00016283302052556376
501,430,368,64,0,0,0,0,368,2560898.057999999,5955.576879069765,0.0001679098465699255
502,385,332,85,0,0,0,0,332,2315158.0248000016,6013.397467012991,0.00016629534393586753
503,352,308,97,0,0,0,0,308,2150663.9399999995,6109.840738636362,0.00016367038729444642
504,337,296,106,0,0,0,0,296,2067367.028399999,6134.620262314537,0.00016300927477827436
505,342,302,42,0,0,0,0,302,2226230.7108000014,6509.446522807021,0.00015362289197650206
506,380,331,2,0,0,0,0,331,2269785.198000001,5973.118942105265,0.00016741672310438595
507,376,329,6,0,0,0,0,329,2405789.0999999973,6398.375265957439,0.00015628967643090594
508,371,326,11,0,0,0,0,326,2599160.140799998,7005.822481940695,0.00014273841545054227
509,342,294,0,0,0,0,0,294,2605800.7679999983,7619.300491228065,0.00013124564402615152
510,316,271,1,0,0,0,0,271,2620628.8715999983,8293.129340506324,0.00012058174410902731
511,274,239,27,0,0,0,0,239,2407604.1539999982,8786.876474452549,0.00011380608375541131
512,236,206,47,0,0,0,0,206,2186516.7179999994,9264.901347457624,0.00010793423075944671
513,175,144,1,0,0,0,0,144,1738385.8176000009,9933.633243428576,0.00010066810153893418
514,94,82,1,0,0,0,0,82,910272.8904000001,9683.75415319149,0.00010326573601317918
515,67,58,1,0,0,0,0,58,667066.3560000001,9956.214268656719,0.00010043978293517771
516,43,None,None,None,None,None,None,None,436053.3984,10140.776706976745,9.861177589207845e-05
517,30,None,None,None,None,None,None,None,315758.6123999999,10525.287079999998,9.500928501039995e-05
518,23,None,None,None,None,None,None,None,259326.52920000005,11275.066486956524,8.869127300995009e-05
519,6,None,None,None,None,None,None,None,70205.7816,11700.963600000001,8.546304682120368e-05
520,1,None,None,None,None,None,None,None,9687.762,9687.762,0.0001032230147685296
521,1,None,None,None,None,None,None,None,9404.3076,9404.3076,0.00010633425048751063
522,1,None,None,None,None,None,None,None,9273.9048,9273.9048,0.00010782944418407228
523,2,None,None,None,None,None,None,None,20692.683599999997,10346.341799999998,9.665251925081386e-05
524,8,None,None,None,None,None,None,None,87364.97520000002,10920.621900000002,9.156987662030491e-05
525,31,None,None,None,None,None,None,None,346998.74159999995,11193.507793548386,8.933749977610871e-05
526,49,None,None,None,None,None,None,None,523440.9912,10682.469208163266,9.3611315933944e-05
527,66,18,0,0,0,0,0,18,674519.472,10219.991999999998,9.784743471423462e-05
528,89,20,0,0,0,0,0,20,883169.8968000005,9923.257267415735,0.00010077336231961111
529,105,20,0,0,0,0,0,20,992264.1323999994,9450.134594285708,0.00010581859866892037
530,130,20,0,0,0,0,0,20,1191327.7632000002,9164.059716923079,0.00010912194277317081
531,165,20,0,0,0,0,0,20,1495506.868800001,9063.677992727278,0.00011033048623333738
532,216,173,0,0,0,0,0,173,1957087.9632000003,9060.592422222224,0.00011036805910697144
533,280,232,0,0,0,0,0,232,2536120.4303999995,9057.572965714284,0.00011040485169540554
534,355,297,0,0,0,0,0,297,3249063.7152000023,9152.292155492964,0.00010926224633244759
535,432,363,0,0,0,0,0,363,3878053.5695999996,8976.975855555555,0.0001113960888489115
536,442,370,0,0,0,0,0,370,3673094.1311999997,8310.167717647058,0.000120334514774768
537,464,390,0,0,0,0,0,390,3654732.4883999997,7876.578638793103,0.00012695867658514562
538,463,395,0,0,0,0,0,395,3423987.0240000007,7395.220354211665,0.0001352224750720901
539,465,402,109,0,0,0,0,402,3033017.531999997,6522.61834838709,0.000153312664728771
540,466,401,71,0,0,0,0,401,2914652.247600002,6254.61855708155,0.00015988185224625548
541,461,389,0,0,0,0,0,389,2793978.0059999996,6060.689817787418,0.00016499771974225056
542,409,357,1,0,0,0,0,357,2624473.7783999997,6416.806304156478,0.00015584076448626027
543,367,322,104,0,0,0,0,322,2212399.689600001,6028.337028882836,0.00016588322703405963
544,371,327,103,0,0,0,0,327,2286634.2444000007,6163.43462102426,0.00016224719843524788
545,365,326,72,0,0,0,0,326,2365257.9516000007,6480.158771506852,0.0001543172066087305
546,371,319,66,0,0,0,0,319,2316896.0123999985,6245.0027288409665,0.00016012803251177983
547,364,315,1,0,0,0,0,315,2403895.7904000008,6604.109314285716,0.00015142087333970143
548,353,300,1,0,0,0,0,300,2513518.6836000006,7120.4495286119,0.00014044057134057736
549,337,295,15,0,0,0,0,295,2517474.351600001,7470.250301483683,0.00013386432310057774
550,309,269,18,0,0,0,0,269,2471647.4951999993,7998.859207766988,0.00012501782742081372
551,275,239,24,0,0,0,0,239,2364292.269600001,8597.426434909095,0.00011631387689920647
552,245,205,0,0,0,0,0,205,2301199.4796,9392.650937142858,0.00010646621562881044
553,176,143,0,0,0,0,0,143,1706483.0663999994,9695.926513636361,0.0001031360952038569
554,100,86,0,0,0,0,0,86,942109.1004,9421.091004,0.00010614481906346311
555,73,62,0,0,0,0,0,62,705963.96,9670.73917808219,0.00010340471204790682
556,48,None,None,None,None,None,None,None,470888.9555999999,9810.186574999998,0.00010193486049983715
557,36,None,None,None,None,None,None,None,369769.296,10271.369333333332,9.735800237994883e-05
558,26,None,None,None,None,None,None,None,281879.5188,10841.519953846155,9.223798916177233e-05
559,14,None,None,None,None,None,None,None,160806.91439999998,11486.20817142857,8.706093299679657e-05
560,1,None,None,None,None,None,None,None,10844.3124,10844.3124,9.2214237575819e-05
561,1,None,None,None,None,None,None,None,10592.0376,10592.0376,9.441054098977141e-05
562,1,None,None,None,None,None,None,None,10476.6156,10476.6156,9.545067206627301e-05
563,2,None,None,None,None,None,None,None,22442.281199999998,11221.140599999999,8.91175002298786e-05
564,6,None,None,None,None,None,None,None,68119.5876,11353.2646,8.808039231288594e-05
565,18,None,None,None,None,None,None,None,203397.9888,11299.888266666667,8.849645026578553e-05
566,37,None,None,None,None,None,None,None,403514.9148000001,10905.80850810811,9.169425625404415e-05
567,53,None,None,None,None,None,None,None,551664.5171999999,10408.764475471697,9.607288188300397e-05
568,68,16,0,0,0,0,0,16,673499.0700000001,9904.398088235295,0.00010096524706411249
569,95,16,0,0,0,0,0,16,922925.1324000004,9715.001393684213,0.00010293359305641547
570,130,None,None,None,None,None,None,None,1242349.4123999996,9556.533941538459,0.00010464044873564432
571,160,None,None,None,None,None,None,None,1475373.1823999998,9221.08239,0.00010844713860104662
572,197,None,None,None,None,None,None,None,1773856.0872000002,9004.34562030457,0.00011105748736976795
573,251,1,0,0,0,0,0,1,2246944.1712000007,8951.968809561755,0.00011170727035285046
574,339,None,None,None,None,None,None,None,3105813.2112000016,9161.69088849558,0.0001091501571239114
575,421,352,0,0,0,0,0,352,3884064.5831999984,9225.806610926362,0.0001083916065198759
576,442,374,5,0,0,0,0,374,3797494.1676000007,8591.615763800906,0.00011639254215875255
577,471,401,5,0,0,0,0,401,3835665.7596000032,8143.664033121026,0.00012279484958280555
578,466,391,0,0,0,0,0,391,3577661.8572000028,7677.385959656658,0.0001302526674124276
579,469,395,0,0,0,0,0,395,3338670.912000002,7118.701304904055,0.00014047506099337285
580,481,405,0,0,0,0,0,405,3217700.749199998,6689.606547193343,0.0001494856226513882
581,499,411,0,0,0,0,0,411,3152881.136399996,6318.399070941876,0.00015826793919981557
582,475,405,9,0,0,0,0,405,2922655.02,6152.9579368421055,0.00016252345786606042
583,416,370,40,0,0,0,0,370,2626811.4203999997,6314.450529807692,0.0001583669070300651
584,401,359,64,0,0,0,0,359,2579007.763199996,6431.4408059850275,0.00015548615468394128
585,381,332,88,0,0,0,0,332,2433189.7859999994,6386.324897637794,0.0001565845797118598
586,389,334,106,0,0,0,0,334,2492896.2971999994,6408.473771722363,0.00015604339435897177
587,363,313,96,0,0,0,0,313,2336531.4108,6436.725649586778,0.000155358493501148
588,346,299,91,0,0,0,0,299,2312416.3476000014,6683.284241618501,0.00014962703423157541
589,318,276,13,0,0,0,0,276,2398597.864799999,7542.760581132073,0.00013257745479837473
590,302,260,10,0,0,0,0,260,2459275.8132000007,8143.297394701989,0.00012280037821664204
591,275,237,25,0,0,0,0,237,2335599.206400002,8493.088023272734,0.00011774280417909281
592,245,208,55,0,0,0,0,208,2210636.416800001,9023.005782857148,0.00011082781326594125
593,184,145,0,0,0,0,0,145,1766940.9168000012,9602.939765217398,0.00010413477793769763
594,105,87,0,0,0,0,0,87,965583.7295999998,9196.035519999998,0.00010874251168616628
595,77,64,0,0,0,0,0,64,724236.4607999999,9405.668322077921,0.00010631886706579909
596,52,42,0,0,0,0,0,42,496253.8703999999,9543.34366153846,0.00010478507695685271
597,41,None,None,None,None,None,None,None,411866.42879999994,10045.522653658534,9.954683638444679e-05
598,29,None,None,None,None,None,None,None,305759.01719999994,10543.414386206894,9.484593542185158e-05
599,18,None,None,None,None,None,None,None,201653.00879999995,11202.94493333333,8.926224362886871e-05
600,0,None,None,None,None,None,None,None,0.0,0.0,0.0
601,1,None,None,None,None,None,None,None,11782.9848,11782.9848,8.486813969241478e-05
602,1,None,None,None,None,None,None,None,11679.5244,11679.5244,8.561992472912682e-05
603,1,None,None,None,None,None,None,None,11702.9868,11702.9868,8.54482720599155e-05
604,2,None,None,None,None,None,None,None,23450.154000000002,11725.077000000001,8.528728638626423e-05
605,7,None,None,None,None,None,None,None,79664.24639999999,11380.606628571428,8.786877823274057e-05
606,31,None,None,None,None,None,None,None,348206.1432,11232.456232258064,8.902772281703961e-05
607,43,None,None,None,None,None,None,None,456381.0420000001,10613.512604651165,9.42195140524702e-05
608,62,None,None,None,None,None,None,None,633879.5688,10223.864012903226,9.781037763588509e-05
609,87,None,None,None,None,None,None,None,864617.0303999997,9938.126786206893,0.00010062258426687593
610,144,None,None,None,None,None,None,None,1443745.3007999999,10026.009033333332,9.974058438161325e-05
611,164,None,None,None,None,None,None,None,1547998.5996,9439.015851219512,0.00010594324829646311
612,182,None,None,None,None,None,None,None,1619489.7444000004,8898.295298901101,0.00011238107597120264
613,207,None,None,None,None,None,None,None,1784716.0643999993,8621.81673623188,0.00011598483597982908
614,305,None,None,None,None,None,None,None,2802409.010399999,9188.226263606555,0.00010883493411137231
615,399,5,0,0,0,0,0,5,3655677.8124000006,9162.09978045113,0.0001091452859020011
616,433,None,None,None,None,None,None,None,3846162.3971999995,8882.592141339492,0.00011257974970459473
617,468,392,0,0,0,0,0,392,3923231.1360000013,8382.972512820515,0.00011928942847786367
618,470,393,0,0,0,0,0,393,3660338.1276,7787.953462978723,0.00012840343804744844
619,486,404,0,0,0,0,0,404,3593930.2691999995,7394.918249382715,0.00013522799932013773
620,498,413,0,0,0,0,0,413,3500030.563199998,7028.1738216867425,0.0001422844718089233
621,496,403,0,0,0,0,0,403,3352504.2168000005,6759.081082258065,0.0001479491054819424
622,486,418,27,0,0,0,0,418,3171934.605600001,6526.614414814817,0.0001532187956025243
623,463,404,54,0,0,0,0,404,2984439.2183999997,6445.873041900647,0.00015513802296440162
624,429,None,None,None,None,None,None,None,2918457.3492000047,6802.930883916095,0.00014699546666926473
625,396,344,105,0,0,0,0,344,2503310.8739999966,6321.4921060605975,0.0001581905004739737
626,406,348,114,0,0,0,0,348,2639974.3392,6502.399850246305,0.0001537893736205904
627,368,314,94,0,0,0,0,314,2509435.0296000014,6819.1169282608735,0.00014664655416827364
628,346,295,91,0,0,0,0,295,2335143.0336,6748.968305202313,0.00014817079511681352
629,314,265,87,0,0,0,0,265,2165071.7592,6895.1329910828035,0.00014502983500002967
630,285,236,14,0,0,0,0,236,2370833.7035999997,8318.714749473684,0.00012021087753529102
631,269,221,28,0,0,0,0,221,2353058.5883999984,8747.42969665427,0.00011431929545915432
632,239,193,46,0,0,0,0,193,2118705.5183999995,8864.876646025103,0.00011280472813441654
633,185,136,0,0,0,0,0,136,1750127.3243999989,9460.147699459454,0.00010570659484070628
634,118,91,0,0,0,0,0,91,1087562.8427999995,9216.634261016945,0.00010849947732326116
635,91,71,0,0,0,0,0,71,864167.6207999999,9496.34748131868,0.00010530364458200492
636,61,47,0,0,0,0,0,47,582197.6099999998,9544.223114754095,0.00010477542152740892
637,45,34,0,0,0,0,0,34,442263.63360000006,9828.080746666668,0.00010174926578001143
638,35,None,None,None,None,None,None,None,364726.0548,10420.744422857142,9.596243410466655e-05
639,24,None,None,None,None,None,None,None,265127.86079999997,11046.9942,9.052236127724229e-05
640,0,None,None,None,None,None,None,None,0.0,0.0,0.0
641,0,None,None,None,None,None,None,None,0.0,0.0,0.0
642,0,None,None,None,None,None,None,None,0.0,0.0,0.0
643,0,None,None,None,None,None,None,None,0.0,0.0,0.0
644,0,None,None,None,None,None,None,None,0.0,0.0,0.0
645,3,None,None,None,None,None,None,None,35000.499599999996,11666.8332,8.571306222154612e-05
646,17,None,None,None,None,None,None,None,193742.90879999998,11396.641694117645,8.774514693360484e-05
647,44,None,None,None,None,None,None,None,487767.71280000004,11085.629836363638,9.020687274977827e-05
648,58,None,None,None,None,None,None,None,607936.8143999998,10481.6692137931,9.540465164499507e-05
