centroid,nb_destinations,trajets,trajets_ok,nb_station_DRT,DRT,DRT_ok,WALK_to_station_DRT,WALK,somme,inaccessibilite,accessibilite
975,102,3,0,0,0,0,0,3,698942.7083999998,6852.379494117645,0.00014593470791546788
976,114,5,0,0,0,0,0,5,827936.2919999998,7262.599052631577,0.0001376917537031944
977,123,5,0,0,0,0,0,5,943434.7763999999,7670.20143414634,0.00013037467250184357
978,144,7,0,0,0,0,0,7,1094821.0392000002,7602.923883333335,0.00013152834558716796
979,156,None,None,None,None,None,None,None,1170795.0348,7505.0963769230775,0.000133242792600883
980,167,None,None,None,None,None,None,None,1273357.4651999993,7624.8950011976,0.00013114934695401516
981,185,113,0,0,0,0,0,113,1459153.6823999998,7887.317202162161,0.00012678582265283672
982,198,115,0,0,0,0,0,115,1646009.419199999,8313.17888484848,0.0001202909276766064
983,213,120,0,0,0,0,0,120,1801746.4572000015,8458.903554929584,0.0001182186312335044
984,224,129,0,0,0,0,0,129,1926140.7804000012,8598.842769642863,0.00011629471857892027
985,252,3,0,0,0,0,0,3,2233681.727999999,8863.816380952378,0.00011281822152238159
986,256,4,0,0,0,0,0,4,2254844.4156,8807.9859984375,0.00011353333215758925
987,231,153,0,0,0,0,0,153,1946509.7543999993,8426.449153246751,0.00011867394934848629
988,200,136,0,0,0,0,0,136,1596397.8252,7981.989126,0.00012528205491318782
989,186,123,0,0,0,0,0,123,1458015.2604000005,7838.791722580648,0.00012757068122110852
990,173,128,3,0,0,0,0,128,1345139.2752,7775.371532947977,0.0001286112175813748
991,161,106,0,0,0,0,0,106,1216136.9364,7553.645567701863,0.00013238640746871078
992,152,96,0,0,0,0,0,96,1144266.3047999998,7528.067794736841,0.00013283621073380053
993,142,89,0,0,0,0,0,89,1090978.6991999997,7682.948585915491,0.00013015836157399474
994,134,79,0,0,0,0,0,79,1064868.6287999998,7946.780811940297,0.0001258371186603596
995,130,75,0,0,0,0,0,75,1078709.1768000002,8297.76289846154,0.00012051440999662772
996,110,64,0,0,0,0,0,64,901418.8452,8194.716774545454,0.00012202984282583313
997,106,23,0,0,0,0,0,23,875391.8664,8258.413833962264,0.0001210886279260499
998,91,24,0,0,0,0,0,24,743768.742,8173.2828791208785,0.00012234985804229992
999,74,21,0,0,0,0,0,21,613841.6399999998,8295.157297297294,0.00012055226491314605
1000,0,None,None,None,None,None,None,None,0.0,0.0,0.0
1001,0,None,None,None,None,None,None,None,0.0,0.0,0.0
1002,0,None,None,None,None,None,None,None,0.0,0.0,0.0
1003,0,None,None,None,None,None,None,None,0.0,0.0,0.0
1004,5,None,None,None,None,None,None,None,57781.504799999995,11556.300959999999,8.653287963521504e-05
1005,7,None,None,None,None,None,None,None,74251.34159999999,10607.334514285712,9.427439086164608e-05
1006,10,None,None,None,None,None,None,None,99270.27360000001,9927.027360000002,0.00010073509054980583
1007,18,1,0,0,0,0,0,1,180828.1512,10046.008399999999,9.954202307853934e-05
1008,27,1,0,0,0,0,0,1,262532.694,9723.433111111111,0.00010284433374229573
1009,35,1,0,0,0,0,0,1,320061.2376,9144.60678857143,0.00010935407318439989
1010,49,1,0,0,0,0,0,1,442529.1983999999,9031.208130612242,0.00011072715693600212
1011,67,1,0,0,0,0,0,1,597992.1456,8925.255904477614,0.00011204160538392194
1012,84,None,None,None,None,None,None,None,744566.2872000001,8863.884371428572,0.0001128173561495627
1013,92,None,None,None,None,None,None,None,789981.0251999996,8586.75027391304,0.00011645849338812708
1014,96,None,None,None,None,None,None,None,759617.8751999998,7912.686199999997,0.00012637933246992662
1015,95,1,0,0,0,0,0,1,689236.9019999999,7255.125284210525,0.00013783359498647393
1016,100,2,0,0,0,0,0,2,707093.1683999997,7070.931683999997,0.0001414240788470331
1017,121,5,0,0,0,0,0,5,936630.9276000002,7740.751467768597,0.00012918642384578032
1018,126,None,None,None,None,None,None,None,960005.6063999999,7619.092114285714,0.00013124923350447634
1019,148,None,None,None,None,None,None,None,1155762.6864,7809.207340540541,0.00012805396967866672
1020,162,None,None,None,None,None,None,None,1258004.0616,7765.45717037037,0.00012877541889170003
1021,170,1,0,0,0,0,0,1,1348564.5828000007,7932.732840000004,0.0001260599619537924
1022,183,1,0,0,0,0,0,1,1531377.4235999996,8368.182642622949,0.00011950025981824853
1023,189,107,0,0,0,0,0,107,1575385.6739999996,8335.373936507935,0.00011997062250802215
1024,194,106,0,0,0,0,0,106,1628230.1567999998,8392.938952577319,0.00011914777477237794
1025,211,124,0,0,0,0,0,124,1840393.6019999997,8722.244559241704,0.00011464938791935662
1026,210,125,0,0,0,0,0,125,1773888.1799999997,8447.08657142857,0.00011838401223238323
1027,176,102,0,0,0,0,0,102,1394792.8008000006,7924.959095454548,0.00012618361659097542
1028,165,98,1,0,0,0,0,98,1286015.1972000003,7794.03149818182,0.000128303304937025
1029,155,112,0,0,0,0,0,112,1185701.2332,7649.68537548387,0.0001307243305985962
1030,150,96,0,0,0,0,0,96,1106176.5936,7374.5106240000005,0.00013560221836897852
1031,150,95,0,0,0,0,0,95,1109354.3291999998,7395.695527999998,0.00013521378702165525
1032,151,93,0,0,0,0,0,93,1073711.082,7110.669417218543,0.0001406337352118342
1033,142,86,0,0,0,0,0,86,1031336.3639999998,7262.93214084507,0.0001376854389670294
1034,130,75,0,0,0,0,0,75,970172.5404,7462.865695384616,0.00013399678365087645
1035,120,67,0,0,0,0,0,67,907327.5588000002,7561.062990000002,0.00013225653606147245
1036,102,57,0,0,0,0,0,57,788441.0495999998,7729.814211764704,0.000129369215430561
1037,93,22,0,0,0,0,0,22,718829.1887999998,7729.34611612903,0.0001293770501379507
1038,90,22,0,0,0,0,0,22,708775.1255999998,7875.279173333331,0.00012697962548250018
1039,78,22,0,0,0,0,0,22,623378.8968000002,7992.037138461541,0.0001251245436770454
1040,0,None,None,None,None,None,None,None,0.0,0.0,0.0
1041,0,None,None,None,None,None,None,None,0.0,0.0,0.0
1042,0,None,None,None,None,None,None,None,0.0,0.0,0.0
1043,0,None,None,None,None,None,None,None,0.0,0.0,0.0
1044,2,None,None,None,None,None,None,None,22399.1988,11199.5994,8.92889079586186e-05
1045,7,None,None,None,None,None,None,None,75896.79000000001,10842.398571428572,9.223051462387275e-05
1046,10,None,None,None,None,None,None,None,102224.2836,10222.42836,9.782411426945916e-05
1047,16,1,0,0,0,0,0,1,161309.7456,10081.8591,9.918805550456463e-05
1048,24,1,0,0,0,0,0,1,234331.8684,9763.82785,0.00010241884795213794
1049,34,1,0,0,0,0,0,1,319551.05880000006,9398.560552941179,0.00010639927192755711
1050,38,1,0,0,0,0,0,1,328078.99559999997,8633.657778947367,0.00011582576303156667
1051,49,1,0,0,0,0,0,1,415579.5768,8481.215853061223,0.00011790762283677267
1052,70,1,0,0,0,0,0,1,609193.5347999999,8702.76478285714,0.00011490601262369144
1053,83,2,0,0,0,0,0,2,716366.2260000004,8630.918385542172,0.00011586252532234812
1054,90,2,0,0,0,0,0,2,732135.7764,8134.84196,0.00012292801813693747
1055,88,2,0,0,0,0,0,2,686357.9976000005,7799.522700000005,0.00012821297385287426
1056,94,3,0,0,0,0,0,3,691112.1347999999,7352.256753191488,0.00013601266027140813
1057,102,3,0,0,0,0,0,3,777171.9288,7619.332635294118,0.00013124509033347886
1058,115,None,None,None,None,None,None,None,902677.6931999999,7849.37124521739,0.00012739873918045326
1059,138,None,None,None,None,None,None,None,1112030.6604,8058.193191304347,0.00012409729777626913
1060,149,None,None,None,None,None,None,None,1198986.2123999996,8046.887331543621,0.00012427165421839847
1061,164,3,0,0,0,0,0,3,1352940.4440000004,8249.63685365854,0.00012121745693042491
1062,174,2,0,0,0,0,0,2,1475396.2739999993,8479.288931034478,0.00011793441739436038
1063,181,2,0,0,0,0,0,2,1543391.6999999988,8527.025966850822,0.00011727418256817122
1064,183,2,0,0,0,0,0,2,1551825.1272,8479.918727868853,0.0001179256584987716
1065,179,104,0,0,0,0,0,104,1516156.1652,8470.146174301675,0.00011806171693163788
1066,179,107,7,0,0,0,0,107,1465186.3896000008,8185.398824581011,0.00012216875700631332
1067,147,83,1,0,0,0,0,83,1173904.9667999996,7985.7480734693845,0.00012522308377373504
1068,143,104,1,0,0,0,0,104,1074470.1372,7513.777183216783,0.00013308885472857235
1069,141,101,1,0,0,0,0,101,1045450.5647999997,7414.543012765956,0.00013487007874635762
1070,149,24,0,0,0,0,0,24,1075477.4904,7217.969734228188,0.00013854311348216386
1071,146,25,0,0,0,0,0,25,1005954.3996000006,6890.098627397264,0.00014513580343011
1072,138,24,0,0,0,0,0,24,972318.0695999998,7045.783113043477,0.00014192886496161854
1073,132,None,None,None,None,None,None,None,884684.2787999994,6702.153627272723,0.0001492057711018071
1074,122,3,0,0,0,0,0,3,837545.2463999998,6865.124970491802,0.00014566377222530915
1075,111,3,0,0,0,0,0,3,775729.3067999997,6988.552313513511,0.00014309115180641006
1076,95,None,None,None,None,None,None,None,676752.9648000004,7123.715418947373,0.00014037618590717984
1077,92,21,0,0,0,0,0,21,657494.2775999999,7146.676930434782,0.00013992517217917155
1078,88,21,0,0,0,0,0,21,674911.5492000002,7669.449422727275,0.00013038745611081915
1079,74,21,0,0,0,0,0,21,566061.2196,7649.47594054054,0.00013072790969904488
1080,0,None,None,None,None,None,None,None,0.0,0.0,0.0
1081,0,None,None,None,None,None,None,None,0.0,0.0,0.0
1082,0,None,None,None,None,None,None,None,0.0,0.0,0.0
1083,0,None,None,None,None,None,None,None,0.0,0.0,0.0
1084,2,None,None,None,None,None,None,None,23080.548,11540.274,8.665305520475511e-05
1085,7,None,None,None,None,None,None,None,78411.4908,11201.641542857144,8.927262992428656e-05
1086,9,None,None,None,None,None,None,None,94125.93719999999,10458.437466666664,9.561657782887925e-05
1087,14,None,None,None,None,None,None,None,142561.36320000002,10182.954514285715,9.820332582229403e-05
1088,20,1,0,0,0,0,0,1,196202.38319999998,9810.119159999998,0.00010193556099475555
1089,32,1,0,0,0,0,0,1,311226.8448,9725.8389,0.00010281889411102624
1090,35,1,0,0,0,0,0,1,311842.0848,8909.773851428572,0.00011223629428480527
1091,38,1,0,0,0,0,0,1,311442.3684,8195.851799999999,0.00012201294318181791
1092,53,3,0,0,0,0,0,3,452849.96040000004,8544.338875471698,0.00011703655655216438
1093,72,3,0,0,0,0,0,3,629578.4496,8744.145133333333,0.00011436223721721239
1094,82,2,0,0,0,0,0,2,713527.6415999996,8701.556604878044,0.00011492196688571854
1095,94,4,0,0,0,0,0,4,803382.5472000001,8546.622842553194,0.00011700528014656874
1096,94,3,0,0,0,0,0,3,778998.2940000003,8287.215893617025,0.0001206677867256022
1097,103,3,0,0,0,0,0,3,850714.7220000002,8259.36623300971,0.0001210746650273674
1098,108,1,0,0,0,0,0,1,873780.5832,8090.560955555556,0.0001236008239099081
1099,132,1,0,0,0,0,0,1,1111045.5899999996,8417.012045454543,0.00011880700593033275
1100,141,1,0,0,0,0,0,1,1193483.3160000003,8464.420680851066,0.00011814157609891546
1101,153,3,0,0,0,0,0,3,1319865.3480000005,8626.570901960788,0.00011592091589633881
1102,168,3,0,0,0,0,0,3,1481253.7055999993,8816.986342857139,0.00011341743778588532
1103,165,3,0,0,0,0,0,3,1421993.086800001,8618.139920000007,0.00011603431938710032
1104,169,100,0,0,0,0,0,100,1442895.8675999998,8537.8453704142,0.00011712556934624908
1105,150,86,0,0,0,0,0,86,1251683.8308000006,8344.558872000003,0.00011983856970024856
1106,143,83,1,0,0,0,0,83,1142617.4915999998,7990.332109090908,0.000125151243571248
1107,130,64,0,0,0,0,0,64,1004589.6791999999,7727.612916923076,0.00012940606766289383
1108,123,89,1,0,0,0,0,89,901144.2480000004,7326.376000000003,0.00013649313111966947
1109,134,96,1,0,0,0,0,96,984486.3732,7346.913232835821,0.0001361115843223334
1110,123,91,0,0,0,0,0,91,870587.4360000001,7077.946634146342,0.0001412839134976903
1111,130,97,3,0,0,0,0,97,848484.8051999997,6526.8061938461515,0.0001532142935304035
1112,131,96,3,0,0,0,0,96,835799.0939999996,6380.145755725188,0.00015673623115939876
1113,119,20,0,0,0,0,0,20,752991.0516000002,6327.655895798322,0.00015803640660422418
1114,114,14,0,0,0,0,0,14,700821.4415999999,6147.556505263157,0.0001626662559577715
1115,109,22,0,0,0,0,0,22,660398.6328000003,6058.703053211011,0.00016505182564938823
1116,103,21,0,0,0,0,0,21,678825.3659999999,6590.537533980581,0.0001517326917332668
1117,92,19,0,0,0,0,0,19,663432.4776000003,7211.2225826087,0.0001386727407931769
1118,84,20,0,0,0,0,0,20,632494.1603999999,7529.692385714285,0.00013280755026556608
1119,70,4,0,0,0,0,0,4,541235.8308,7731.94044,0.00012933363982301963
1120,0,None,None,None,None,None,None,None,0.0,0.0,0.0
1121,0,None,None,None,None,None,None,None,0.0,0.0,0.0
1122,0,None,None,None,None,None,None,None,0.0,0.0,0.0
1123,0,None,None,None,None,None,None,None,0.0,0.0,0.0
1124,1,None,None,None,None,None,None,None,11969.0988,11969.0988,8.354847902166201e-05
1125,5,None,None,None,None,None,None,None,56971.7448,11394.34896,8.77628027288362e-05
1126,7,None,None,None,None,None,None,None,74179.59360000001,10597.0848,9.436557495510463e-05
1127,12,None,None,None,None,None,None,None,124862.6316,10405.219299999999,9.610561499650469e-05
1128,14,None,None,None,None,None,None,None,134373.19439999998,9598.085314285712,0.00010418744648076925
1129,29,1,0,0,0,0,0,1,293208.73800000007,10110.646137931037,9.890564721164618e-05
1130,34,1,0,0,0,0,0,1,321978.5604,9469.95765882353,0.00010559709304172664
1131,35,3,0,0,0,0,0,3,302611.06440000003,8646.030411428572,0.0001156600141815568
1132,38,3,0,0,0,0,0,3,307952.95439999993,8104.025115789472,0.00012339547147400255
1133,51,3,0,0,0,0,0,3,434057.7840000001,8510.936941176473,0.0001174958770005608
1134,69,5,0,0,0,0,0,5,612507.5519999999,8876.92104347826,0.00011265167225236108
1135,85,4,0,0,0,0,0,4,779769.0684,9173.753745882354,0.00010900663214868296
1136,89,4,0,0,0,0,0,4,789360.7679999999,8869.22211235955,0.00011274945957283756
1137,96,5,0,0,0,0,0,5,841593.0515999999,8766.594287499998,0.00011406938284184856
1138,106,1,0,0,0,0,0,1,935736.2040000001,8827.70003773585,0.00011327978926847206
1139,119,2,0,0,0,0,0,2,1053261.8676000002,8850.940063865548,0.0001129823490820546
1140,130,1,0,0,0,0,0,1,1164164.6316000007,8955.112550769236,0.00011166805490502751
1141,141,None,None,None,None,None,None,None,1276845.0971999997,9055.63898723404,0.00011042843044093574
1142,141,None,None,None,None,None,None,None,1255435.2383999992,8903.796017021272,0.00011231164753643424
1143,148,None,None,None,None,None,None,None,1307864.3543999998,8836.921313513512,0.0001131615824699932
1144,138,None,None,None,None,None,None,None,1185746.9988,8592.369556521739,0.00011638233125587398
1145,119,1,0,0,0,0,0,1,960630.3023999998,8072.523549579831,0.00012387700003080814
1146,126,69,0,0,0,0,0,69,1016789.4144000006,8069.757257142862,0.0001239194647540185
1147,118,2,0,0,0,0,0,2,929824.0523999999,7879.864850847457,0.00012690572984794946
1148,114,3,0,0,0,0,0,3,841823.274,7384.4146842105265,0.0001354203471452133
1149,119,86,0,0,0,0,0,86,877293.7187999997,7372.216124369746,0.00013564442267154648
1150,120,18,0,0,0,0,0,18,806322.0095999998,6719.350079999998,0.00014882391720837386
1151,113,82,3,0,0,0,0,82,715421.0028000002,6331.159316814162,0.0001579489553112683
1152,107,18,0,0,0,0,0,18,698735.4552000002,6530.237899065422,0.0001531337778893347
1153,107,19,0,0,0,0,0,19,648330.8688000002,6059.166998130842,0.00016503918778084251
1154,103,12,0,0,0,0,0,12,619571.2812,6015.255157281553,0.00016624398697193845
1155,103,12,0,0,0,0,0,12,653012.3315999997,6339.92554951456,0.00015773055885121058
1156,98,19,0,0,0,0,0,19,659520.6792000002,6729.802848979594,0.00014859276303341113
1157,88,None,None,None,None,None,None,None,637852.8239999999,7248.327545454545,0.00013796286022243903
1158,80,3,0,0,0,0,0,3,604137.0744000003,7551.713430000003,0.0001324202790889007
1159,68,3,0,0,0,0,0,3,515151.3815999999,7575.755611764705,0.00013200003422062065
1160,0,None,None,None,None,None,None,None,0.0,0.0,0.0
1161,0,None,None,None,None,None,None,None,0.0,0.0,0.0
1162,0,None,None,None,None,None,None,None,0.0,0.0,0.0
1163,0,None,None,None,None,None,None,None,0.0,0.0,0.0
1164,0,None,None,None,None,None,None,None,0.0,0.0,0.0
1165,2,None,None,None,None,None,None,None,23004.9804,11502.4902,8.6937696325966e-05
1166,5,None,None,None,None,None,None,None,54306.437999999995,10861.2876,9.207011514914679e-05
1167,9,None,None,None,None,None,None,None,95443.4784,10604.830933333335,9.429664709286202e-05
1168,14,None,None,None,None,None,None,None,143203.3032,10228.807371428571,9.776310802305572e-05
1169,18,None,None,None,None,None,None,None,177016.8204,9834.2678,0.00010168525205303033
1170,31,3,0,0,0,0,0,3,310037.3688,10001.20544516129,9.998794700130999e-05
1171,34,3,0,0,0,0,0,3,318653.682,9372.167117647057,0.00010669890831514071
1172,35,3,0,0,0,0,0,3,304899.8351999999,8711.42386285714,0.00011479179704063025
1173,37,5,0,0,0,0,0,5,305664.0804000001,8261.191362162164,0.00012104791623399394
1174,46,5,0,0,0,0,0,5,392064.87119999994,8523.149373913042,0.00011732752250719883
1175,59,5,0,0,0,0,0,5,521963.91359999997,8846.845993220339,0.00011303463412456106
1176,74,1,0,0,0,0,0,1,692453.4228,9357.478686486485,0.00010686639355579196
1177,84,1,0,0,0,0,0,1,786359.1647999999,9361.418628571428,0.00010682141667588283
1178,96,2,0,0,0,0,0,2,888640.1856,9256.668599999999,0.00010803022590654267
1179,105,2,0,0,0,0,0,2,978427.5156000002,9318.357291428572,0.0001073150522914423
1180,111,2,0,0,0,0,0,2,1029800.2919999998,9277.480108108106,0.000107787889421185
1181,115,None,None,None,None,None,None,None,1059743.0268000003,9215.156754782613,0.00010851687351720913
1182,114,None,None,None,None,None,None,None,1019944.1436,8946.87845263158,0.00011177082658431179
1183,121,None,None,None,None,None,None,None,1107541.0691999993,9153.231976859499,0.00010925102767286174
1184,117,None,None,None,None,None,None,None,1026539.0796,8773.838287179487,0.00011397520301476498
1185,109,None,None,None,None,None,None,None,895333.3188000002,8214.067144954131,0.00012174236980936979
1186,107,1,0,0,0,0,0,1,868852.4988000001,8120.1168112149535,0.0001231509377573076
1187,114,2,0,0,0,0,0,2,868122.9575999996,7615.113663157891,0.00013131780354612758
1188,118,3,0,0,0,0,0,3,864902.6927999998,7329.683837288134,0.0001364315326825862
1189,114,4,0,0,0,0,0,4,808916.0604000001,7095.754915789475,0.00014092933195519478
1190,114,83,3,0,0,0,0,83,750594.2208000002,6584.15983157895,0.0001518796665906863
1191,108,14,0,0,0,0,0,14,728025.8556000002,6740.9801444444465,0.00014834637969140827
1192,97,11,0,0,0,0,0,11,660567.3276000002,6809.972449484538,0.0001468434721899194
1193,99,12,0,0,0,0,0,12,627177.1787999999,6335.123018181817,0.0001578501312650122
1194,99,9,0,0,0,0,0,9,642013.9836,6484.989733333334,0.00015420224874989778
1195,101,3,0,0,0,0,0,3,677687.1564,6709.773825742574,0.00014903632014590738
1196,96,3,0,0,0,0,0,3,681658.0547999998,7100.604737499998,0.00014083307506454484
1197,88,3,0,0,0,0,0,3,656899.6560000001,7464.768818181819,0.0001339626215301291
1198,76,1,0,0,0,0,0,1,589449.7176000004,7755.917336842111,0.00012893381357351581
1199,62,1,0,0,0,0,0,1,471887.1372,7611.082858064516,0.0001313873490341029
1200,0,None,None,None,None,None,None,None,0.0,0.0,0.0
1201,0,None,None,None,None,None,None,None,0.0,0.0,0.0
1202,0,None,None,None,None,None,None,None,0.0,0.0,0.0
1203,0,None,None,None,None,None,None,None,0.0,0.0,0.0
1204,0,None,None,None,None,None,None,None,0.0,0.0,0.0
1205,0,None,None,None,None,None,None,None,0.0,0.0,0.0
1206,5,None,None,None,None,None,None,None,57662.69640000001,11532.53928,8.671117225104304e-05
1207,5,None,None,None,None,None,None,None,52904.672399999996,10580.93448,9.450961083732182e-05
1208,11,None,None,None,None,None,None,None,116808.06360000002,10618.914872727275,9.41715808051457e-05
1209,14,None,None,None,None,None,None,None,141076.224,10076.873142857143,9.923713297004605e-05
1210,19,None,None,None,None,None,None,None,188149.836,9902.622947368422,0.00010098334606042388
1211,31,3,0,0,0,0,0,3,311417.70600000006,10045.732451612905,9.954475741979807e-05
1212,32,3,0,0,0,0,0,3,301550.9196,9423.4662375,0.00010611806471174826
1213,34,5,0,0,0,0,0,5,305996.9628,8999.910670588235,0.00011111221395430138
1214,35,5,0,0,0,0,0,5,302620.8108,8646.308879999999,0.00011565628916093038
1215,47,5,0,0,0,0,0,5,429965.85480000003,9148.209676595745,0.00010931100568872428
1216,54,2,0,0,0,0,0,2,496223.3148,9189.320644444444,0.00010882197266721414
1217,68,2,0,0,0,0,0,2,647797.7267999998,9526.437158823526,0.00010497103831454818
1218,75,2,0,0,0,0,0,2,712589.4815999998,9501.193087999998,0.00010524993974314652
1219,81,2,0,0,0,0,0,2,769441.0103999999,9499.271733333333,0.00010527122795013423
1220,88,None,None,None,None,None,None,None,832997.7948000001,9465.884031818183,0.000105642536570134
1221,90,None,None,None,None,None,None,None,832981.992,9255.355466666666,0.00010804555304239999
1222,90,None,None,None,None,None,None,None,803274.8435999996,8925.276039999995,0.00011204135261680943
1223,87,None,None,None,None,None,None,None,773476.9392000001,8890.539531034485,0.00011247911293901441
1224,103,None,None,None,None,None,None,None,932308.2095999996,9051.536015533977,0.00011047848655563318
1225,102,None,None,None,None,None,None,None,883989.0491999998,8666.55930588235,0.0001153860447618767
1226,94,None,None,None,None,None,None,None,773526.7428,8229.00790212766,0.00012152133184140508
1227,102,2,0,0,0,0,0,2,780645.2232,7653.3845411764705,0.00013066114666260856
1228,115,4,0,0,0,0,0,4,845199.8652000003,7349.564045217395,0.00013606249212165628
1229,115,4,0,0,0,0,0,4,834347.6411999996,7255.196879999997,0.0001378322348159352
1230,115,None,None,None,None,None,None,None,799863.7188,6955.336685217391,0.00014377449220040809
1231,111,16,0,0,0,0,0,16,753556.0571999996,6788.793308108105,0.00014730158286092808
1232,101,13,0,0,0,0,0,13,671943.9432000001,6652.910328712872,0.00015031015759887272
1233,101,6,0,0,0,0,0,6,688853.5836,6820.332510891089,0.00014662041746544527
1234,97,4,0,0,0,0,0,4,692163.2868000002,7135.703987628868,0.00014014034238719748
1235,99,3,0,0,0,0,0,3,704014.1976000001,7111.254521212122,0.00014062216406642535
1236,92,2,0,0,0,0,0,2,658741.5504000001,7160.234243478261,0.00013966023540512346
1237,85,1,0,0,0,0,0,1,668271.3047999998,7862.015350588233,0.00012719384984731432
1238,64,1,0,0,0,0,0,1,483524.8787999999,7555.076231249998,0.00013236133817733146
1239,63,1,0,0,0,0,0,1,483440.3640000001,7673.656571428573,0.00013031597005830483
1240,0,None,None,None,None,None,None,None,0.0,0.0,0.0
1241,0,None,None,None,None,None,None,None,0.0,0.0,0.0
1242,0,None,None,None,None,None,None,None,0.0,0.0,0.0
1243,0,None,None,None,None,None,None,None,0.0,0.0,0.0
1244,0,None,None,None,None,None,None,None,0.0,0.0,0.0
1245,0,None,None,None,None,None,None,None,0.0,0.0,0.0
1246,0,None,None,None,None,None,None,None,0.0,0.0,0.0
1247,5,None,None,None,None,None,None,None,56980.3632,11396.07264,8.774952841999434e-05
1248,7,None,None,None,None,None,None,None,75719.5056,10817.07222857143,9.244645675552324e-05
1249,11,None,None,None,None,None,None,None,116114.56320000002,10555.869381818184,9.473402557656091e-05
1250,15,None,None,None,None,None,None,None,154776.16439999998,10318.41096,9.691414733107316e-05
1251,21,None,None,None,None,None,None,None,215308.60560000004,10252.790742857145,9.75344201476729e-05
1252,27,5,0,0,0,0,0,5,273000.39719999995,10111.12582222222,9.89009550056435e-05
1253,32,5,0,0,0,0,0,5,317338.3416000001,9916.823175000003,0.00010083874466179535
1254,32,5,0,0,0,0,0,5,304756.50839999993,9523.640887499998,0.00010500185924823388
1255,38,2,0,0,0,0,0,2,365155.3632,9609.351663157895,0.00010406529337811462
1256,44,2,0,0,0,0,0,2,426082.70519999985,9683.697845454542,0.0001032663364718048
1257,50,2,0,0,0,0,0,2,487080.3180000001,9741.606360000002,0.00010265247465819383
1258,60,2,0,0,0,0,0,2,594445.2276000001,9907.420460000001,0.000100934446462364
1259,62,2,0,0,0,0,0,2,605133.306,9760.214612903226,0.00010245676346890746
1260,71,None,None,None,None,None,None,None,696214.9344,9805.844146478874,0.0001019800014218138
1261,75,None,None,None,None,None,None,None,717707.0339999999,9569.427119999998,0.00010449946349557446
1262,77,None,None,None,None,None,None,None,709274.6915999999,9211.35963116883,0.00010856160654245457
1263,73,None,None,None,None,None,None,None,663743.6807999999,9092.379189041094,0.00010998221468867959
1264,84,None,None,None,None,None,None,None,751916.2416000001,8951.38382857143,0.00011171457052351559
1265,88,None,None,None,None,None,None,None,749294.9723999997,8514.715595454543,0.0001174437347659428
1266,91,5,0,0,0,0,0,5,693801.2616000001,7624.189687912089,0.00013116147957145771
1267,93,4,0,0,0,0,0,4,708292.9619999999,7616.053354838709,0.000131301601158646
1268,106,4,0,0,0,0,0,4,819245.0436000003,7728.726826415097,0.00012938741690057137
1269,118,6,0,0,0,0,0,6,879412.0331999992,7452.644349152536,0.00013418056103988287
1270,120,None,None,None,None,None,None,None,868029.9636000001,7233.583030000001,0.00013824407570254985
1271,108,None,None,None,None,None,None,None,760514.8667999997,7041.8043222222195,0.00014200905822450127
1272,106,8,0,0,0,0,0,8,752917.4496,7102.99480754717,0.00014078568647374857
1273,109,8,0,0,0,0,0,8,782302.2443999999,7177.084811009173,0.00013933233706059405
1274,99,None,None,None,None,None,None,None,728545.4208,7359.044654545454,0.00013588720369869356
1275,96,None,None,None,None,None,None,None,712745.4456,7424.4317249999995,0.00013469044326082748
1276,86,None,None,None,None,None,None,None,674251.3859999996,7840.132395348833,0.00012754886646981257
1277,76,None,None,None,None,None,None,None,573708.8339999999,7548.80044736842,0.0001324713783298655
1278,62,None,None,None,None,None,None,None,496049.3976,8000.796735483871,0.00012498755224776026
1279,60,1,0,0,0,0,0,1,469772.7131999999,7829.545219999998,0.0001277213390945841
1280,0,None,None,None,None,None,None,None,0.0,0.0,0.0
1281,0,None,None,None,None,None,None,None,0.0,0.0,0.0
1282,0,None,None,None,None,None,None,None,0.0,0.0,0.0
1283,0,None,None,None,None,None,None,None,0.0,0.0,0.0
1284,0,None,None,None,None,None,None,None,0.0,0.0,0.0
1285,0,None,None,None,None,None,None,None,0.0,0.0,0.0
1286,0,None,None,None,None,None,None,None,0.0,0.0,0.0
1287,0,None,None,None,None,None,None,None,0.0,0.0,0.0
1288,7,None,None,None,None,None,None,None,81515.484,11645.069142857143,8.587325568722624e-05
1289,7,None,None,None,None,None,None,None,76038.558,10862.651142857143,9.205855797528406e-05
1290,9,None,None,None,None,None,None,None,93594.51719999999,10399.3908,9.615947888024365e-05
1291,12,None,None,None,None,None,None,None,123522.39120000001,10293.5326,9.714837839052455e-05
1292,17,None,None,None,None,None,None,None,175503.4332,10323.731364705882,9.686420197049455e-05
1293,21,5,0,0,0,0,0,5,214178.808,10198.990857142857,9.804891621210256e-05
1294,23,2,0,0,0,0,0,2,230617.2924,10026.8388,9.973233039310456e-05
1295,31,2,0,0,0,0,0,2,319025.39160000003,10291.14166451613,9.717094882174262e-05
1296,31,2,0,0,0,0,0,2,312053.96400000004,10066.256903225807,9.93417920497879e-05
1297,36,2,0,0,0,0,0,2,364614.5304,10128.1814,9.873440852866242e-05
1298,41,2,0,0,0,0,0,2,414782.03399999987,10116.634975609753,9.884709712378721e-05
1299,44,None,None,None,None,None,None,None,435300.8664,9893.20150909091,0.00010107951395522423
