centroid_id,longitude,latitude
0,-1.17697233705661,45.84220343171732
1,-1.17697233705661,45.833057630182566
2,-1.17697233705661,45.82391182864781
3,-1.17697233705661,45.81476602711305
4,-1.17697233705661,45.8056202255783
5,-1.17697233705661,45.79647442404353
6,-1.17697233705661,45.78732862250879
7,-1.17697233705661,45.77818282097402
8,-1.17697233705661,45.76903701943926
9,-1.17697233705661,45.75989121790451
10,-1.17697233705661,45.75074541636975
11,-1.17697233705661,45.741599614834996
12,-1.17697233705661,45.73245381330023
13,-1.17697233705661,45.72330801176548
14,-1.17697233705661,45.71416221023072
15,-1.17697233705661,45.70501640869597
16,-1.17697233705661,45.69587060716121
17,-1.17697233705661,45.686724805626454
18,-1.17697233705661,45.6775790040917
19,-1.17697233705661,45.66843320255693
20,-1.17697233705661,45.65928740102219
21,-1.17697233705661,45.650141599487426
22,-1.17697233705661,45.64099579795268
23,-1.17697233705661,45.63184999641791
24,-1.17697233705661,45.622704194883156
25,-1.17697233705661,45.613558393348406
26,-1.17697233705661,45.604412591813634
27,-1.17697233705661,45.59526679027889
28,-1.17697233705661,45.58612098874412
29,-1.17697233705661,45.57697518720938
30,-1.17697233705661,45.56782938567461
31,-1.17697233705661,45.55868358413986
32,-1.17697233705661,45.5495377826051
33,-1.17697233705661,45.54039198107034
34,-1.17697233705661,45.531246179535586
35,-1.17697233705661,45.52210037800082
36,-1.17697233705661,45.51295457646608
37,-1.17697233705661,45.503808774931315
38,-1.17697233705661,45.49466297339656
39,-1.17697233705661,45.4855171718618
40,-1.1640647043452097,45.84220343171732
41,-1.1640647043452097,45.833057630182566
42,-1.1640647043452097,45.82391182864781
43,-1.1640647043452097,45.81476602711305
44,-1.1640647043452097,45.8056202255783
45,-1.1640647043452097,45.79647442404353
46,-1.1640647043452097,45.78732862250879
47,-1.1640647043452097,45.77818282097402
48,-1.1640647043452097,45.76903701943926
49,-1.1640647043452097,45.75989121790451
50,-1.1640647043452097,45.75074541636975
51,-1.1640647043452097,45.741599614834996
52,-1.1640647043452097,45.73245381330023
53,-1.1640647043452097,45.72330801176548
54,-1.1640647043452097,45.71416221023072
55,-1.1640647043452097,45.70501640869597
56,-1.1640647043452097,45.69587060716121
57,-1.1640647043452097,45.686724805626454
58,-1.1640647043452097,45.6775790040917
59,-1.1640647043452097,45.66843320255693
60,-1.1640647043452097,45.65928740102219
61,-1.1640647043452097,45.650141599487426
62,-1.1640647043452097,45.64099579795268
63,-1.1640647043452097,45.63184999641791
64,-1.1640647043452097,45.622704194883156
65,-1.1640647043452097,45.613558393348406
66,-1.1640647043452097,45.604412591813634
67,-1.1640647043452097,45.59526679027889
68,-1.1640647043452097,45.58612098874412
69,-1.1640647043452097,45.57697518720938
70,-1.1640647043452097,45.56782938567461
71,-1.1640647043452097,45.55868358413986
72,-1.1640647043452097,45.5495377826051
73,-1.1640647043452097,45.54039198107034
74,-1.1640647043452097,45.531246179535586
75,-1.1640647043452097,45.52210037800082
76,-1.1640647043452097,45.51295457646608
77,-1.1640647043452097,45.503808774931315
78,-1.1640647043452097,45.49466297339656
79,-1.1640647043452097,45.4855171718618
80,-1.15115707163381,45.84220343171732
81,-1.15115707163381,45.833057630182566
82,-1.15115707163381,45.82391182864781
83,-1.15115707163381,45.81476602711305
84,-1.15115707163381,45.8056202255783
85,-1.15115707163381,45.79647442404353
86,-1.15115707163381,45.78732862250879
87,-1.15115707163381,45.77818282097402
88,-1.15115707163381,45.76903701943926
89,-1.15115707163381,45.75989121790451
90,-1.15115707163381,45.75074541636975
91,-1.15115707163381,45.741599614834996
92,-1.15115707163381,45.73245381330023
93,-1.15115707163381,45.72330801176548
94,-1.15115707163381,45.71416221023072
95,-1.15115707163381,45.70501640869597
96,-1.15115707163381,45.69587060716121
97,-1.15115707163381,45.686724805626454
98,-1.15115707163381,45.6775790040917
99,-1.15115707163381,45.66843320255693
100,-1.15115707163381,45.65928740102219
101,-1.15115707163381,45.650141599487426
102,-1.15115707163381,45.64099579795268
103,-1.15115707163381,45.63184999641791
104,-1.15115707163381,45.622704194883156
105,-1.15115707163381,45.613558393348406
106,-1.15115707163381,45.604412591813634
107,-1.15115707163381,45.59526679027889
108,-1.15115707163381,45.58612098874412
109,-1.15115707163381,45.57697518720938
110,-1.15115707163381,45.56782938567461
111,-1.15115707163381,45.55868358413986
112,-1.15115707163381,45.5495377826051
113,-1.15115707163381,45.54039198107034
114,-1.15115707163381,45.531246179535586
115,-1.15115707163381,45.52210037800082
116,-1.15115707163381,45.51295457646608
117,-1.15115707163381,45.503808774931315
118,-1.15115707163381,45.49466297339656
119,-1.15115707163381,45.4855171718618
120,-1.1382494389224096,45.84220343171732
121,-1.1382494389224096,45.833057630182566
122,-1.1382494389224096,45.82391182864781
123,-1.1382494389224096,45.81476602711305
124,-1.1382494389224096,45.8056202255783
125,-1.1382494389224096,45.79647442404353
126,-1.1382494389224096,45.78732862250879
127,-1.1382494389224096,45.77818282097402
128,-1.1382494389224096,45.76903701943926
129,-1.1382494389224096,45.75989121790451
130,-1.1382494389224096,45.75074541636975
131,-1.1382494389224096,45.741599614834996
132,-1.1382494389224096,45.73245381330023
133,-1.1382494389224096,45.72330801176548
134,-1.1382494389224096,45.71416221023072
135,-1.1382494389224096,45.70501640869597
136,-1.1382494389224096,45.69587060716121
137,-1.1382494389224096,45.686724805626454
138,-1.1382494389224096,45.6775790040917
139,-1.1382494389224096,45.66843320255693
140,-1.1382494389224096,45.65928740102219
141,-1.1382494389224096,45.650141599487426
142,-1.1382494389224096,45.64099579795268
143,-1.1382494389224096,45.63184999641791
144,-1.1382494389224096,45.622704194883156
145,-1.1382494389224096,45.613558393348406
146,-1.1382494389224096,45.604412591813634
147,-1.1382494389224096,45.59526679027889
148,-1.1382494389224096,45.58612098874412
149,-1.1382494389224096,45.57697518720938
150,-1.1382494389224096,45.56782938567461
151,-1.1382494389224096,45.55868358413986
152,-1.1382494389224096,45.5495377826051
153,-1.1382494389224096,45.54039198107034
154,-1.1382494389224096,45.531246179535586
155,-1.1382494389224096,45.52210037800082
156,-1.1382494389224096,45.51295457646608
157,-1.1382494389224096,45.503808774931315
158,-1.1382494389224096,45.49466297339656
159,-1.1382494389224096,45.4855171718618
160,-1.1253418062110097,45.84220343171732
161,-1.1253418062110097,45.833057630182566
162,-1.1253418062110097,45.82391182864781
163,-1.1253418062110097,45.81476602711305
164,-1.1253418062110097,45.8056202255783
165,-1.1253418062110097,45.79647442404353
166,-1.1253418062110097,45.78732862250879
167,-1.1253418062110097,45.77818282097402
168,-1.1253418062110097,45.76903701943926
169,-1.1253418062110097,45.75989121790451
170,-1.1253418062110097,45.75074541636975
171,-1.1253418062110097,45.741599614834996
172,-1.1253418062110097,45.73245381330023
173,-1.1253418062110097,45.72330801176548
174,-1.1253418062110097,45.71416221023072
175,-1.1253418062110097,45.70501640869597
176,-1.1253418062110097,45.69587060716121
177,-1.1253418062110097,45.686724805626454
178,-1.1253418062110097,45.6775790040917
179,-1.1253418062110097,45.66843320255693
180,-1.1253418062110097,45.65928740102219
181,-1.1253418062110097,45.650141599487426
182,-1.1253418062110097,45.64099579795268
183,-1.1253418062110097,45.63184999641791
184,-1.1253418062110097,45.622704194883156
185,-1.1253418062110097,45.613558393348406
186,-1.1253418062110097,45.604412591813634
187,-1.1253418062110097,45.59526679027889
188,-1.1253418062110097,45.58612098874412
189,-1.1253418062110097,45.57697518720938
190,-1.1253418062110097,45.56782938567461
191,-1.1253418062110097,45.55868358413986
192,-1.1253418062110097,45.5495377826051
193,-1.1253418062110097,45.54039198107034
194,-1.1253418062110097,45.531246179535586
195,-1.1253418062110097,45.52210037800082
196,-1.1253418062110097,45.51295457646608
197,-1.1253418062110097,45.503808774931315
198,-1.1253418062110097,45.49466297339656
199,-1.1253418062110097,45.4855171718618
200,-1.1124341734996095,45.84220343171732
201,-1.1124341734996095,45.833057630182566
202,-1.1124341734996095,45.82391182864781
203,-1.1124341734996095,45.81476602711305
204,-1.1124341734996095,45.8056202255783
205,-1.1124341734996095,45.79647442404353
206,-1.1124341734996095,45.78732862250879
207,-1.1124341734996095,45.77818282097402
208,-1.1124341734996095,45.76903701943926
209,-1.1124341734996095,45.75989121790451
210,-1.1124341734996095,45.75074541636975
211,-1.1124341734996095,45.741599614834996
212,-1.1124341734996095,45.73245381330023
213,-1.1124341734996095,45.72330801176548
214,-1.1124341734996095,45.71416221023072
215,-1.1124341734996095,45.70501640869597
216,-1.1124341734996095,45.69587060716121
217,-1.1124341734996095,45.686724805626454
218,-1.1124341734996095,45.6775790040917
219,-1.1124341734996095,45.66843320255693
220,-1.1124341734996095,45.65928740102219
221,-1.1124341734996095,45.650141599487426
222,-1.1124341734996095,45.64099579795268
223,-1.1124341734996095,45.63184999641791
224,-1.1124341734996095,45.622704194883156
225,-1.1124341734996095,45.613558393348406
226,-1.1124341734996095,45.604412591813634
