stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon
281,SUL4A1,ST-SULPICE-DE-ROYAN - Commerces,ARRET DU RESEAU CARA BUS .,45.6679704394945,-1.01200177102362
258,SUL4A2,ST-SULPICE-DE-ROYAN - Commerces,ARRET DU RESEAU CARA BUS .,45.6682178904028,-1.01171766616624
822,SUL4B1,ST-SULPICE-DE-ROYAN - Rigaleau,ARRET DU RESEAU CARA BUS .,45.6628884729214,-1.02628826309238
823,SUL4B2,ST-SULPICE-DE-ROYAN - Rigaleau,ARRET DU RESEAU CARA BUS .,45.66291548667,-1.02620880002507
806,SUL5A1,ST-SULPICE-DE-ROYAN - Champagnole,ARRET DU RESEAU CARA BUS .,45.6685150592692,-1.04061999121126
807,SUL5A2,ST-SULPICE-DE-ROYAN - Champagnole,ARRET DU RESEAU CARA BUS .,45.6685159865492,-1.04056055562623
2614,SUL5B1,ST-SULPICE-DE-ROYAN - Eiffel,ARRET DU RESEAU CARA BUS .,45.6646249056922,-1.01234109244801
2615,SUL5B2,ST-SULPICE-DE-ROYAN - Eiffel,ARRET DU RESEAU CARA BUS .,45.6647035621051,-1.01242863120825
809,SUL6A1,ST-SULPICE-DE-ROYAN - Grolier,ARRET DU RESEAU CARA BUS .,45.6850862062681,-0.99235475027752
810,SUL6A2,ST-SULPICE-DE-ROYAN - Grolier,ARRET DU RESEAU CARA BUS .,45.6851373469877,-0.992282198567129
260,SUL7A1,ST-SULPICE-DE-ROYAN - Jaffe,ARRET DU RESEAU CARA BUS .,45.65771,-1.021796
279,SUL7A2,ST-SULPICE-DE-ROYAN - Jaffe,ARRET DU RESEAU CARA BUS .,45.6574,-1.022333
812,SUL8A1,ST-SULPICE-DE-ROYAN - Lande,ARRET DU RESEAU CARA BUS .,45.6705458695642,-1.02382235921874
811,SUL8A2,ST-SULPICE-DE-ROYAN - Lande,ARRET DU RESEAU CARA BUS .,45.6704282794558,-1.02377239715156
75,SULAU2,ST-SULPICE-DE-ROYAN - Aubat,ARRET DU RESEAU CARA BUS .,45.6670272093738,-0.984912929484525
182,SULAUB,ST-SULPICE-DE-ROYAN - Aubat,ARRET DU RESEAU CARA BUS .,45.6670820480242,-0.984878593772278
179,SULBR2,ST-SULPICE-DE-ROYAN - Breuille,ARRET DU RESEAU CARA BUS .,45.6780948323584,-1.00325751614926
76,SULBRE,ST-SULPICE-DE-ROYAN - Breuille,ARRET DU RESEAU CARA BUS .,45.6781342867433,-1.00332835165398
2606,SULCE2,ST-SULPICE-DE-ROYAN - Centre,ARRET DU RESEAU CARA BUS .,45.6725980047435,-1.01072504164172
257,SULCEN,ST-SULPICE-DE-ROYAN - Centre,ARRET DU RESEAU CARA BUS .,45.6725838039632,-1.01086567608612
181,SULCR2,ST-SULPICE-DE-ROYAN - Crèche,ARRET DU RESEAU CARA BUS .,45.6819777230493,-0.990679017258591
78,SULCRE,ST-SULPICE-DE-ROYAN - Crèche,ARRET DU RESEAU CARA BUS .,45.6818867338253,-0.990378688848455
109,SULFON,ST-SULPICE-DE-ROYAN - Fontbedeau,ARRET DU RESEAU CARA BUS .,45.6886512284472,-0.996355658564688
813,SULMA2,ST-SULPICE-DE-ROYAN - Maries,ARRET DU RESEAU CARA BUS .,45.6657547036613,-0.992199686959048
104,SULMAR,ST-SULPICE-DE-ROYAN - Maries,ARRET DU RESEAU CARA BUS .,45.6657887580883,-0.991709408879995
662,SULSA2,ST-SULPICE-DE-ROYAN - Sauvages,ARRET DU RESEAU CARA BUS .,45.6960405204434,-1.00629674368944
