route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id
32,8,574,ST-GEORGES-DE-DIDONNE - Parasols,,1,
126,8,575,ROYAN - Gare ,,1,
172,8,576,SAUJON - Hopiteau,,1,
32,8,577,ST-PALAIS-SUR-MER - Vallet,,0,
31,8,578,ROYAN - Cordouan,,0,
134,8,579,ROYAN - Perche,,1,
103,10,580,LES MATHES - Palmyre OT,,0,
133,8,581,VAUX-SUR-MER - Val Lumière,,1,
33,9,582,ARVERT - Halle,,1,
34,8,583,LA TREMBLADE - Ronce Casino,,1,
35,8,584,SAUJON - Richelieu,,1,
36,8,585,COZES - Gare,,1,
37,8,586,MESCHERS-SUR-GIRONDE - Longée,,1,
126,8,587,VAUX-SUR-MER - Val Lumière,,0,
128,9,588,SAUJON - Gare,,1,
128,11,589,SAUJON - Gare,,1,
134,8,590,ROYAN - Cordouan,,0,
31,8,591,ST-SULPICE-DE-ROYAN - Centre,,1,
133,8,592,MEDIS - Aérodrome,,0,
161,8,593,MARENNES - Place Carnot,,1,
32,8,594,ST-GEORGES-DE-DIDONNE - Parasols,,1,
172,8,595,SAUJON - Gare,,0,
161,8,596,ETAULES - Eglise,,0,
32,8,597,ST-PALAIS-SUR-MER - Vallet,,0,
126,8,598,ROYAN - Gare ,,1,
31,8,599,ROYAN - Cordouan,,0,
133,8,600,ROYAN - Gare ,,1,
134,8,601,ROYAN - Perche,,1,
34,8,602,ROYAN - Gare ,,0,
126,8,603,VAUX-SUR-MER - Val Lumière,,0,
133,8,604,MEDIS - Aérodrome,,0,
134,8,605,ROYAN - Cordouan,,0,
31,8,606,ROYAN - Gare Intermodale - arrivée,,1,
33,8,607,ROYAN - Gare ,,0,
37,8,608,ROYAN - Gare ,,0,
31,8,609,ROYAN - Cordouan,,0,
35,8,610,ROYAN - Gare ,,0,
36,8,611,ROYAN - Gare ,,0,
32,8,612,ST-GEORGES-DE-DIDONNE - Parasols,,1,
32,8,613,ST-PALAIS-SUR-MER - Vallet,,0,
126,8,614,ROYAN - Gare ,,1,
133,8,615,VAUX-SUR-MER - Val Lumière,,1,
103,10,616,ROYAN - Gare ,,1,
134,8,617,ROYAN - Perche,,1,
31,8,618,ST-SULPICE-DE-ROYAN - Centre,,1,
33,8,619,ARVERT - Halle,,1,
35,8,620,SAUJON - Richelieu,,1,
36,8,621,COZES - Gare,,1,
37,8,622,MESCHERS-SUR-GIRONDE - Longée,,1,
126,8,623,VAUX-SUR-MER - Val Lumière,,0,
34,8,624,LA TREMBLADE - Ronce Casino,,1,
128,8,625,RONCE - Casino,,0,
134,8,626,ROYAN - Cordouan,,0,
128,11,627,COZES - Gare,,1,
128,9,628,COZES - Gare,,1,
161,8,629,ETAULES - Eglise,,0,
133,8,630,MEDIS - Aérodrome,,0,
31,8,631,ROYAN - Cordouan,,0,
172,8,632,SAUJON - Hopiteau,,1,
32,8,633,ST-GEORGES-DE-DIDONNE - Parasols,,1,
103,10,634,LES MATHES - Palmyre OT,,0,
32,8,635,ST-PALAIS-SUR-MER - Vallet,,0,
126,8,636,ROYAN - Gare ,,1,
133,8,637,VAUX-SUR-MER - Val Lumière,,1,
134,8,638,ROYAN - Perche,,1,
31,8,639,ST-SULPICE-DE-ROYAN - Centre,,1,
172,8,640,SAUJON - Gare,,0,
35,8,641,SAUJON - Richelieu,,1,
36,8,642,COZES - Gare,,1,
37,8,643,MESCHERS-SUR-GIRONDE - Longée,,1,
126,8,644,VAUX-SUR-MER - Grosse Pierre,,0,
34,8,645,ROYAN - Gare ,,0,
33,8,646,ARVERT - Halle,,1,
34,8,647,LA TREMBLADE - Ronce Casino,,1,
134,8,648,ROYAN - Cordouan,,0,
31,8,649,ROYAN - Cordouan,,0,
133,8,650,MEDIS - Aérodrome,,0,
103,10,651,ROYAN - Gare ,,1,
33,8,652,ROYAN - Gare ,,0,
128,8,653,SAUJON - Gare,,1,
37,8,654,ROYAN - Gare ,,0,
161,9,655,MARENNES - Place Carnot,,1,
161,11,656,MARENNES - Place Carnot,,1,
35,8,657,ROYAN - Gare ,,0,
32,8,658,ST-GEORGES-DE-DIDONNE - Parasols,,1,
172,8,659,SAUJON - Hopiteau,,1,
36,8,660,ROYAN - Gare ,,0,
126,8,661,ROYAN - Gare ,,1,
32,8,662,ST-PALAIS-SUR-MER - Vallet,,0,
134,8,663,ROYAN - Perche,,1,
128,8,664,RONCE - Casino,,0,
133,8,665,VAUX-SUR-MER - Val Lumière,,1,
31,8,666,ST-SULPICE-DE-ROYAN - Centre,,1,
33,8,667,LES MATHES - Eglise,,1,
34,8,668,LA TREMBLADE - Ronce Casino,,1,
35,8,669,SAUJON - Richelieu,,1,
36,8,670,COZES - Gare,,1,
37,8,671,MESCHERS-SUR-GIRONDE - Longée,,1,
126,8,672,VAUX-SUR-MER - Grosse Pierre,,0,
34,8,673,ROYAN - Gare ,,0,
32,8,674,ST-GEORGES-DE-DIDONNE - Parasols,,1,
126,8,675,ROYAN - Gare ,,1,
32,8,676,ST-PALAIS-SUR-MER - Vallet,,0,
128,8,677,COZES - Gare,,1,
134,8,678,ROYAN - Perche,,1,
133,8,679,VAUX-SUR-MER - Val Lumière,,1,
31,8,680,ST-SULPICE-DE-ROYAN - Centre,,1,
161,9,681,ETAULES - Eglise,,0,
161,11,682,ETAULES - Eglise,,0,
126,8,683,VAUX-SUR-MER - Val Lumière,,0,
34,12,684,ROYAN - Gare ,,0,
32,12,685,ST-PALAIS-SUR-MER - Vallet,,0,
32,12,686,ST-GEORGES-DE-DIDONNE - Parasols,,1,
128,12,687,SAUJON - Gare,,1,
36,12,688,ROYAN - Gare ,,0,
33,12,689,ROYAN - Gare ,,0,
31,12,690,ST-SULPICE-DE-ROYAN - Centre,,1,
37,12,691,ROYAN - Gare ,,0,
35,12,692,ROYAN - Gare ,,0,
32,12,693,ST-GEORGES-DE-DIDONNE - Parasols,,1,
172,16,694,SAUJON - Gare,,0,
126,12,695,ROYAN - Gare ,,1,
32,12,696,ST-PALAIS-SUR-MER - Vallet,,0,
128,12,697,SAUJON - Gare,,0,
133,12,698,MEDIS - Aérodrome,,0,
31,12,699,ROYAN - Cordouan,,0,
134,12,700,ROYAN - Cordouan,,0,
128,12,701,RONCE - Casino,,0,
34,12,702,ROYAN - Gare ,,0,
34,12,703,LA TREMBLADE - Ronce Casino,,1,
35,12,704,SAUJON - Richelieu,,1,
36,12,705,COZES - Gare,,1,
37,12,706,MESCHERS-SUR-GIRONDE - Longée,,1,
126,12,707,VAUX-SUR-MER - Grosse Pierre,,0,
172,16,708,SAUJON - Hopiteau,,1,
103,14,709,LES MATHES - Palmyre OT,,0,
128,12,710,SAUJON - Gare,,0,
134,12,711,ROYAN - Perche,,1,
31,12,712,ST-SULPICE-DE-ROYAN - Centre,,1,
133,12,713,VAUX-SUR-MER - Val Lumière,,1,
33,12,714,ROYAN - Gare ,,0,
36,12,715,ROYAN - Gare ,,0,
37,12,716,ROYAN - Gare ,,0,
172,12,717,SAUJON - Gare,,0,
35,12,718,ROYAN - Gare ,,0,
32,12,719,ST-GEORGES-DE-DIDONNE - Parasols,,1,
103,14,720,LES MATHES - Eglise,,0,
126,12,721,ROYAN - Gare ,,1,
134,12,722,ROYAN - Cordouan,,0,
32,12,723,ST-PALAIS-SUR-MER - Vallet,,0,
31,12,724,ROYAN - Gare ,,0,
133,12,725,MEDIS - Aérodrome,,0,
103,14,726,ROYAN - Gare ,,1,
31,12,727,ST-SULPICE-DE-ROYAN - Centre,,1,
33,12,728,ARVERT - Halle,,1,
35,12,729,SAUJON - Richelieu,,1,
36,12,730,COZES - Gare,,1,
37,12,731,MESCHERS-SUR-GIRONDE - Longée,,1,
126,12,732,VAUX-SUR-MER - Val Lumière,,0,
172,12,733,SAUJON - Hopiteau,,1,
34,12,734,LA TREMBLADE - Ronce Casino,,1,
134,12,735,ROYAN - Perche,,1,
133,12,736,VAUX-SUR-MER - Val Lumière,,1,
161,12,737,MARENNES - Place Carnot,,1,
31,12,738,ROYAN - Cordouan,,0,
32,12,739,ST-GEORGES-DE-DIDONNE - Parasols,,1,
134,12,740,ROYAN - Cordouan,,0,
103,14,741,ROYAN - Gare ,,1,
103,15,742,LA TREMBLADE - Ronce Casino,,0,
32,12,743,ST-PALAIS-SUR-MER - Vallet,,0,
126,12,744,ROYAN - Gare ,,1,
124,14,745,ROYAN - Gare ,,0,
133,12,746,MEDIS - Aérodrome,,0,
31,12,747,ST-SULPICE-DE-ROYAN - Centre,,1,
103,14,748,LES MATHES - Palmyre OT,,0,
128,12,749,SAUJON - Gare,,0,
128,12,750,SAUJON - Gare,,0,
126,12,751,VAUX-SUR-MER - Val Lumière,,0,
134,12,752,ROYAN - Perche,,1,
128,12,753,SAUJON - Gare,,1,
133,12,754,ROYAN - Gare ,,1,
31,12,755,ROYAN - Cordouan,,0,
172,12,756,SAUJON - Gare,,0,
133,12,757,MEDIS - Aérodrome,,0,
32,12,758,ST-GEORGES-DE-DIDONNE - Parasols,,1,
134,12,759,ROYAN - Cordouan,,0,
103,14,760,LES MATHES - Eglise,,0,
124,14,761,TALMONT-SUR-GIRONDE - Place,,1,
32,12,762,ST-PALAIS-SUR-MER - Vallet,,0,
126,12,763,ROYAN - Gare ,,1,
133,12,764,ROYAN - Gare ,,1,
103,14,765,ROYAN - Gare ,,1,
31,12,766,ST-SULPICE-DE-ROYAN - Centre,,1,
172,12,767,SAUJON - Hopiteau,,1,
126,12,768,VAUX-SUR-MER - Val Lumière,,0,
133,12,769,MEDIS - Aérodrome,,0,
103,14,770,LES MATHES - Palmyre OT,,0,
134,12,771,ROYAN - Perche,,1,
133,12,772,VAUX-SUR-MER - Val Lumière,,1,
34,12,773,ROYAN - Gare ,,0,
103,15,774,LES MATHES - Eglise,,1,
31,12,775,ROYAN - Cordouan,,0,
128,12,776,RONCE - Casino,,0,
124,14,777,ROYAN - Gare ,,0,
172,12,778,SAUJON - Gare,,0,
103,14,779,LES MATHES - Eglise,,0,
134,12,780,ROYAN - Cordouan,,0,
161,12,781,ETAULES - Eglise,,0,
32,12,782,ST-GEORGES-DE-DIDONNE - Parasols,,1,
33,12,783,ROYAN - Gare ,,0,
36,12,784,ROYAN - Gare ,,0,
37,12,785,ROYAN - Gare ,,0,
35,12,786,ROYAN - Gare ,,0,
103,14,787,ROYAN - Gare ,,1,
32,12,788,ST-PALAIS-SUR-MER - Vallet,,0,
126,12,789,ROYAN - Gare ,,1,
133,12,790,MEDIS - Aérodrome,,0,
31,12,791,ST-SULPICE-DE-ROYAN - Centre,,1,
172,12,792,SAUJON - Hopiteau,,1,
134,12,793,ROYAN - Perche,,1,
124,14,794,TALMONT-SUR-GIRONDE - Place,,1,
103,14,795,LES MATHES - Palmyre OT,,0,
33,12,796,ARVERT - Halle,,1,
35,12,797,SAUJON - Richelieu,,1,
36,12,798,COZES - Gare,,1,
37,12,799,MESCHERS-SUR-GIRONDE - Longée,,1,
126,12,800,VAUX-SUR-MER - Grosse Pierre,,0,
34,12,801,LA TREMBLADE - Ronce Casino,,1,
161,12,802,MARENNES - Place Carnot,,1,
103,14,803,ROYAN - Gare ,,1,
134,12,804,ROYAN - Gare ,,0,
31,12,805,ROYAN - Gare ,,0,
133,12,806,VAUX-SUR-MER - Val Lumière,,1,
32,12,807,ROYAN - Gare ,,0,
32,12,808,ROYAN - Gare ,,1,
124,14,809,ROYAN - Gare ,,0,
103,15,810,LA TREMBLADE - Ronce Casino,,0,
34,12,811,ROYAN - Gare ,,0,
133,12,812,MEDIS - Aérodrome,,0,
134,12,813,ROYAN - Cordouan,,0,
33,12,814,ROYAN - Gare ,,0,
36,12,815,ROYAN - Gare ,,0,
37,12,816,ROYAN - Gare ,,0,
35,12,817,ROYAN - Gare ,,0,
103,14,818,ROYAN - Gare ,,1,
32,12,819,ST-GEORGES-DE-DIDONNE - Parasols,,1,
126,12,820,ROYAN - Gare ,,1,
32,12,821,ST-PALAIS-SUR-MER - Vallet,,0,
172,12,822,SAUJON - Gare,,0,
31,12,823,ROYAN - Cordouan,,0,
103,14,824,LES MATHES - Eglise,,0,
124,14,825,TALMONT-SUR-GIRONDE - Place,,1,
134,12,826,ROYAN - Perche,,1,
133,12,827,VAUX-SUR-MER - Val Lumière,,1,
124,14,828,ROYAN - Gare ,,0,
33,13,829,ARVERT - Halle,,1,
34,12,830,LA TREMBLADE - Ronce Casino,,1,
35,12,831,SAUJON - Richelieu,,1,
36,12,832,COZES - Gare,,1,
37,12,833,MESCHERS-SUR-GIRONDE - Longée,,1,
126,12,834,VAUX-SUR-MER - Val Lumière,,0,
172,12,835,SAUJON - Hopiteau,,1,
134,12,836,ROYAN - Cordouan,,0,
31,12,837,ST-SULPICE-DE-ROYAN - Centre,,1,
133,12,838,MEDIS - Aérodrome,,0,
128,12,839,SAUJON - Gare,,1,
103,14,840,LES MATHES - Palmyre OT,,0,
161,12,841,MARENNES - Place Carnot,,1,
32,12,842,ST-GEORGES-DE-DIDONNE - Parasols,,1,
161,12,843,ETAULES - Eglise,,0,
32,12,844,ST-PALAIS-SUR-MER - Vallet,,0,
126,12,845,ROYAN - Gare ,,1,
103,14,846,ROYAN - Gare ,,1,
31,12,847,ROYAN - Cordouan,,0,
124,14,848,TALMONT-SUR-GIRONDE - Place,,1,
133,12,849,ROYAN - Gare ,,1,
134,12,850,ROYAN - Perche,,1,
34,12,851,ROYAN - Gare ,,0,
103,15,852,LES MATHES - Eglise,,1,
126,12,853,VAUX-SUR-MER - Val Lumière,,0,
133,12,854,MEDIS - Aérodrome,,0,
134,12,855,ROYAN - Cordouan,,0,
31,12,856,ROYAN - Gare Intermodale - arrivée,,1,
33,12,857,ROYAN - Gare ,,0,
103,14,858,LES MATHES - Palmyre OT,,0,
37,12,859,ROYAN - Gare ,,0,
31,12,860,ROYAN - Cordouan,,0,
35,12,861,ROYAN - Gare ,,0,
36,12,862,ROYAN - Gare ,,0,
32,12,863,ST-GEORGES-DE-DIDONNE - Parasols,,1,
103,14,864,ROYAN - Gare ,,1,
172,12,865,SAUJON - Gare,,0,
128,12,866,RONCE - Casino,,0,
124,14,867,ROYAN - Gare ,,0,
32,12,868,ST-PALAIS-SUR-MER - Vallet,,0,
126,12,869,ROYAN - Gare ,,1,
133,12,870,VAUX-SUR-MER - Val Lumière,,1,
134,12,871,ROYAN - Perche,,1,
31,12,872,ST-SULPICE-DE-ROYAN - Centre,,1,
33,12,873,ARVERT - Halle,,1,
35,12,874,SAUJON - Richelieu,,1,
36,12,875,COZES - Gare,,1,
37,12,876,MESCHERS-SUR-GIRONDE - Longée,,1,
126,12,877,VAUX-SUR-MER - Val Lumière,,0,
34,12,878,LA TREMBLADE - Ronce Casino,,1,
172,12,879,SAUJON - Hopiteau,,1,
134,12,880,ROYAN - Cordouan,,0,
161,12,881,ETAULES - Eglise,,0,
133,12,882,MEDIS - Aérodrome,,0,
31,12,883,ROYAN - Cordouan,,0,
103,14,884,LES MATHES - Eglise,,0,
32,12,885,ST-GEORGES-DE-DIDONNE - Parasols,,1,
103,14,886,ROYAN - Gare ,,1,
124,14,887,TALMONT-SUR-GIRONDE - Place,,1,
32,12,888,ST-PALAIS-SUR-MER - Vallet,,0,
126,12,889,ROYAN - Gare ,,1,
133,12,890,VAUX-SUR-MER - Val Lumière,,1,
134,12,891,ROYAN - Perche,,1,
128,12,892,SAUJON - Gare,,1,
31,12,893,ST-SULPICE-DE-ROYAN - Centre,,1,
35,12,894,SAUJON - Richelieu,,1,
36,12,895,COZES - Gare,,1,
37,12,896,MESCHERS-SUR-GIRONDE - Longée,,1,
126,12,897,VAUX-SUR-MER - Grosse Pierre,,0,
34,12,898,ROYAN - Gare ,,0,
103,15,899,LES MATHES - Eglise,,1,
172,12,900,SAUJON - Gare,,0,
33,12,901,ARVERT - Halle,,1,
103,14,902,ROYAN - Gare ,,1,
34,12,903,LA TREMBLADE - Ronce Casino,,1,
134,12,904,ROYAN - Cordouan,,0,
31,12,905,ROYAN - Cordouan,,0,
133,12,906,MEDIS - Aérodrome,,0,
33,12,907,ROYAN - Gare ,,0,
124,14,908,ROYAN - Gare ,,0,
37,12,909,ROYAN - Gare ,,0,
161,12,910,MARENNES - Place Carnot,,1,
35,12,911,ROYAN - Gare ,,0,
32,12,912,ST-GEORGES-DE-DIDONNE - Parasols,,1,
103,14,913,LES MATHES - Palmyre OT,,0,
36,12,914,ROYAN - Gare ,,0,
126,12,915,ROYAN - Gare ,,1,
103,14,916,ROYAN - Gare ,,1,
32,12,917,ST-PALAIS-SUR-MER - Vallet,,0,
103,15,918,LA TREMBLADE - Ronce Casino,,0,
134,12,919,ROYAN - Perche,,1,
172,12,920,SAUJON - Hopiteau,,1,
133,12,921,VAUX-SUR-MER - Val Lumière,,1,
31,12,922,ST-SULPICE-DE-ROYAN - Centre,,1,
128,12,923,COZES - Gare,,1,
33,12,924,LES MATHES - Eglise,,1,
34,12,925,LA TREMBLADE - Ronce Casino,,1,
35,12,926,SAUJON - Richelieu,,1,
36,12,927,COZES - Gare,,1,
37,12,928,MESCHERS-SUR-GIRONDE - Longée,,1,
126,12,929,VAUX-SUR-MER - Grosse Pierre,,0,
34,12,930,ROYAN - Gare ,,0,
103,14,931,LES MATHES - Palmyre OT,,0,
124,14,932,TALMONT-SUR-GIRONDE - Place,,1,
103,14,933,ROYAN - Gare ,,1,
32,12,934,ST-GEORGES-DE-DIDONNE - Parasols,,1,
126,12,935,ROYAN - Gare ,,1,
32,12,936,ST-PALAIS-SUR-MER - Vallet,,0,
128,12,937,COZES - Gare,,1,
128,12,938,RONCE - Casino,,0,
134,12,939,ROYAN - Perche,,1,
103,14,940,ROYAN - Gare ,,1,
133,12,941,VAUX-SUR-MER - Val Lumière,,1,
31,12,942,ST-SULPICE-DE-ROYAN - Centre,,1,
161,12,943,ETAULES - Eglise,,0,
126,12,944,VAUX-SUR-MER - Val Lumière,,0,
103,14,945,LES MATHES - Palmyre OT,,0,
