centroid_id,distance,stop_id
0,7277.88,19265
0,7275.495,19262
0,7275.495,19261
0,6954.322,19259
0,6953.605,19260
0,6953.975,19258
0,6815.221,16003
0,6796.877,16004
0,6815.221,15917
0,7193.035,16005
0,7187.311,16006
0,7193.035,15918
0,6469.651,16007
0,6457.038,16008
0,6463.558,15919
0,5924.155,16009
0,5938.093,16010
0,5924.155,15920
0,5819.347,16011
0,5831.638,16012
0,5825.276,15921
0,6696.564,16013
0,6696.877,16014
0,6696.712,15922
0,6843.437,19257
0,6901.118,16015
0,6901.118,15923
0,3155.261,9646
0,4537.894,19251
0,4545.624,19252
0,4541.902,19250
0,3155.261,9648
0,2132.457,16018
0,2132.457,15925
0,3799.007,16019
0,3807.449,16020
0,3803.072,15926
0,4164.079,16021
0,4176.653,16022
0,4170.366,15927
0,2620.135,16023
0,2620.135,15928
0,3773.238,16025
0,3782.49,16026
0,3778.03,15929
0,4337.762,16027
0,4348.96,16028
0,4343.56,15930
0,3638.196,16029
0,3650.83,16030
0,3644.171,15931
0,4057.966,16031
0,4041.669,16032
0,4049.47,15932
0,3750.183,16033
0,3732.285,16034
0,3741.64,15933
0,4332.1,16035
0,4332.1,15934
0,4991.032,16037
0,5000.463,16038
0,4995.626,15935
0,5115.665,16039
0,5110.711,16040
0,5113.186,15936
0,4684.423,16041
0,4684.097,16042
0,4684.256,15937
0,4022.7,16043
0,4059.378,16044
0,4041.034,15938
0,4647.749,16045
0,4654.811,16046
0,4651.28,15939
0,6647.326,16047
0,6647.326,15940
0,6791.547,16048
0,6791.547,15941
0,4944.383,16049
0,4920.17,16050
0,4944.383,15942
0,4739.425,8697
0,4731.367,8698
0,4735.155,8677
0,5701.974,19269
0,5701.974,19268
0,5419.659,8262
0,5407.296,8263
0,4387.487,8699
0,4375.118,8700
0,4380.937,8678
0,5276.611,8701
0,5267.059,8702
0,5271.554,8679
0,5544.884,8703
0,5566.103,8704
0,5556.041,8680
0,5129.597,19272
0,5112.118,19273
0,5120.277,19271
0,5413.112,5531
1,4624.415,19217
1,4767.236,15944
1,4767.236,15881
1,4862.085,15945
1,4693.024,15946
1,4693.024,18617
1,4862.085,15882
1,4839.793,15947
1,4839.793,15883
1,5166.967,16150
1,5167.254,16151
1,5167.107,16149
1,5052.86,15948
1,5052.86,15884
1,4549.543,15949
1,4549.543,15885
1,4644.271,15950
1,4644.271,15886
1,5298.048,15951
1,5298.048,15887
1,4821.618,15952
1,4917.86,15954
1,4917.86,19192
1,4821.618,15888
1,5255.289,15955
1,5255.289,15889
1,4954.81,18129
1,4954.81,15890
1,4202.643,15958
1,4202.643,15891
1,4755.89,19256
1,4755.89,19255
1,5246.65,18145
1,5026.538,15959
1,5026.538,15892
1,5290.472,15960
1,5290.472,15893
1,5246.65,18128
1,4428.63,15962
1,4477.097,15964
1,4448.952,15895
1,4650.037,15965
1,4650.037,15896
1,4714.507,16100
1,4714.507,16099
1,5364.631,15968
1,5364.631,15898
1,4816.667,15969
1,4766.92,15970
1,4791.558,15899
1,4048.005,19384
1,4048.005,19383
1,5102.602,15971
1,5102.602,15900
1,4978.644,15972
1,4978.644,15901
1,4936.937,16147
1,4941.656,16148
1,4939.295,16146
1,5094.208,15973
1,5094.208,15902
1,3659.891,19284
1,3659.891,19282
1,5252.234,19267
1,3858.869,19280
1,3831.086,19281
1,3844.15,19279
1,4083.789,15975
1,4083.789,15903
1,5252.234,15976
1,5273.727,15977
1,5273.727,15904
1,4143.52,15978
1,4148.114,15979
1,4145.747,15905
1,4631.886,15981
1,4617.098,15982
1,5449.98,15983
1,5453.918,15984
1,5451.881,15907
1,3873.541,16933
1,3867.448,16934
1,3873.541,16930
1,3799.797,687
1,3803.07,6167
1,3796.888,6168
1,5622.406,19253
1,5618.112,19254
1,5620.337,1171
1,5537.986,16144
1,5539.786,16145
1,5538.883,16143
1,4749.011,15985
1,4471.625,15986
1,4745.478,15908
1,4741.68,15987
1,4467.808,15988
1,4469.64,15909
1,5509.733,15989
1,5502.896,15990
1,5506.314,15910
1,4183.569,15993
1,4174.763,15994
1,4230.508,19274
1,4225.377,19275
1,4197.85,15912
1,5507.642,15995
1,5498.42,15996
1,5503.031,15913
1,5288.646,15997
1,5281.8,15998
1,5285.154,15914
1,5784.588,16001
1,5803.242,16002
1,5793.785,15916
1,4348.138,19277
1,4341.307,19278
1,4344.522,19276
1,6864.385,19264
1,6864.385,19265
1,6882.796,19262
1,6882.796,19261
1,6553.574,19259
1,6551.846,19260
1,6552.739,19258
1,6480.824,16003
1,6463.613,16004
1,6480.824,15917
1,6878.337,16005
1,6873.634,16006
1,6878.337,15918
1,6194.55,16007
1,6179.86,16008
1,6187.455,15919
1,5648.683,16009
1,5661.019,16010
1,5648.683,15920
1,5512.352,16011
1,5521.881,16012
1,5516.946,15921
1,6398.421,16013
1,6396.903,16014
1,6397.685,15922
1,6476.106,19257
1,6536.741,16015
1,6536.741,15923
1,2767.07,9646
1,3796.703,19251
1,3804.703,19252
1,3800.851,19250
1,2767.07,9648
1,1776.423,16018
1,1776.423,15925
1,3094.617,16019
1,3102.698,16020
1,3098.508,15926
1,3892.422,16021
1,3905.215,16022
1,3898.818,15927
1,2340.559,16023
1,2340.559,15928
1,2965.276,16025
1,2972.214,16026
1,2968.866,15929
1,3571.46,16027
1,3579.554,16028
1,3575.644,15930
1,2839.535,16029
1,2862.844,16030
1,2850.637,15931
1,3551.886,16031
1,3527.243,16032
1,3539.068,15932
1,3427.191,16033
1,3409.665,16034
1,3418.826,15933
1,4191.975,16035
1,4191.975,15934
1,5074.908,16037
1,5070.23,16038
1,5072.448,15935
1,5313.043,16039
1,5306.397,16040
1,5309.718,15936
1,4604.792,16041
1,4601.672,16042
1,4603.227,15937
1,3844.246,16043
1,3883.025,16044
1,3863.635,15938
1,4502.954,16045
1,4509.039,16046
1,4505.996,15939
1,6718.517,16047
1,6718.517,15940
1,6838.796,16048
1,6838.796,15941
1,4944.214,16049
1,4911.152,16050
1,4944.214,15942
1,3733.572,8697
1,3725.901,8698
1,3729.505,8677
1,4716.357,19269
1,4716.357,19268
1,4469.486,8262
1,4456.463,8263
1,3374.175,8699
1,3361.79,8700
1,3367.615,8678
1,4278.599,8701
1,4269.193,8702
1,4273.619,8679
1,4579.567,8703
1,4597.242,8704
1,4588.828,8680
1,4267.989,19272
1,4244.727,19273
1,4255.601,19271
1,4462.589,5531
2,4473.84,19217
2,4723.648,15944
2,4723.648,15881
2,4622.047,15945
2,4444.29,15946
2,4444.29,18617
2,4622.047,15882
2,4861.068,15947
2,4861.068,15883
2,4842.904,16150
2,4841.088,16151
2,4841.993,16149
2,4868.077,15948
2,4868.077,15884
2,4462.33,15949
2,4462.33,15885
2,4594.189,15950
2,4594.189,15886
2,5369.922,15951
2,5369.922,15887
2,4620.449,15952
2,4725.327,15954
2,4725.327,19192
2,4620.449,15888
2,5006.845,15955
2,5006.845,15889
2,4897.091,18129
2,4897.091,15890
2,4040.876,15958
2,4040.876,15891
2,4569.394,19256
2,4569.394,19255
2,5285.073,18145
2,5016.55,15959
2,5016.55,15892
2,5253.465,15960
2,5253.465,15893
2,5285.073,18128
2,4279.045,15962
2,4328.478,15964
2,4299.775,15895
2,4527.53,15965
2,4527.53,15896
2,4652.594,16100
2,4652.594,16099
2,4990.988,15968
2,4990.988,15898
2,4502.379,15969
2,4434.071,15970
2,4468.034,15899
2,3813.1,19384
2,3813.1,19383
2,5158.85,15971
2,5158.85,15900
2,4880.073,15972
2,4880.073,15901
2,4599.971,16147
2,4602.99,16148
2,4601.479,16146
2,4971.796,15973
2,4971.796,15902
2,3538.062,19284
2,3538.062,19282
2,5056.499,19267
2,3524.398,19280
2,3492.822,19281
2,3507.678,19279
2,3890.066,15975
2,3890.066,15903
2,5056.499,15976
2,5093.171,15977
2,5093.171,15904
2,4046.171,15978
2,4051.775,15979
2,4048.888,15905
2,4479.573,15981
2,4468.233,15982
2,5288.792,15983
2,5293.456,15984
2,5291.043,15907
2,3821.421,16933
2,3817.318,16934
2,3821.421,16930
2,3283.083,687
2,3286.714,6167
2,3279.854,6168
2,4939.085,19253
2,4936.088,19254
2,4937.64,1171
2,5173.637,16144
2,5173.412,16145
2,5173.521,16143
2,4058.371,15985
2,3768.873,15986
2,4055.711,15908
2,4052.854,15987
2,3762.522,15988
2,3765.574,15909
2,4968.482,15989
2,4962.723,15990
2,4965.601,15910
2,3505.087,15993
2,3495.528,15994
2,3551.368,19274
2,3547.733,19275
2,3519.182,15912
2,5014.959,15995
2,5005.445,15996
2,5010.202,15913
2,4690.167,15997
2,4683.776,15998
2,4686.906,15914
2,5380.666,16001
2,5386.237,16002
2,5383.305,15916
2,3801.633,19277
2,3795.182,19278
2,3798.217,19276
2,6582.232,19264
2,6582.232,19265
2,6623.193,19262
2,6623.193,19261
2,6292.044,19259
2,6289.238,19260
2,6290.689,19258
2,6293.542,16003
2,6277.963,16004
2,6293.542,15917
2,6703.511,16005
2,6700.001,16006
2,6703.511,15918
2,6078.016,16007
2,6061.498,16008
2,6070.04,15919
2,5547.375,16009
2,5557.615,16010
2,5547.375,15920
2,5381.543,16011
2,5387.774,16012
2,5384.543,15921
2,6252.15,16013
2,6248.705,16014
2,6250.484,15922
2,6253.08,19257
2,6315.561,16015
2,6315.561,15923
2,2722.396,9646
2,3207.988,19251
2,3215.989,19252
2,3212.136,19250
2,2722.396,9648
2,1953.904,16018
2,1953.904,15925
2,2602.809,16019
2,2609.705,16020
2,2606.128,15926
2,3875.061,16021
2,3887.252,16022
2,3881.156,15927
2,2478.927,16023
2,2478.927,15928
2,2324.256,16025
2,2326.938,16026
2,2325.635,15929
2,2957.74,16027
2,2960.865,16028
2,2959.343,15930
2,2223.332,16029
2,2262.067,16030
2,2241.882,15931
2,3289.142,16031
2,3256.003,16032
2,3271.935,15932
2,3388.386,16033
2,3372.75,16034
2,3380.921,15933
2,4293.247,16035
2,4293.247,15934
2,5352.824,16037
2,5335.128,16038
2,5343.868,15935
2,5686.877,16039
2,5678.914,16040
2,5682.895,15936
2,4745.329,16041
2,4739.594,16042
2,4742.458,15937
2,3927.862,16043
2,3966.229,16044
2,3947.044,15938
2,4583.161,16045
2,4587.958,16046
2,4585.558,15939
2,6938.57,16047
2,6938.57,15940
2,7033.271,16048
2,7033.271,15941
2,5147.555,16049
2,5107.298,16050
2,5147.555,15942
2,2733.265,8697
2,2726.28,8698
2,2729.559,8677
2,3745.573,19269
2,3745.573,19268
2,3554.387,8262
2,3540.486,8263
2,2360.897,8699
2,2348.481,8700
2,2354.32,8678
2,3289.979,8701
2,3280.834,8702
2,3285.137,8679
2,3640.451,8703
2,3652.607,8704
2,3646.76,8680
2,3488.905,19272
2,3457.662,19273
2,3472.291,19271
2,3547.026,5531
3,4549.618,19217
3,4894.17,15944
3,4894.17,15881
3,4597.881,15945
3,4419.582,15946
3,4419.582,18617
3,4597.881,15882
3,5088.232,15947
3,5088.232,15883
3,4718.438,16150
3,4714.394,16151
3,4716.413,16149
3,4890.675,15948
3,4890.675,15884
3,4602.194,15949
3,4602.194,15885
3,4764.204,15950
3,4764.204,15886
3,5626.417,15951
3,5626.417,15887
3,4637.117,15952
3,4746.138,15954
3,4746.138,19192
3,4637.117,15888
3,4957.084,15955
3,4957.084,15889
3,5046.444,18129
3,5046.444,15890
3,4129.032,15958
3,4129.032,15891
3,4603.691,19256
3,4603.691,19255
3,5512.749,18145
3,5207.611,15959
3,5207.611,15892
3,5409.476,15960
3,5409.476,15893
3,5512.749,18128
3,4365.941,15962
3,4413.705,15964
3,4385.967,15895
3,4629.034,15965
3,4629.034,15896
3,4808.37,16100
3,4808.37,16099
3,4805.664,15968
3,4805.664,15898
3,4404.124,15969
3,4318.819,15970
3,4361.35,15899
3,3840.166,19384
3,3840.166,19383
3,5407.833,15971
3,5407.833,15900
3,4989.696,15972
3,4989.696,15901
3,4472.122,16147
3,4473.123,16148
3,4472.62,16146
3,5053.742,15973
3,5053.742,15902
3,3700.636,19284
3,3700.636,19282
3,5060.053,19267
3,3464.916,19280
3,3431.639,19281
3,3447.299,19279
3,3954.951,15975
3,3954.951,15903
3,5060.053,15976
3,5111.0,15977
3,5111.0,15904
3,4198.571,15978
3,4204.837,15979
3,4201.609,15905
3,4553.299,15981
3,4546.028,15982
3,5319.219,15983
3,5324.461,15984
3,5321.75,15907
3,4031.866,16933
3,4029.942,16934
3,4031.866,16930
3,3028.623,687
3,3032.39,6167
3,3025.274,6168
3,4385.365,19253
3,4384.12,19254
3,4384.763,1171
3,4991.743,16144
3,4989.28,16145
3,4990.508,16143
3,3527.237,15985
3,3235.295,15986
3,3525.872,15908
3,3524.413,15987
3,3225.769,15988
3,3230.35,15909
3,4590.014,15989
3,4585.752,15990
3,4587.881,15910
3,3020.394,15993
3,3010.405,15994
3,3062.84,19274
3,3061.497,19275
3,3033.33,15912
3,4692.468,15995
3,4682.957,15996
3,4687.713,15913
3,4251.978,15997
3,4246.393,15998
3,4249.128,15914
3,5147.372,16001
3,5138.019,16002
3,5142.543,15916
3,3471.637,19277
3,3466.067,19278
3,3468.688,19276
3,6448.685,19264
3,6448.685,19265
3,6512.623,19262
3,6512.623,19261
3,6187.412,19259
3,6183.533,19260
3,6185.539,19258
3,6266.58,16003
3,6253.086,16004
3,6266.58,15917
3,6679.546,16005
3,6677.344,16006
3,6679.546,15918
3,6129.098,16007
3,6111.186,16008
3,6120.45,15919
3,5629.643,16009
3,5637.443,16010
3,5629.643,15920
3,5439.644,16011
3,5442.314,16012
3,5440.924,15921
3,6268.39,16013
3,6263.068,16014
3,6265.818,15922
3,6189.978,19257
3,6252.789,16015
3,6252.789,15923
3,3036.436,9646
3,2867.258,19251
3,2874.57,19252
3,2871.049,19250
3,3036.436,9648
3,2556.08,16018
3,2556.08,15925
3,2454.857,16019
3,2459.296,16020
3,2456.992,15926
3,4115.214,16021
3,4126.075,16022
3,4120.644,15927
3,2977.53,16023
3,2977.53,15928
3,2016.239,16025
3,2012.208,16026
3,2014.136,15929
3,2606.699,16027
3,2602.689,16028
3,2604.6,15930
3,1969.06,16029
3,2022.813,16030
3,1994.915,15931
3,3327.877,16031
3,3288.68,16032
3,3307.545,15932
3,3642.86,16033
3,3630.264,16034
3,3636.843,15933
3,4620.067,16035
3,4620.067,15934
3,5796.938,16037
3,5768.335,16038
3,5782.548,15935
3,6205.357,16039
3,6196.453,16040
3,6200.904,15936
3,5087.822,16041
3,5079.946,16042
3,5083.881,15937
3,4258.134,16043
3,4293.926,16044
3,4276.023,15938
3,4877.282,16045
3,4880.679,16046
3,4878.979,15939
3,7294.024,16047
3,7294.024,15940
3,7363.315,16048
3,7363.315,15941
3,5532.011,16049
3,5486.65,16050
3,5532.011,15942
3,1748.048,8697
3,1742.59,8698
3,1745.144,8677
3,2805.06,19269
3,2805.06,19268
3,2710.127,8262
3,2695.138,8263
3,1347.727,8699
3,1335.235,8700
3,1341.107,8678
3,2322.772,8701
3,2314.194,8702
3,2318.229,8679
3,2754.469,8703
3,2757.209,8704
3,2755.745,8680
3,2860.583,19272
3,2819.025,19273
3,2838.525,19271
3,2702.191,5531
4,4841.131,19217
4,5258.012,15944
4,5258.012,15881
4,4792.854,15945
4,4622.492,15946
4,4622.492,18617
4,4792.854,15882
4,5495.813,15947
4,5495.813,15883
4,4809.088,16150
4,4802.981,16151
4,4806.032,16149
4,5117.906,15948
4,5117.906,15884
4,4949.922,15949
4,4949.922,15885
4,5132.489,15950
4,5132.489,15886
4,6044.071,15951
4,6044.071,15887
4,4869.383,15952
4,4977.618,15954
4,4977.618,19192
4,4869.383,15888
4,5111.81,15955
4,5111.81,15889
4,5385.67,18129
4,5385.67,15890
4,4452.287,15958
4,4452.287,15891
4,4854.104,19256
4,4854.104,19255
4,5907.837,18145
4,5579.103,15959
4,5579.103,15892
4,5742.797,15960
4,5742.797,15893
4,5907.837,18128
4,4676.151,15962
4,4720.127,15964
4,4694.579,15895
4,4940.761,15965
4,4940.761,15896
4,5162.166,16100
4,5162.166,16099
4,4830.381,15968
4,4830.381,15898
4,4535.96,15969
4,4438.147,15970
4,4486.999,15899
4,4124.046,19384
4,4124.046,19383
4,5824.887,15971
4,5824.887,15900
4,5294.598,15972
4,5294.598,15901
4,4570.969,16147
4,4569.888,16148
4,4570.426,16146
4,5330.629,15973
4,5330.629,15902
4,4114.033,19284
4,4114.033,19282
4,5262.493,19267
4,3693.731,19280
4,3661.45,19281
4,3676.639,19279
4,4266.662,15975
4,4266.662,15903
4,5262.493,15976
4,5325.223,15977
4,5325.223,15904
4,4575.831,15978
4,4582.376,15979
4,4579.004,15905
4,4842.75,15981
4,4839.563,15982
4,5538.105,15983
4,5543.72,15984
4,5540.816,15907
4,4467.926,16933
4,4467.962,16934
4,4467.926,16930
4,3101.648,687
4,3105.162,6167
4,3098.525,6168
4,4015.226,19253
4,4016.191,19254
4,4015.688,1171
4,5012.207,16144
4,5007.531,16145
4,5009.866,16143
4,3235.145,15985
4,2963.715,15986
4,3235.506,15908
4,3235.906,15987
4,2950.991,15988
4,2957.114,15909
4,4416.376,15989
4,4413.997,15990
4,4415.184,15910
4,2830.842,15993
4,2821.365,15994
4,2864.176,19274
4,2865.809,19275
4,2841.0,15912
4,4576.292,15995
4,4567.213,15996
4,4571.752,15913
4,4026.748,15997
4,4022.399,15998
4,4024.528,15914
4,5108.135,16001
4,5083.372,16002
4,5095.612,15916
4,3421.383,19277
4,3417.247,19278
4,3419.192,19276
4,6472.946,19264
4,6472.946,19265
4,6558.625,19262
4,6558.625,19261
4,6247.564,19259
4,6242.708,19260
4,6245.219,19258
4,6401.961,16003
4,6390.86,16004
4,6401.961,15917
4,6808.036,16005
4,6807.17,16006
4,6808.036,15918
4,6343.749,16007
4,6324.964,16008
4,6334.68,15919
4,5887.794,16009
4,5893.063,16010
4,5887.794,15920
4,5680.862,16011
4,5680.07,16012
4,5680.471,15921
4,6445.912,16013
4,6438.901,16014
4,6442.526,15922
4,6291.612,19257
4,6353.123,16015
4,6353.123,15923
4,3616.93,9646
4,2864.419,19251
4,2870.099,19252
4,2867.363,19250
4,3616.93,9648
4,3362.006,16018
4,3362.006,15925
4,2707.724,16019
4,2709.142,16020
4,2708.404,15926
4,4572.485,16021
4,4581.703,16022
4,4577.092,15927
4,3693.24,16023
4,3693.24,15928
4,2186.781,16025
4,2176.478,16026
4,2181.432,15929
4,2625.886,16027
4,2614.382,16028
4,2619.907,15930
4,2205.659,16029
4,2262.816,16030
4,2233.177,15931
4,3658.526,16031
4,3617.045,16032
4,3637.017,15932
4,4136.839,16033
4,4127.459,16034
4,4132.355,15933
4,5129.504,16035
4,5129.504,15934
4,6372.598,16037
4,6335.418,16038
4,6353.938,15935
4,6835.647,16039
4,6826.106,16040
4,6830.876,15936
4,5595.306,16041
4,5585.848,16042
4,5590.575,15937
4,4784.25,16043
4,4816.468,16044
4,4800.347,15938
4,5350.152,16045
4,5352.235,16046
4,5351.192,15939
4,7766.307,16047
4,7766.307,15940
4,7811.764,16048
4,7811.764,15941
4,6063.224,16049
4,6014.639,16050
4,6063.224,15942
4,833.276,8697
4,833.297,8698
4,833.252,8677
4,1939.369,19269
4,1939.369,19268
4,2027.229,8262
4,2011.529,8263
4,335.628,8699
4,322.621,8700
4,328.722,8678
4,1421.382,8701
4,1414.517,8702
4,1417.743,8679
4,1993.756,8703
4,1979.042,8704
4,1985.737,8680
4,2499.433,19272
4,2447.881,19273
4,2472.122,19271
4,2018.917,5531
5,5312.983,19217
5,5778.772,15944
5,5778.772,15881
5,5182.288,15945
5,5025.524,15946
5,5025.524,18617
5,5182.288,15882
5,6047.441,15947
5,6047.441,15883
5,5103.403,16150
5,5095.633,16151
5,5099.517,16149
5,5524.577,15948
5,5524.577,15884
5,5465.984,15949
5,5465.984,15885
5,5660.474,15950
5,5660.474,15886
5,6592.325,15951
5,6592.325,15887
5,5288.918,15952
5,5392.704,15954
5,5392.704,19192
5,5288.918,15888
5,5453.646,15955
5,5453.646,15889
5,5882.007,18129
5,5882.007,15890
5,4964.931,15958
5,4964.931,15891
5,5290.029,19256
5,5290.029,19255
5,6439.596,18145
5,6098.138,15959
5,6098.138,15892
5,6225.007,15960
5,6225.007,15893
5,6439.596,18128
5,5169.629,15962
5,5208.851,15964
5,5186.056,15895
5,5426.602,15965
5,5426.602,15896
5,5677.078,16100
5,5677.078,16099
5,5062.065,15968
5,5062.065,15898
5,4879.271,15969
5,4774.497,15970
5,4826.87,15899
5,4617.614,19384
5,4617.614,19383
5,6377.122,15971
5,6377.122,15900
5,5763.869,15972
5,5763.869,15901
5,4882.762,16147
5,4879.821,16148
5,4881.289,16146
5,5774.48,15973
5,5774.48,15902
5,4712.701,19284
5,4712.701,19282
5,5642.452,19267
5,4163.578,19280
5,4134.007,19281
5,4147.916,19279
5,4777.122,15975
5,4777.122,15903
5,5642.452,15976
5,5713.79,15977
5,5713.79,15904
5,5128.565,15978
5,5135.115,15979
5,5131.741,15905
5,5312.781,15981
5,5313.2,15982
5,5924.597,15983
5,5930.388,15984
5,5927.393,15907
5,5071.737,16933
5,5073.328,16934
5,5071.737,16930
5,3481.611,687
5,3484.595,6167
5,3478.961,6168
5,3881.545,19253
5,3884.947,19254
5,3883.18,1171
5,5232.654,16144
5,5226.046,16145
5,5229.348,16143
5,3247.255,15985
5,3025.527,15986
5,3249.455,15908
5,3251.834,15987
5,3010.787,15988
5,3017.884,15909
5,4471.495,15989
5,4471.168,15990
5,4471.329,15910
5,2993.04,15993
5,2985.196,15994
5,3013.263,19274
5,3017.729,19275
5,2999.201,15912
5,4681.812,15995
5,4673.598,15996
5,4677.705,15913
5,4050.163,15997
5,4047.378,15998
5,4048.741,15914
5,5267.294,16001
5,5228.368,16002
5,5247.715,15916
5,3662.402,19277
5,3659.955,19278
5,3661.105,19276
5,6653.289,19264
5,6653.289,19265
5,6758.002,19262
5,6758.002,19261
5,6467.903,19259
5,6462.232,19260
5,6465.165,19258
5,6689.837,16003
5,6681.229,16004
5,6689.837,15917
5,7080.685,16005
5,7081.097,16006
5,7080.685,15918
5,6706.279,16007
5,6687.112,16008
5,6697.026,15919
5,6300.244,16009
5,6303.122,16010
5,6300.244,15920
5,6083.451,16011
5,6079.584,16012
5,6081.577,15921
5,6772.044,16013
5,6763.624,16014
5,6767.978,15922
5,6550.318,19257
5,6609.139,16015
5,6609.139,15923
5,4358.686,9646
5,3200.367,19251
5,3203.984,19252
5,3202.241,19250
5,4358.686,9648
5,4257.505,16018
5,4257.505,15925
5,3269.702,16019
5,3268.714,16020
5,3269.224,15926
5,5189.795,16021
5,5197.426,16022
5,5193.608,15927
5,4524.167,16023
5,4524.167,15928
5,2748.188,16025
5,2734.751,16026
5,2741.219,15929
5,3008.223,16027
5,2991.611,16028
5,2999.602,15930
5,2811.832,16029
5,2864.024,16030
5,2836.935,15931
5,4212.907,16031
5,4171.851,16032
5,4191.618,15932
5,4796.891,16033
5,4790.277,16034
5,4793.727,15933
5,5773.415,16035
5,5773.415,15934
5,7047.64,16037
5,7003.932,16038
5,7025.732,15935
5,7549.794,16039
5,7539.836,16040
5,7544.815,15936
5,6227.575,16041
5,6217.013,16042
5,6222.293,15937
5,5449.781,16043
5,5478.38,16044
5,5464.065,15938
5,5959.37,16045
5,5960.331,16046
5,5959.849,15939
5,8335.587,16047
5,8335.587,15940
5,8359.582,16048
5,8359.582,15941
5,6706.412,16049
5,6655.987,16050
5,6706.412,15942
5,621.902,8697
5,637.089,8698
5,629.942,8677
5,1306.783,19269
5,1306.783,19268
5,1711.217,8262
5,1697.782,8263
5,680.19,8699
5,692.135,8700
5,686.5,8678
5,836.134,8701
5,836.638,8702
5,836.385,8679
5,1554.594,8703
5,1511.54,8704
5,1531.637,8680
5,2522.92,19272
5,2468.011,19273
5,2493.85,19271
5,1704.1,5531
6,4069.615,19217
6,4054.441,15944
6,4054.441,15881
6,4415.103,15945
6,4271.788,15946
6,4271.788,18617
6,4415.103,15882
6,4035.838,15947
6,4035.838,15883
6,4819.954,16150
6,4823.309,16151
6,4821.629,16149
6,4513.877,15948
6,4513.877,15884
6,3912.989,15949
6,3912.989,15885
6,3949.429,15950
6,3949.429,15886
6,4402.711,15951
6,4402.711,15887
6,4322.4,15952
6,4399.287,15954
6,4399.287,19192
6,4322.4,15888
6,4792.985,15955
6,4792.985,15889
6,4247.989,18129
6,4247.989,15890
6,3702.153,15958
6,3702.153,15891
6,4241.018,19256
6,4241.018,19255
6,4396.239,18145
6,4251.605,15959
6,4251.605,15892
6,4535.442,15960
6,4535.442,15893
6,4396.239,18128
6,3889.293,15962
6,3932.083,15964
6,3907.218,15895
6,4054.063,15965
6,4054.063,15896
6,4030.371,16100
6,4030.371,16099
6,5078.244,15968
6,5078.244,15898
6,4480.642,15969
6,4462.058,15970
6,4471.038,15899
6,3668.515,19384
6,3668.515,19383
6,4237.427,15971
6,4237.427,15900
6,4325.523,15972
6,4325.523,15901
6,4625.108,16147
6,4631.986,16148
6,4628.546,16146
6,4465.987,15973
6,4465.987,15902
6,3166.682,19284
6,3166.682,19282
6,4715.52,19267
6,3646.27,19280
6,3627.483,19281
6,3636.298,19279
6,3641.28,15975
6,3641.28,15903
6,4715.52,15976
6,4714.445,15977
6,4714.445,15904
6,3558.44,15978
6,3561.153,15979
6,3559.754,15905
6,4078.907,15981
6,4060.507,15982
6,4853.324,15983
6,4856.034,15984
