stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,stop_url,location_type,parent_station,wheelchair_boarding
19262,,Les Buttes,,48.4468087669179,-2.02236620555583,,0,19261,0
19261,,Les Buttes,,48.4468087669179,-2.02236620555583,,1,,0
19259,,Beauvais,,48.4474628800632,-2.02673605708535,,0,19258,0
19260,,Beauvais,,48.4474066881707,-2.02679051658231,,0,19258,0
19258,,Beauvais,,48.4474357529427,-2.02676234787699,,1,,0
16003,,Colombier,,48.4517534106663,-2.02576255149044,,0,15917,0
16004,,Colombier,,48.451873,-2.025955,,0,15917,0
15917,,Colombier,,48.4517534106663,-2.02576255149044,,1,,0
16005,,Clos des Landes,,48.4518287401196,-2.02017810364428,,0,15918,0
16006,,Clos des Landes,,48.451907,-2.020214,,0,15918,0
15918,,Clos des Landes,,48.4518287401196,-2.02017810364428,,1,,0
16007,,Lanvallay Mairie,,48.4560247878272,-2.02822438725851,,0,15919,0
16008,,Lanvallay Mairie,,48.4559418179089,-2.02845215236688,,0,15919,0
15919,,Lanvallay Mairie,,48.4559847333839,-2.02833434282807,,1,,0
16009,,Maison de la Rance,,48.4573427738798,-2.03535599548117,,0,15920,0
16010,,Maison de la Rance,,48.4572281378327,-2.03521955920587,,0,15920,0
15920,,Maison de la Rance,,48.4573427738798,-2.03535599548117,,1,,0
16011,,Port,,48.456054,-2.037645,,0,15921,0
16012,,Port,,48.4558851211414,-2.03757064830829,,0,15921,0
15921,,Port,,48.4559724722752,-2.03760910607986,,1,,0
16013,,La Samsonnais,,48.4541585018936,-2.026007867635,,0,15922,0
16014,,La Samsonnais,,48.4540536743257,-2.02606513523436,,0,15922,0
15922,,La Samsonnais,,48.4541078954815,-2.02603551406228,,1,,0
19257,,Les Tilleuls,,48.4497727405192,-2.0266924192942,,0,15923,0
16015,,Les Tilleuls,,48.449755478059,-2.02584272656981,,0,15923,0
15923,,Les Tilleuls,,48.449755478059,-2.02584272656981,,1,,0
9646,,Les Prés Beaux,,48.4613061235379,-2.07391525924789,,1,,0
19251,,Clos Gastel,,48.4440957413069,-2.07222793471437,,0,19250,0
19252,,Clos Gastel,,48.4440539539501,-2.07213897904336,,0,19250,0
19250,,Clos Gastel,,48.4440740737885,-2.07218180955162,,1,,0
9648,,Les Prés Beaux,,48.4613061235379,-2.07391525924789,,0,9646,0
16018,,Quévert Bourg,,48.4653352962366,-2.08645648704346,,0,15925,0
15925,,Quévert Bourg,,48.4653352962366,-2.08645648704346,,1,,0
16019,,Bois Joly,,48.4499620776663,-2.07722092751761,,0,15926,0
16020,,Bois Joly,,48.4498993422414,-2.07715572674871,,0,15926,0
15926,,Bois Joly,,48.449931871721,-2.07718953455481,,1,,0
16021,,Cap Ouest - Le Poulichot,,48.4617899368137,-2.05829710607915,,0,15927,0
16022,,Cap Ouest - Le Poulichot,,48.4617671351349,-2.0581273374944,,0,15927,0
15927,,Cap Ouest - Le Poulichot,,48.4617785359743,-2.05821222178678,,1,,0
16023,,La Croix Verte,,48.4653547499553,-2.07879569328589,,0,15928,0
15928,,La Croix Verte,,48.4653547499553,-2.07879569328589,,1,,0
16025,,Hippodrome,,48.4473516409774,-2.0831781851292,,0,15929,0
16026,,Hippodrome,,48.4472242397517,-2.08324819080955,,0,15929,0
15929,,Hippodrome,,48.4472855810826,-2.08321448437086,,1,,0
16027,,Maurice Peigné,,48.4446145241545,-2.07566596065393,,0,15930,0
16028,,Maurice Peigné,,48.444439778582,-2.07576904233279,,0,15930,0
15930,,Maurice Peigné,,48.4445239153391,-2.07571941041334,,1,,0
16029,,Printanier,,48.448554,-2.083738,,0,15931,0
16030,,Printanier,,48.448735,-2.08301,,0,15931,0
15931,,Printanier,,48.4486411481481,-2.08338748148148,,1,,0
16031,,Sainte-Anne,,48.454416,-2.066185,,0,15932,0
16032,,Sainte-Anne,,48.4542278365071,-2.06667045286107,,0,15932,0
15932,,Sainte-Anne,,48.4543184337444,-2.06643671629833,,1,,0
16033,,Violette,,48.461217535887,-2.06482228150866,,0,15933,0
16034,,Violette,,48.4612801957249,-2.06504562514617,,0,15933,0
15933,,Violette,,48.4612474417187,-2.06492887733565,,1,,0
16035,,Les Alleux,,48.4661990675989,-2.05367903384097,,0,15934,0
15934,,Les Alleux,,48.4661990675989,-2.05367903384097,,1,,0
16037,,Les Champs Blancs,,48.4752394384092,-2.04286171588301,,0,15935,0
16038,,Les Champs Blancs,,48.474610730945,-2.04275863420416,,0,15935,0
15935,,Les Champs Blancs,,48.4749250846771,-2.04281017504358,,1,,0
16039,,Dombriand - Covoiturage,,48.480625877593,-2.04150106765831,,0,15936,0
16040,,Dombriand - Covoiturage,,48.4805375125368,-2.04155534715391,,0,15936,0
15936,,Dombriand - Covoiturage,,48.4805816950649,-2.04152820740611,,1,,0
16041,,Le Domaine,,48.4682139113053,-2.04811268831078,,0,15937,0
16042,,Le Domaine,,48.4681,-2.04815,,0,15937,0
15937,,Le Domaine,,48.4681569556527,-2.04813134415539,,1,,0
16043,,L'Emeraude,,48.4652719519039,-2.0584320284846,,0,15938,0
16044,,L'Emeraude,,48.465286,-2.057906,,0,15938,0
15938,,L'Emeraude,,48.4652789759519,-2.0581690142423,,1,,0
16045,,É.R.E.A.,,48.4656176887694,-2.04949596936116,,0,15939,0
16046,,É.R.E.A.,,48.4655695106707,-2.04941609476377,,0,15939,0
15939,,É.R.E.A.,,48.46559359972,-2.04945603206247,,1,,0
16047,,Ecole Taden,,48.4757,-2.02045,,0,15940,0
15940,,Ecole Taden,,48.4757,-2.02045,,1,,0
16048,,Taden Mairie,,48.474334,-2.018536,,0,15941,0
15941,,Taden Mairie,,48.474334,-2.018536,,1,,0
16049,,La Pâquenais,,48.4714863208551,-2.04383974599276,,0,15942,0
16050,,La Pâquenais,,48.4711005642476,-2.04423222005747,,0,15942,0
15942,,La Pâquenais,,48.4714863208551,-2.04383974599276,,1,,0
8697,,Trélivan Mairie,,48.4336963285987,-2.11725565631484,,0,8677,0
8698,,Trélivan Mairie,,48.4337810087188,-2.11741715638893,,0,8677,0
8677,,Trélivan Mairie,,48.4337411592505,-2.11734115635406,,1,,0
19269,,Kermené,,48.4259484706117,-2.09407761874245,,0,19268,0
19268,,Kermené,,48.4259484706117,-2.09407761874245,,1,,0
8262,,Linache,,48.429816917192,-2.08725367942478,,0,5531,0
8263,,Linache,,48.429895089643,-2.08743039718559,,0,5531,0
8699,,Bellevue,,48.4366144624746,-2.11080447557792,,0,8678,0
8700,,Bellevue,,48.4367251917152,-2.11069108184829,,0,8678,0
8678,,Bellevue,,48.4366730838373,-2.11074444360341,,1,,0
8701,,Porte Grissault,,48.4291983182255,-2.09922750036618,,0,8679,0
8702,,Porte Grissault,,48.4292884347937,-2.09919755322957,,0,8679,0
8679,,Porte Grissault,,48.4292460269969,-2.09921164599974,,1,,0
8703,,La Douettée,,48.4281449443359,-2.08964882079024,,0,8680,0
8704,,La Douettée,,48.4278186927774,-2.09033198029521,,0,8680,0
8680,,La Douettée,,48.4279722229226,-2.09001049346934,,1,,0
19272,,Le Rocher,,48.43558,-2.077124,,0,19271,0
19273,,Le Rocher,,48.4354958742796,-2.0778563572612,,0,19271,0
19271,,Le Rocher,,48.4355354628539,-2.07751171855005,,1,,0
5531,,Linache,,48.4298583026072,-2.08734723588639,,1,,0
