stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,stop_url,location_type,parent_station,wheelchair_boarding
19217,,Carnot,,48.4563053894543,-2.04991154140114,,1,,0
15944,,André Aubert,,48.4605468006803,-2.04661666737494,,0,15881,0
15881,,André Aubert,,48.4605468006803,-2.04661666737494,,1,,0
15945,,Broussais - Collège,,48.4522818750536,-2.04842793544092,,0,15882,0
15946,,Broussais - Aristide Briand,,48.4523,-2.05085,,0,18617,0
18617,,Broussais - Aristide Briand,,48.4523,-2.05085,,1,,0
15882,,Broussais - Collège,,48.4522818750536,-2.04842793544092,,1,,0
15947,,BNP - La Conninais,,48.4632973529601,-2.04514093113176,,0,15883,0
15883,,BNP - La Conninais,,48.4632973529601,-2.04514093113176,,1,,0
16150,,Chateaubriand,,48.4479889058667,-2.04658098756359,,0,16149,0
16151,,Chateaubriand,,48.4478977403961,-2.04663825516295,,0,16149,0
16149,,Chateaubriand,,48.4479433231314,-2.04660962136327,,1,,0
15948,,Cordeliers,,48.454247,-2.044761,,0,15884,0
15884,,Cordeliers,,48.454247,-2.044761,,1,,0
15949,,Cimetière,,48.4588968674039,-2.05004217761498,,0,15885,0
15885,,Cimetière,,48.4588968674039,-2.05004217761498,,1,,0
15950,,Cinéma,,48.4603303808522,-2.04835034884814,,0,15886,0
15886,,Cinéma,,48.4603303808522,-2.04835034884814,,1,,0
15951,,Le Connétable,,48.4657800406489,-2.03873268676308,,0,15887,0
15887,,Le Connétable,,48.4657800406489,-2.03873268676308,,1,,0
15952,,Duclos - Esplanade,,48.453955037205,-2.04816074099197,,0,15888,0
15954,,Hotel de Ville ,,48.454144222727,-2.04671108919381,,0,19192,0
19192,,Hotel de Ville ,,48.454144222727,-2.04671108919381,,1,,0
15888,,Duclos - Esplanade,,48.453955037205,-2.04816074099197,,1,,0
15955,,Duguesclin,,48.451067670599,-2.04343538251027,,0,15889,0
15889,,Duguesclin,,48.451067670599,-2.04343538251027,,1,,0
18129,,18-juin,,48.4598578902043,-2.04421189612331,,0,15890,0
15890,,18-juin,,48.4598578902043,-2.04421189612331,,1,,0
15958,,Deroyer,,48.45647,-2.05576,,0,15891,0
15891,,Deroyer,,48.4564700000001,-2.05576,,1,,0
19256,,Duclos - Thiers,,48.4546667071741,-2.04876131820917,,0,19255,0
19255,,Duclos Thiers,,48.4546667071741,-2.04876131820917,,1,,0
18145,,Ecuyer,,48.4641738438231,-2.03953048757592,,1,,0
15959,,Emile Pedron,,48.4619351736086,-2.04280559467254,,0,15892,0
15892,,Emile Pedron,,48.4619351736086,-2.04280559467254,,1,,0
15960,,Exmouth,,48.4606468333361,-2.03944880884882,,0,15893,0
15893,,Exmouth,,48.4606468333361,-2.03944880884882,,1,,0
18128,,Ecuyer,,48.4641738438231,-2.03953048757592,,0,18145,0
15962,,Dinan Gare SNCF,,48.4566059451777,-2.05253072864222,,0,15895,0
15964,,Dinan Gare SNCF,,48.4565783445558,-2.05186339436788,,0,15895,0
15895,,Dinan Gare SNCF,,48.4565943707235,-2.05225087878524,,1,,0
15965,,Gambetta - Atelier 5 bis,,48.4573949652042,-2.04914448140435,,0,15896,0
15896,,Gambetta - Atelier 5 bis,,48.4573949652042,-2.04914448140435,,1,,0
16100,,Gendarmerie,,48.459809566841,-2.04751785896394,,0,16099,0
16099,,Gendarmerie,,48.459809566841,-2.04751785896394,,1,,0
15968,,Hôpital,,48.4452129309013,-2.04560946944036,,0,15898,0
15898,,Hôpital,,48.4452129309013,-2.04560946944036,,1,,0
15969,,Ker Siam,,48.4493887059604,-2.05082747818876,,0,15899,0
15970,,Ker Siam,,48.4487961438099,-2.05197283017601,,0,15899,0
15899,,Ker Siam,,48.4490924248851,-2.05140015418238,,1,,0
19384,,10e Régiment d'Artillerie - Le Labo,,48.4541948896194,-2.05909434571413,,0,19383,0
19383,,10e Rézgiment d'Artillerie - Le Labo,,48.4541948896194,-2.05909434571413,,1,,0
15971,,Pont Louis Martin,,48.4649404999606,-2.04142096932526,,0,15900,0
15900,,Pont Louis Martin,,48.4649404999606,-2.04142096932526,,1,,0
15972,,Henri Laplanche,,48.4580691565379,-2.04437472689507,,0,15901,0
15901,,Henri Laplanche,,48.4580691565379,-2.04437472689507,,1,,0
16147,,Maurice Guérin,,48.4481247472649,-2.0499076720555,,0,16146,0
16148,,Maurice Guérin,,48.4480411791466,-2.04989621853562,,0,16146,0
16146,,Maurice Guérin,,48.4480829632057,-2.04990194529556,,1,,0
15973,,Porte Saint-Malo,,48.456912960261,-2.04314904451346,,0,15902,0
15902,,Porte Saint-Malo,,48.456912960261,-2.04314904451346,,1,,0
19284,,Préval,,48.4584990609226,-2.06252827658515,,0,19282,0
19282,,Rue de Brest,,48.4584990609226,-2.06252827658515,,1,,0
19267,,Place Saint-Sauveur,,48.4534266279449,-2.04231490457132,,1,,0
19280,,Rue de Brest,,48.451433,-2.063691,,0,19279,0
19281,,Rue de Brest,,48.451398,-2.06413800000001,,0,19279,0
19279,,Rue de Brest,,48.4514144705882,-2.06392764705883,,1,,0
15975,,Boulevard Simone Veil,,48.4555338727489,-2.05787518445819,,0,15903,0
15903,,Boulevard Simone Veil,,48.4555338727489,-2.05787518445819,,1,,0
15976,,Place Saint-Sauveur,,48.4534266279449,-2.04231490457132,,0,19267,0
15977,,Saint-Sauveur - Haute Voie,,48.454074,-2.041729,,0,15904,0
15904,,Saint-Sauveur - Haute Voie,,48.454074,-2.041729,,1,,0
15978,,Stade,,48.4588495128721,-2.05566899308729,,0,15905,0
15979,,Stade,,48.458881793698,-2.05559454520812,,0,15905,0
15905,,Stade,,48.4588651641816,-2.05563289714588,,1,,0
15981,,Carnot,,48.4562262571331,-2.04983868165329,,0,19217,0
15982,,Carnot,,48.456383,-2.049983,,0,19217,0
15983,,Viaduc,,48.4546972927053,-2.03900682380515,,0,15907,0
15984,,Viaduc,,48.4547257784157,-2.03894077562304,,0,15907,0
15907,,Viaduc,,48.4547110444275,-2.03897493847586,,1,,0
16933,,Violette - Poulichot,,48.4606089776266,-2.05885347794687,,0,16930,0
16934,,Violette - Poulichot,,48.4606792333512,-2.0589177371183,,0,16930,0
16930,,Violette - Poulichot,,48.4606089776266,-2.05885347794687,,1,,0
687,,Eglise Saint-Joseph,,48.4461534523039,-2.06959829116537,,1,,0
6167,,Eglise Saint-Joseph,,48.446148883809,-2.06954778760193,,0,687,0
6168,,Eglise Saint-Joseph,,48.4461575131883,-2.06964318322177,,0,687,0
19253,,Croix de Pierre,,48.4303652428453,-2.0579030752948,,0,1171,0
19254,,Croix de Pierre,,48.4304480696302,-2.05785671846462,,0,1171,0
1171,,Croix de Pierre,,48.4304051224084,-2.05788075533953,,1,,0
16144,,Bas Bourgneuf,,48.4450630255247,-2.04310428125122,,0,16143,0
16145,,Bas Bourgneuf,,48.4449642572342,-2.04315009533071,,0,16143,0
16143,,Bas Bourgneuf,,48.4450136413795,-2.04312718829096,,1,,0
15985,,Iles Bretonnes 1,,48.4354015738341,-2.06709300102935,,0,15908,0
15986,,Iles Bretonnes 2,,48.4366971865715,-2.07054051051098,,0,15909,0
15908,,Iles Bretonnes 1,,48.4354546260444,-2.0670764570562,,1,,0
15987,,Iles Bretonnes 1,,48.435511759194,-2.06705864046973,,0,15908,0
15988,,Iles Bretonnes 2,,48.4366363960968,-2.07072376682894,,0,15909,0
15909,,Iles Bretonnes 2,,48.4366656655846,-2.07063553230548,,1,,0
15989,,Clermont,,48.4372196993857,-2.05077500690288,,0,15910,0
15990,,Clermont,,48.4373,-2.0508,,0,15910,0
15910,,Clermont,,48.4372598496929,-2.05078750345144,,1,,0
15993,,Guinefort,,48.4392465216141,-2.07209818921363,,0,15912,0
15994,,Guinefort,,48.4392761922028,-2.07222565412677,,0,15912,0
19274,,Guinefort,,48.438943,-2.07165700000001,,0,15912,0
19275,,Guinefort,,48.439021,-2.071632,,0,15912,0
15912,,Guinefort,,48.4391546470869,-2.07196317312618,,1,,0
15995,,Les Granges,,48.4393795912195,-2.04850453748015,,0,15913,0
15996,,Les Granges,,48.439407,-2.048627,,0,15913,0
15913,,Les Granges,,48.4393932956097,-2.04856576874008,,1,,0
15997,,La Nourais,,48.4358878203517,-2.05622217640411,,0,15914,0
15998,,La Nourais,,48.4359430973021,-2.05627269681173,,0,15914,0
15914,,La Nourais,,48.4359160228774,-2.05624795212228,,1,,0
16001,,Les Pommiers,,48.4423681270133,-2.0414372199272,,0,15916,0
16002,,Les Pommiers,,48.4416752994299,-2.04171815329596,,0,15916,0
15916,,Les Pommiers,,48.4420217132216,-2.04157768661158,,1,,0
19277,,Saint-Esprit,,48.442628,-2.06433299999999,,0,19276,0
19278,,Saint-Esprit,,48.442674,-2.064396,,0,19276,0
19276,,Saint-Esprit,,48.4426523529412,-2.06436635294117,,1,,0
19264,,Clos des Ormeaux,,48.4455324057772,-2.02331684770526,,0,19265,0
19265,,Clos des Ormeaux,,48.4455324057772,-2.02331684770526,,1,,0
