destination,total_time,transport,correspondance,1st_station,time_to_1st_station,walking_time,drt_time,drt_waiting_time,direct_walk_time
399,-2820.0,WALK,1,584,None,160,None,None,4753.5324
400,16140.0,WALK,4,584,None,160,None,None,4751.709599999999
2637,15840.0,WALK,14,584,None,160,None,None,3434.9855999999995
2638,-2580.0,WALK,8,584,None,160,None,None,3444.8316
2643,15240.0,WALK,20,584,None,160,None,None,4706.9748
2644,-1920.0,WALK,2,584,None,160,None,None,4714.5192
407,-4740.0,WALK,1,584,None,160,None,None,4257.9144
408,-2340.0,WALK,18,584,None,160,None,None,4267.8972
410,-2400.0,WALK,10,584,None,160,None,None,4119.2784
409,15720.0,WALK,13,584,None,160,None,None,4117.7411999999995
412,-2580.0,WALK,3,584,None,160,None,None,4593.4992
411,15180.0,WALK,13,584,None,160,None,None,4587.3
413,-4080.0,WALK,7,584,None,160,None,None,4145.5068
414,-1980.0,WALK,2,584,None,160,None,None,4161.7356
415,15120.0,WALK,2,584,None,160,None,None,5744.849999999999
416,-1800.0,WALK,4,584,None,160,None,None,5742.8387999999995
2608,-1860.0,WALK,3,584,None,160,None,None,5108.352
2609,15180.0,WALK,13,584,None,160,None,None,5102.8464
155,-2220.0,WALK,2,584,None,160,None,None,5122.700400000001
17,15540.0,WALK,8,584,None,160,None,None,5109.4392
403,-1080.0,WALK,2,584,None,160,None,None,5163.1284
404,-2520.0,WALK,10,584,None,160,None,None,5197.3715999999995
405,-1020.0,WALK,2,584,None,160,None,None,4285.8804
406,-1200.0,WALK,5,584,None,160,None,None,4264.8048
1267,-4200.0,WALK,1,584,None,160,None,None,4016.3484
1266,-1320.0,WALK,2,584,None,160,None,None,4031.4071999999996
159,-4680.0,WALK,7,584,None,160,None,None,3804.4608
18,-2460.0,WALK,18,584,None,160,None,None,3795.7571999999996
734,-2940.0,WALK,2,584,None,160,None,None,7908.356399999999
733,-2940.0,WALK,13,584,None,160,None,None,7862.4552
739,-3180.0,WALK,12,584,None,160,None,None,5022.7512
740,-3660.0,WALK,8,584,None,160,None,None,5100.804
728,-3240.0,WALK,17,584,None,160,None,None,4298.7948
729,-2460.0,WALK,5,584,None,160,None,None,4422.456
738,-3060.0,WALK,13,584,None,160,None,None,6515.355599999999
737,-2760.0,WALK,8,584,None,160,None,None,6498.4284
730,-3000.0,WALK,3,584,None,160,None,None,7421.592
731,-2820.0,WALK,2,584,None,160,None,None,7398.0923999999995
736,-3120.0,WALK,18,584,None,160,None,None,6041.1143999999995
735,-3780.0,WALK,1,584,None,160,None,None,6107.5308
435,-3720.0,WALK,7,584,None,160,None,None,7033.497599999999
434,15840.0,WALK,15,584,None,160,None,None,7024.8288
436,-3780.0,WALK,6,584,None,160,None,None,8251.4592
437,19440.0,WALK,4,584,None,160,None,None,8257.3332
438,-2220.0,WALK,10,584,None,160,None,None,8496.2136
439,240.0,WALK,11,584,None,160,None,None,8513.1924
440,15900.0,WALK,5,584,None,160,None,None,7293.714
441,-3840.0,WALK,1,584,None,160,None,None,7293.9828
444,-240.0,WALK,3,584,None,160,None,None,8344.4004
445,-660.0,WALK,5,584,None,160,None,None,8365.854
442,-1920.0,WALK,3,584,None,160,None,None,8338.1808
443,0.0,WALK,4,584,None,160,None,None,8339.710799999999
447,-2040.0,WALK,2,584,None,160,None,None,8470.181999999999
446,120.0,WALK,5,584,None,160,None,None,8472.6768
448,-1800.0,WALK,3,584,None,160,None,None,9266.496
